name,address,longitude,latitude,location_category,location_sub_category,description,open_date,parking,pricing,free_use,contact,networks,total_plugs,port_level_type,renewable_power_supply,power_outputs_kw,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,source,source_date
Yarraville,"4 David Henry Way, Springfield Central QLD 4300, Australia",144.8964976,-37.81899541,Public,,"In carpark of Unit 2/209. If cars parked call phone or ask at the AAkonsult offices. Locked gates outside business hours, try calling the mobile number listed but as this is a business the chances of getting through depend on time of calling, (e.g. very late at night would not be a good time!).",,,,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Kensington,"2/209 Hyde St, Yarraville VIC 3013",144.926417,-37.79687512,Public,,BYO Type 2 Mennekes cable,,,0.3,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Docklands,"72 Altona Street, Kensington VIC 3031",144.9373902,-37.81279364,Commercial,,"Parking level 1 yellow, section D.",,,0,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Docklands,"8-9 Star Circus, Docklands VIC 3008, Australia",144.9392454,-37.81209916,Commercial,,"East car park, level 1, south end. Park and charge up to 90 min free when buying $10 at Woolworth. Max 11.5kW (3 phase x 16A x 240 voltage) EXTREMELY short cable. Just reaches to plug in point.",,,0,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Carlton,"90 Waterfront Way, Docklands VIC 3008, Australia",144.9671638,-37.80216073,Commercial,,Station located on the right hand side as you enter Lygon Street Car Park. Charging is free with paid parking at $5 per hr. The Chargepoint charger has been replaced with a Type2 Ocular charger that opperates with the 'exploren' app. App is quick to install and register and opperates reliably. Good charging station,,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,1.0,,,0.0,,,Unknown,30/05/2022
Carlton,204-218 Lygon St Carlton Victoria 3053 Australia,144.9717566,-37.80320151,Commercial,,Entry to the Melbourne Museum Cark Park is from either Nicholson Street or Rathdowne Street. Charging stations are on car park level P2. Free to use Delta chargers.,,,p,,,,2.0,,,['unknown'],0.0,0,0.0,2.0,0.0,,,0.0,,,Unknown,30/05/2022
Parliament PI,"11 Nicholson St, Carlton VIC 3053, Australia",144.9764385,-37.8110789,Commercial,,"Porsche Destination Chargers, 11kW. 2 stations on wall straight ahead after entrance.",,,p,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Pullman Melbourne,"1 Parliament Square Off, Parliament Pl, Melbourne VIC 3002, Australia",144.9832392,-37.81581134,Commercial,,"Dining, Restrooms, Valet Parking, WiFi, Park, EV Parking, Lodging",,,p,,,,2.0,,,['unknown'],0.0,2,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Port Melbourne,"192 Wellington Parade, Melbourne VIC 3002",144.9171103,-37.82992222,Public,,"10A double power point next to rear access door to main retail space. Parking is difficult during trading hours because the power point is positioned along the drive thru lane of Hungry Jacks. Access after Hungry Jacks has ceased trading is a safer proposition, but this location can be still be useful as last resort with the help of an extension cord if you don't mind it being driven over and parking in the waiting bay alongside the drive-thru lane.",,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Port Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",144.9194251,-37.83163355,Public,,Location of pin is accurate.,,,0.31,,,,7.0,,,['unknown'],0.0,0,0.0,0.0,7.0,,,0.0,,,Unknown,30/05/2022
Port Melbourne,"30 Prohasky St, Port Melbourne VIC 3207, Australia",144.9197754,-37.83316274,Public,,GET Electric with 7 22kW GET electric vehicle chargers,,,0.2,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,3.0,,,0.0,,,Unknown,30/05/2022
Port Melbourne,"327 Plummer St, Port Melbourne VIC 3207, Australia",144.9311229,-37.8297164,Public,,Download the GET Electric app to begin instant charging.,,,0,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
South Melbourne,"525 Graham St, Port Melbourne VIC 3207, Australia",144.9564174,-37.83248694,Commercial,,2x 7kw chargers.,,,0,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
South Melbourne,"322 Coventry St, South Melbourne VIC 3205",144.960726,-37.82974328,Public,,BYO cable,,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
South Melbourne,"229 Coventry St, South Melbourne VIC 3205, Australia",144.961768,-37.83103692,Public,,"Entry via Coventry Street, and located at the middle of the rooftop carpark (next to the lift). 2 x Type 2 (Mennekes) ports, BYO cable. No app required.",,,,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
South Melbourne,"214 Coventry street, south Melbourne",144.9690271,-37.83189437,Public,,A 240v wall plug is in the back corner of the Level 1 carpark. Next to spot 60.,,,p,,,,21.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,21.0,,,Unknown,30/05/2022
Queens Road,"15-29 Bank Street, South Melbourne VIC 3205, Australia",144.9737461,-37.83477276,Public,,Not sure if it is private or public,,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Queens Road,"1-3 Queens Road, Melbourne VIC 3004, Australia",144.9784513,-37.84977063,Commercial,,There are around four wall-plugs on each floor and a great location to get some extra juice when you park there for work.,,,p,,,,3.0,,,['unknown'],0.0,3,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Port Melbourne,"67 Queens Rd, Melbourne VIC 3004",144.9265125,-37.82377034,Public,,Several PowerPoints around the place.,,,0.4,,,,2.0,,,['unknown'],1.0,0,1.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
South Wharf,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",144.9552364,-37.82586889,Commercial,,Available at bays 23 & 24,,,p,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,3.0,,,Unknown,30/05/2022
Southbank,"16 Normanby Road, South Wharf VIC 3006, Australia",144.9584272,-37.81609341,Public,,Middyï¿½s Port Melbourne 25kW Delta DC Only available during store trading hours. Trading Hours Monday to Friday 6.00am - 5.00pm Saturdays 7.00am - 12.00pm,,,,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Southbank,"8 Whiteman Street, Southbank, Victoria, Australia, VIC 3006",144.9649806,-37.82082443,Public,,"PowerPoint on west wall , enter car park go left as far as you can. High up on wall. Several in the door 10 parking area",,,0,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Southbank,"70 City Rd, Southbank VIC 3006, Australia",144.9663122,-37.82076345,Public,,"Lodging, Dining, EV Parking, Restrooms, Shopping, WiFi",,,,,,,9.0,,,['unknown'],0.0,0,0.0,0.0,9.0,,,0.0,,,Unknown,30/05/2022
Southbank,"35-47 City Rd, Southbank VIC 3006, Australia",144.9673592,-37.82123242,Commercial,,"2 x Porsche Destination Chargers, directly on the right after entry.",,,p,,,,2.0,,,['unknown'],0.0,0,0.0,2.0,0.0,,,0.0,,,Unknown,30/05/2022
Downie St,2 Kavanagh St Southbank VIC 3006 Australia,144.9555652,-37.82020302,Public,,"9 EV-Link chargers located on all levels of the car park (3 on each level). On the left parking spots of every level, near the lifts.",,,,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Flinders Ln,"25 Downie St, Melbourne VIC 3000, Australia",144.9577073,-37.81890714,Public,,2 x EV plugs (J1772) that require no network card and are free to use for EV drivers.,,,0,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,1.0,,,Unknown,30/05/2022
Flinders Ln,"476 Flinders Ln, Melbourne VIC 3000, Australia",144.9586537,-37.81861176,Public,,"Lodging, Restrooms, Dining, EV Parking",,,p,,,,10.0,,,['unknown'],0.0,0,0.0,0.0,10.0,,,0.0,,,Unknown,30/05/2022
Flinders St,"450 Flinders Ln, Melbourne VIC 3000, Australia",144.9640101,-37.8180318,Public,,"Entrance from Flinders Lane. One Type 2 Wallbox charger (with cable) in the Mercedes display to the left after you enter. Another Type 2 wall charger on level C (BYO cable, usually ICEd) and multiple 240V outlets you can use, all are free to use but you need to pay for parking (see photos for rates applicable April 2022).",,,p,,,,2.0,,,['unknown'],0.0,2,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Collins St,"300 Flinders St, Melbourne VIC 3000, Australia",144.9700935,-37.81496609,Workplace,,"10 x AC charger (Type 2), varying number on each floor. The first 4 floors are public access via Secure Parking, floors 5-9 are for Deloitte Employees only. Feb 2022: the two chargers at level 2 now have a ï¿½reservedï¿½ sign up for ServiceNow employees.",,,p,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Flinders St,"123 Collins St, Melbourne VIC 3000, Australia",144.9709391,-37.81621089,Public,,2 x Tesla Destination Chargers on Level 2.,,,0,,,,5.0,,,['unknown'],0.0,3,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Russell St,"114-128 Flinders St, Melbourne VIC 3000, Australia",144.9677026,-37.81180407,Commercial,,"Lodging, Dining, Shopping, Restrooms, EV Parking, WiFi, Park",,,0,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Collins St,"Russell St, Melbourne, Victoria, 3000 Australia",144.9552413,-37.81780946,Public,,"2 x Tesla AC 4kW chargers (Level 5); and 2 x Type 2 AC 4kW chargers (Level 6). Enter via Flinders Lane gets you directly to level 5, and turn right. Otherwise enter via Flinders St and keep going up until you reach level 5 and 6.",,,0,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,3.0,,,0.0,,,Unknown,30/05/2022
Bourke St,"589-599 Little Collins St, Melbourne VIC 3000, Australia",144.9547755,-37.81638627,Workplace,,"Chargefox network, Charging free with parking entry, Enter car park from Russell St. Two SmartWallbox universal charging stations: one is located on the rooftop level (immediately on your right after entry), and the other is located on level 3. Look for the blue coloured concrete parking places. BYO cable required however cables can be purchased via jetcharge.com.au and collected onsite via parking management, please contact JET Charge on 1300 856 328 for help obtaining a cable - During business hours. Charging rates: 11kW via three phase or 3.5kW via single phase.",,,0,,,,7.0,,,['unknown'],0.0,3,0.0,1.0,0.0,,,2.0,,,Unknown,30/05/2022
Bourke St,"636 Bourke St, Melbourne VIC 3000, Australia",144.956447,-37.81477906,Public,,3 chargers for guests. Enter main gates and charging bays are in front of the lifts as you proceed down the first ramp. Spots are tight.,,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Lonsdale St,"542 Little Bourke St, Melbourne VIC 3000, Australia",144.955934,-37.81343708,Public,,Enter via Langs Lane. Only available to Alto Hotel guests. Register for ChargePoint Card at chargepoint.com.au,,,p,,,,2.0,,,['unknown'],0.0,2,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Bourke St,"535 Little Lonsdale St, Melbourne VIC 3004, Australia",144.9595123,-37.81581182,Public,,"North west corner of most levels, power point low on wall near fire hose reel",,,0,,,,5.0,,,['unknown'],0.0,2,0.0,1.0,2.0,,,0.0,,,Unknown,30/05/2022
Lonsdale St,"501 Bourke Street, Melbourne? VIC? 3000, Australia",144.9582143,-37.8130787,Public,,"Dining, EV Parking, Lodging, Shopping, Restrooms, Park",,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Lonsdale St,"460 Lonsdale St, Melbourne VIC 3000, Australia",144.9633783,-37.81137439,Public,,2 Tesla plus 2 Type 2 Socket charging stations located on level B1 near the members lift. Car park entry on Chancery Lane off Bourke Street or off Little Collins Street. 2nd charger spot is behind the down ramp. Installed by JET Charge and on Chargefox Network. Type 2 to Type 1 cables included. If you have a Type 2 car you need BYO cable.,,,p,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Latrobe Street,"300 Lonsdale St, Melbourne VIC 3000, Australia",144.95362,-37.81241851,Public,,Parking & Dining,,,p,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,3.0,,,Unknown,30/05/2022
West Melbourne,300 Latrobe Street Melbourne,144.9510094,-37.81010363,Public,,Melbourne Central Carpark P2. Outlet is located behind the pillar to the left of the lift.,,,,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Queen St,"45 Dudley St, West Melbourne VIC 3003, Australia",144.9581717,-37.80782358,Public,,Only 10A wall socket available,,,p,,,,12.0,,,['unknown'],0.0,0,0.0,0.0,12.0,,,0.0,,,Unknown,30/05/2022
Bourke St,"460 Queen St, Melbourne VIC 3000, Australia",144.9709222,-37.81211268,Public,,"Motel with limited car parking. 10A PowerPoint/Powerboard at rear roller door, will need extension lead.",,,p,,,,1.0,,,['unknown'],0.0,0,0.0,2.0,0.0,,,0.0,,,Unknown,30/05/2022
Russell St,"129 Bourke St, Melbourne VIC 3000, Australia",144.967822,-37.81129305,Public,,12 x Schneider type 2 EV chargers located in B2 level BYO charging cable. Ticketless payment system and underground 500 car spaces total.,,,,,,,2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
Lonsdale St,"222 Russell St, Melbourne VIC 3000, Australia",144.9666047,-37.81067877,Public,,"2 x Chargepoint J1772 (Type 1) chargers. Activate with RFID card and WAIT two mins, gently tug on the plug and eventually it will click and unlock. Vacuum services is available. Air and window cleaning is out of service. Operated by Juice Bar. ChargePoint card required. Officially known as 121 Exhibition Street but enter from Bourke Street.",,,,,,,3.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,3.0,,,Unknown,30/05/2022
Lonsdale St,"180 Lonsdale Street, Melbourne VIC 3000, Australia",144.9705189,-37.81017999,Public,,"2 x Porsche Destination Chargers (Type 2, 11kW AC). Entry level, bays 261 & 262.",,,,,,,3.0,,,['unknown'],0.0,2,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Lonsdale St,"59 Lonsdale St, Melbourne VIC 3000, Australia",144.9696999,-37.81005952,Commercial,,Public Wilson Parking basement levels of QV - 180 Lonsdale Street. Levels B2 and B3 each have a number of 10A switched wall outletsï¿½ total number of sockets available unverified!,,,p,,,,1.0,,,['unknown'],0.0,1,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
St Kilda,"Corner Exhibition & Lonsdale St, Melbourne VIC 3000, Australia",144.9739984,-37.86223596,Public,,"2 x Tesla Destination Chargers (32A single phase). Turn right, down the ramp. Then on left hand side, two charging bays painted red.",,,p,,,,4.0,,,['unknown'],0.0,2,0.0,0.0,2.0,,,0.0,,,Unknown,30/05/2022
St Kilda,"2 Acland St, St Kilda VIC 3182, Australia",144.9742931,-37.86765039,Public,,Valet parking required. HPWC is on level P4 near lifts. 1 X 32A single phase Tesla destination charger.,,,,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,1.0,,,0.0,,,Unknown,30/05/2022
Church St,"30 Jacka Blvd, St Kilda VIC 3182, Australia",144.996426,-37.83218295,Commercial,,"Available to the public. GROUND floor as you enter first right. Porsche Destination Charging, 11kW Type 2 plugs cable provided. Tesla chargers are not in compatibility mode to charge other EVs.",,,p,,,,4.0,,,['unknown'],0.0,4,0.0,0.0,0.0,,,0.0,,,Unknown,30/05/2022
Docklands,"650 Church St, Cremorne VIC 3121, Australia",144.939394,-37.81254895,Public,,"Dining, EV Parking, Park",,,,,,,1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,,,1.0,,,Unknown,30/05/2022
Chargefox Charging Station,"29, Brabham",115.969452,-31.8287167,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"18 Brodie-Hall Dr, Bentley",115.8927245,-31.9955774,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"1 Ocean Park Rd, Shark Bay",113.5595802,-25.9806068,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"Unnamed Road, Ellenbrook",115.9708342,-31.7831554,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Gemtek Group,"1/40 Irvine Dr, Malaga",115.886237,-31.857726,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"2 Bradford St, Mount Lawley",115.8664006,-31.9195703,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,City Beach,115.756084,-31.9293131,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
EVSE Charging Station,"The Esplanade, Scarborough",115.7566612,-31.8959217,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"99 Adelaide Terrace, Perth",115.8734698,-31.9612505,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"139 Kewdale Rd, Kewdale",115.9578831,-31.9817847,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
E-Station Charging Station,"1 Whipple St, Balcatta",115.8061941,-31.8626198,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"2 Brodie-Hall Dr, Bentley",115.8903266,-31.9973246,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"610 Hay St, Subiaco",115.8211682,-31.9426804,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Fast Charger,Cockburn Central,115.8569946,-32.1256377,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,Armadale,116.0188861,-32.1500569,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"20 Settlers Ave, Baldivis",115.8154511,-32.3319733,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"52 Mandurah Terrace, Mandurah",115.7203317,-32.531202,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"57 Brash Rd, Yallingup",115.0460461,-33.7167868,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"97 Caves Rd, Abbey",115.2489765,-33.6608253,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"42 Austral Terrace, Katanning",117.5556637,-33.6914223,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"44 Station Rd, Margaret River",115.0692053,-33.9590817,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"16 Phillips St, Bridgetown",116.138321,-33.9642204,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"1 Moorshead St, Jerramungup",118.9209583,-33.9424622,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"Vasse Hwy, Beedelup",115.8508902,-34.4205774,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"15 Earl St, Albany",117.8900219,-35.0267202,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
NRMA Charging Station,"51 Bromide St, Broken Hill",141.4599722,-31.9599864,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"49 Murray St, Nuriootpa",138.9967648,-34.4701741,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
JOLT Charge Charging Station,"531 Lower North East Rd, Campbelltown",138.658944,-34.885306,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"level 5/18-34 Wyatt St, Adelaide",138.6041272,-34.9251389,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"61 Jerningham St, North Adelaide",138.6053854,-34.9073136,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"401 Greenhill Rd, Tusmore",138.6437424,-34.9380342,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"3 Banksia St, Glenside",138.6259855,-34.9455504,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"19 Olivers Rd, McLaren Vale",138.5422705,-35.2076598,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Supercharger,"OTR Motorsport Park, Tailem Bend",139.5014136,-35.3039623,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"Grosvenor Gardens, Stuart St, Victor Harbor",138.6236585,-35.5539734,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"11 Kitchener Dr, Darwin City",130.8462494,-12.4666565,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Destination Charger,"68 Piper St, Kyneton",144.4493532,-37.2444014,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Supercharger,"333 Gillies St N, Wendouree",143.822503,-37.534601,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"Gillies St N, Wendouree",143.8238583,-37.5327763,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Tesla Supercharger,"Hall St, Moonee Ponds",144.923586,-37.765834,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"13-15 Edward St, Brunswick",144.9618942,-37.7737797,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
ChargePoint Charging Station,"11 Boundary Rd, Coburg North",144.9614943,-37.7189423,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"274 Gower St, Preston",145.004278,-37.7402915,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Electric Vehicle Charging Station,"1/179 Bamfield Rd, Heidelberg West",145.0573147,-37.7295222,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"451 Lower Heidelberg Rd, Heidelberg",145.0685473,-37.7591293,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Park n Plug,"468 High St, Preston",145.0107588,-37.7399362,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
Chargefox Charging Station,"25 Main St, Greensborough",145.1026987,-37.7020501,not defined,not defined,not defined,not defined,,not defined,not defined,,not defined,0.0,not defined,not defined,[],0.0,0,0.0,0.0,0.0,,0.0,0.0,,,Unknown,30/05/2022
