name,address,longitude,latitude,location_category,location_sub_category,description,open_date,parking,pricing,free_use,contact,networks,total_plugs,port_level_type,renewable_power_supply,power_outputs_kw,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,source,source_date
PIE AE / HOWSONBRCHLIBR1,2500 Exposition Blvd,-97.768,30.2984,Municipal,Library,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
YETI RAMBLERS / EVSE #1,7601 Southwest Pkwy,-97.8718,30.2564,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AXO GROUP LLC / AUSTIN CHARGE,601-699 Brushy St,-97.7331,30.266,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA / DOA - CONRAC2,3819 Presidential Blvd,-97.6665,30.2047,Retail,Car Rental / Car Share,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
B AUSTIN / STATION 1,6700 Manchaca Rd,-97.807,30.2064,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
BRANDYWINE AUST / FOUR POINTS 1,11120 4 Points Dr,-97.8481,30.4054,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / CONVENTION CTR2,111 Congress Ave,-97.7435,30.2637,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
BUILDING 7 EVCS / STATION1,909 Reinli St,-97.7107,30.3184,Multifamily Commercial,Condominium,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
7700 PARMER / 7700 PARMER 2,7700 W PARMER LN,-97.7526,30.4586,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBACCHIGHLAND1,5930 Middle Fiskville Rd,-97.7127,30.3227,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
WHITLEY MAIN / PIE-M WHITLEY,301 Brazos St,-97.7422,30.2652,Multifamily Commercial,Condominium,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA FLEET - PIE / FLOOR 4 ADA,625 E 10th St,-97.7347,30.2696,Municipal,Municipal Fleet,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA / LOT J SW,10137 Hotel Dr,-97.661,30.2076,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HPI 3700 / EV 6,4339 N Capital of Texas Hwy,-97.8076,30.3366,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / MACC STATION 1,600 River St.,-97.7395,30.2585,Municipal,Municipal Workplace,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ACC-AE / RIO GRANDE GAR2,824 W 12th St,-97.7494,30.2764,Education,University / College,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENCINO STATIONS / STATION 1,5707 Southwest Pkwy,-97.8457,30.2437,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
FOUNDATION COMM / JORDAN4,2724 Philomena St,-97.695,30.2989,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
DEVLOPER / TRAMMELLCROW5,San Antonio St,-97.7489,30.2659,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
THE MEDVE GROUP / ARTS S AUSTIN,400 W St Elmo Rd,-97.7704,30.2211,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
TR DOMAIN 11 / STATION 1,11920 Alterra Pkwy,-97.7194,30.4057,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[7.2],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / CITY HALL STAT1,400 W 2nd St,-97.7469,30.2649,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / ERCOT 1,7620 Metro Center Dr,-97.6918,30.2165,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PALMER STATION1,736-820 Barton Springs Rd,-97.752,30.2593,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HIDAUSTIN / STATION 1,611 Center Ridge Dr,-97.667,30.4141,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
SAS / SAMSUNG 6,12100 samsung blvd,-97.6397,30.3774,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AVIATION / 2ND FLOOR R,3201 Presidential Blvd,-97.6694,30.2046,Parking,Airport,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[7.2],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUB ACC NRIDGE2,Campus Dr,-97.7056,30.4043,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AMD GO GREEN / P300 FL2,6825 Rialto Blvd,-97.8608,30.2496,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
FROST / 2,401 Congress,-97.742,30.267,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
GIBSON FLATS / STATION 2,1219 S Lamar Blvd,-97.762,30.2541,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
BURNET FLATS / BURNET FLATS G1,5453 Burnet Rd,-97.7393,30.33,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
NATIONAL INSTRU / 19&20;,11500 N Mopac Expy,-97.7277,30.4085,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PALMER STATION8,846-888 Barton Springs Rd,-97.7527,30.2599,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBGABLES 5TH 2,1611 W 5th St,-97.7647,30.2744,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
GALLERIA OAKS / GALLERIA OAKS 1,3927 Ranch Rd 620 S,-97.9465,30.3131,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
MUELLER MARKET / MUELLER ST7,1801 E 51st St,-97.6994,30.3009,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
COA FLEET - PIE / RUTHERFORD #9,1520 Rutherford Ln,-97.6794,30.3359,Municipal,Municipal Fleet,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AUSTIN HQ / STATION 1,4200 Smith School Dr,-97.7143,30.1926,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AISD PAC / AISD PAC #4,1301-1603 E 51st St,-97.7023,30.3053,Education,High School / Other,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
MONOGRAM / PARKING 4-5,615 W 7th St,-97.7489,30.2706,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / STATION2,11001 Lakeline Blvd,-97.794,30.4797,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
1801 E 6TH / AUSTIN 1801 1,1805 E 6th St,-97.7235,30.2617,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
SLEEP INN / SLEEP INN 1,8410 E Hwy 290,-97.6617,30.3299,Hospitality,Hotel / Resort,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PALOMA RIDGE / PALOMA BDG C #5,13620 Ranch Rd 620 N,-97.7781,30.478,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUB-STDAVIDSST2,710 Trinity St,-97.7391,30.2689,Municipal,Municipal Workplace,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
FROST / 1,106 E 6th St,-97.7424,30.268,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
NATIONAL INSTRU / 7&8,11500 N Mopac Expy,-97.7277,30.4085,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HANOVER / LANTANA HILLS,6601Rialto Blvd,-97.8624,30.2491,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
FOUNDATION COMM / JORDAN1,2724 Philomena St,-97.6948,30.2987,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / HEB 6EA1,1000 E 41st St,-97.7211,30.2992,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
LAMARHEIGHTS-AE / LAMAR 1,5400 N Lamar Blvd,-97.7292,30.3225,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / VILL WESTLAKE 1,701 S Capital of Texas Hwy,-97.8263,30.2913,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
LCPM / GARAGE 1,3800 N. Lamar Blvd,-97.7434,30.3062,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
3600WESTPARMER! / STATION1,3600 W Parmer Ln,-97.7104,30.424,Retail,Shopping Center,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[7.2],,0,,,,,,,,,Unknown,30/05/2022
GARAGE 1 / GARAGE ONE,5010 S Congress Ave,-97.7723,30.2117,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
NATIONAL INSTRU / 13&14;,11500 N Mopac Expy,-97.7252,30.4088,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AISD PAC / AISD PAC #3,1301-1603 E 51st St,-97.7024,30.3053,Education,High School / Other,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / LEVEL 2 - #3,4301 Bull Creek Rd,-97.755,30.3177,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
WEINSTEIN / TECH RIDGE 1,1200 E Parmer Ln,-97.6532,30.3948,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
HYATT PLACE / HP STATION 2,Presidential Blvd,-97.6649,30.2104,Hospitality,Hotel / Resort,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
MUELLER MARKET / MUELLER 2,1801 E 51st St,-97.6987,30.303,Retail,Shopping Center,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PALMER STATION4,846888 Barton Springs Rd,-97.7525,30.2598,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
WETT / 2,1901 Capital Pkwy,-97.7979,30.2596,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
YETI RAMBLERS / EVSE #2,7601 Southwest Pkwy,-97.8725,30.2558,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
DEVLOPER / TRAMMELL CROW 4,500 W 2nd St,-97.749,30.2659,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / 2500 BEE CAVES1,2500 Bee Caves Rd.,-97.7834,30.2674,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AMD GO GREEN / P100 FLOOR 5,7171 Southwest Pkwy,-97.864,30.2515,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / LEVEL 3 - #1,4301 Bull Creek Rd,-97.755,30.3177,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / TRAVIS CO L2,316 W 8th St,-97.7448,30.2709,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
SALTILLO / BLOCK 4,1211 E 5th St,-97.7306,30.2632,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBGABLES 5TH 1,1611 W 5th St,-97.7648,30.2742,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HEB / HEB LAKEWAY #2,2000 Ranch Rd 620 S,-97.9676,30.3443,Retail,Big Box / Superstore,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[7.2],,0,,,,,,,,,Unknown,30/05/2022
HPI 3700 / EV 1,3700 N Capital of Texas Hwy,-97.8066,30.3369,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / 2500 BEE CAVES3,2500 Bee Caves Rd.,-97.7835,30.2674,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
REPUBLICSQUARE / GABLES REPUB3,213 W 4th St,-97.7455,30.2666,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COLONIAL CTR HR / STATION 2,607 W 3rd St,-97.7502,30.2665,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUB ACC NRIDGE1,Campus Dr,-97.7055,30.4042,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PRESIDIUM / LAUREL,8312 Fathom Cir,-97.7776,30.4366,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / ANIMAL SERVICE1,7201 Levander Loop,-97.6891,30.2514,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
LADERA BEND / BUILDING 1,7300 Ranch Rd 2222,-97.8026,30.374,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
FOUNDRY / STATION 3,310 Comal St,-97.7278,30.2611,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
CZPROPERTIES / FLOOR 3 UNIT 2,1400 Lavaca St,-97.7427,30.277,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PARK&ZOOM / VALET #3,9518 Hotel Dr,-97.6623,30.2117,Parking,Airport,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / LEVEL 3 - #2,4301 Bull Creek Rd,-97.755,30.3177,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA FLEET - PIE / ED BLUE #3,4101 Ed Bluestein Blvd,-97.667,30.277,Municipal,Municipal Fleet,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
WEINSTEIN / ANDERSON 1,8601 Anderson Mill Rd,-97.7682,30.4551,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
NATIONAL INSTRU / 9&10;,11500 N Mopac Expy,-97.7253,30.4087,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COLONIAL CTR HR / STATION 1,607 W 3rd St,-97.7502,30.2665,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PALOMA RIDGE / PALOMA1B,13620 Ranch Rd 620 N,-97.7774,30.4772,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HEB / HEB LAKEWAY #1,2000 Ranch Rd 620 S,-97.9677,30.3443,Retail,Big Box / Superstore,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
ENCINO STATIONS / STATION 3,5707 Southwest Pkwy,-97.8458,30.2437,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBACCSVSCTRST1,9101 Tuscany Way,-97.6658,30.3441,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / LEVEL 2 - #2,4301 Bull Creek Rd,-97.755,30.3177,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
AUSTIN / 400 - 1,400 W Cesar Chavez St,-97.7484,30.265,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBACCHIGHLAND2,5930 Middle Fiskville Rd,-97.7128,30.3227,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
HPI 3700 / EV 3,3700 N Capital of Texas Hwy,-97.8062,30.3368,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,1.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
WETT / 1,1901 Capital Pkwy,-97.7981,30.2596,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
1224 E 12 / PAD STATION 1,1224 E 12th St,-97.7267,30.2729,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / MILWOOD LIB 2,12500 Amherst Dr,-97.7165,30.4223,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBDITTMAR2,1009 W Dittmar Rd,-97.8012,30.1853,Parks and Recreation,,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
300W / 300 W 6TH,300 W 6th,-97.746,30.2713,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ACC-AE / RIO GRANDE GAR1,824 W 12th St,-97.7494,30.2764,Education,University / College,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,['unknown'],,0,,,,,,,,,Unknown,30/05/2022
RPP GARAGE / GARAGE 2,12455 Research Park Loop,-97.7552,30.4294,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PENNYBACKER / AQUILA BRDG PT1,6504 Bridge Point Pkwy,-97.8029,30.3554,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA FLEET - PIE / ED BLUE #1,4101 Ed Bluestein Blvd,-97.667,30.2771,Municipal,Municipal Fleet,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
INT-BIO EV CHGR / INTBIO EV CHGR2,8206 Cross Park Dr,-97.6689,30.3309,Workplace,High-Tech,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA / NEWCENTRALLIB4,710 W Cesar Chavez St,-97.7518,30.2661,Municipal,Library,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBACCPINNACLE1,7748 Hwy 290 W,-97.8832,30.2314,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
CZPROPERTIES / FLOOR 2 UNIT 2,1400 Lavaca St,-97.7426,30.2771,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUB UTANTONIO 1,2420 San Antonio St,-97.7426,30.2887,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
DSMCUT / EVSE05 FLOOR L3,501-573 E 15th St,-97.7346,30.2752,Healthcare,Hospital / Treatment Center,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
DSMCUT / EVSE07 FLOOR L1,501-573 E 15th St,-97.7346,30.2752,Healthcare,Hospital / Treatment Center,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / RUTHERFORDCAMP2,8301 Cameron Rd,-97.6806,30.3372,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / 901 E 6TH ST 5,901 E 6th St,-97.7333,30.2651,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / ROSEWOOD PARK2,Rosewood Neighborhood Park Pedestrian Walkway,-97.714,30.2718,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PALOMA RIDGE / PALOMA BDG C #1,13620 N FM 620,-97.7788,30.4778,Workplace,General,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / RUTHERFORDCAMP1,8301 Cameron Rd,-97.6807,30.3371,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PARKING LEVEL 1 / KENZIE 2,11301 Domain Dr,-97.7235,30.3995,Multifamily Commercial,Apartment,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / OTC 3FL PKGSTA3,505 Barton Springs Rd,-97.7492,30.2569,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
PIE AE / PUBLOSTPARROTS1,15116 Storm Dr,-97.9339,30.3826,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
ENDEAVOR REG / VILL WESTLAKE 2,701 S Capital of Texas Hwy,-97.8263,30.2913,Parking,Commercial,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
COA / NEWCENTRALLIB1,710 W Cesar Chavez St,-97.7517,30.2661,Municipal,Library,,,,$4.17/month PIE members $2/hr Non-Members,,,,2.0,,,[9.6],,0,,,,,,,,,Unknown,30/05/2022
