,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select,latitude,longitude,evstations_count,hospitals_count,parks_count,restaurants_count,url
158,WETT / 1,1901 Capital Pkwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.259634, -97.79807",$4.17/month PIE members $2/hr Non-Members,40A,30.259634, -97.79807,7,0,2,14,"https://www.google.com/maps/place/30.259634, -97.79807"
159,1224 E 12 / PAD STATION 1,1224 E 12th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.272869, -97.726713",$4.17/month PIE members $2/hr Non-Members,40A,30.272869, -97.726713,20,1,14,20,"https://www.google.com/maps/place/30.272869, -97.726713"
160,PIE AE / MILWOOD LIB 2,12500 Amherst Dr,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.422284, -97.71646",$4.17/month PIE members $2/hr Non-Members,40A,30.422284, -97.71646,10,1,2,8,"https://www.google.com/maps/place/30.422284, -97.71646"
161,PIE AE / PUBDITTMAR2,1009 W Dittmar Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.185301, -97.80118",$4.17/month PIE members $2/hr Non-Members,40A,30.185301, -97.80118,4,0,4,8,"https://www.google.com/maps/place/30.185301, -97.80118"
162,300W / 300 W 6TH,300 W 6th,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.271337, -97.746036",$4.17/month PIE members $2/hr Non-Members,40A,30.271337, -97.746036,20,2,20,20,"https://www.google.com/maps/place/30.271337, -97.746036"
163,ACC-AE / RIO GRANDE GAR1,824 W 12th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.276433, -97.749429",$4.17/month PIE members $2/hr Non-Members,40A,30.276433, -97.749429,20,1,18,20,"https://www.google.com/maps/place/30.276433, -97.749429"
164,RPP GARAGE / GARAGE 2,12455 Research Park Loop,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.429442, -97.755212",$4.17/month PIE members $2/hr Non-Members,40A,30.429442, -97.755212,3,0,1,19,"https://www.google.com/maps/place/30.429442, -97.755212"
165,PENNYBACKER / AQUILA BRDG PT1,6504 Bridge Point Pkwy,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.355378, -97.802874",$4.17/month PIE members $2/hr Non-Members,40A,30.355378, -97.802874,5,0,1,0,"https://www.google.com/maps/place/30.355378, -97.802874"
166,COA FLEET - PIE / ED BLUE #1,4101 Ed Bluestein Blvd,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.277058, -97.666953",$4.17/month PIE members $2/hr Non-Members,40A,30.277058, -97.666953,1,0,3,3,"https://www.google.com/maps/place/30.277058, -97.666953"
167,INT-BIO EV CHGR / INTBIO EV CHGR2,8206 Cross Park Dr,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.330901, -97.668947",$4.17/month PIE members $2/hr Non-Members,40A,30.330901, -97.668947,5,1,0,8,"https://www.google.com/maps/place/30.330901, -97.668947"
168,COA / NEWCENTRALLIB4,710 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,J1772,240V,J1772,"30.266132, -97.751803",$4.17/month PIE members $2/hr Non-Members,40A,30.266132, -97.751803,20,1,20,20,"https://www.google.com/maps/place/30.266132, -97.751803"
169,PIE AE / PUBACCPINNACLE1,7748 Hwy 290 W,Austin,Texas,78736,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.231403, -97.883194",$4.17/month PIE members $2/hr Non-Members,40A,30.231403, -97.883194,4,0,5,11,"https://www.google.com/maps/place/30.231403, -97.883194"
170,CZPROPERTIES / FLOOR 2 UNIT 2,1400 Lavaca St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.277056, -97.742637",$4.17/month PIE members $2/hr Non-Members,40A,30.277056, -97.742637,20,2,19,20,"https://www.google.com/maps/place/30.277056, -97.742637"
171,PIE AE / PUB UTANTONIO 1,2420 San Antonio St,Austin,Texas,78705,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,240V,J1772,"30.288683, -97.742575",$4.17/month PIE members $2/hr Non-Members,40A,30.288683, -97.742575,20,0,10,20,"https://www.google.com/maps/place/30.288683, -97.742575"
172,DSMCUT / EVSE05 FLOOR L3,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275245, -97.734566",$4.17/month PIE members $2/hr Non-Members,40A,30.275245, -97.734566,20,2,11,20,"https://www.google.com/maps/place/30.275245, -97.734566"
173,DSMCUT / EVSE07 FLOOR L1,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275236, -97.734569",$4.17/month PIE members $2/hr Non-Members,40A,30.275236, -97.734569,20,2,11,20,"https://www.google.com/maps/place/30.275236, -97.734569"
174,PIE AE / RUTHERFORDCAMP2,8301 Cameron Rd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.337168, -97.680607",$4.17/month PIE members $2/hr Non-Members,40A,30.337168, -97.680607,5,1,4,17,"https://www.google.com/maps/place/30.337168, -97.680607"
175,ENDEAVOR REG / 901 E 6TH ST 5,901 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.265144, -97.733277",$4.17/month PIE members $2/hr Non-Members,40A,30.265144, -97.733277,20,2,18,20,"https://www.google.com/maps/place/30.265144, -97.733277"
176,PIE AE / ROSEWOOD PARK2,Rosewood Neighborhood Park Pedestrian Walkway,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.271778, -97.713958",$4.17/month PIE members $2/hr Non-Members,40A,30.271778, -97.713958,19,0,8,20,"https://www.google.com/maps/place/30.271778, -97.713958"
177,PALOMA RIDGE / PALOMA BDG C #1,13620 N FM 620,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.47781, -97.77879",$4.17/month PIE members $2/hr Non-Members,40A,30.47781, -97.77879,6,0,4,11,"https://www.google.com/maps/place/30.47781, -97.77879"
178,PIE AE / RUTHERFORDCAMP1,8301 Cameron Rd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.337138, -97.680658",$4.17/month PIE members $2/hr Non-Members,40A,30.337138, -97.680658,5,1,4,17,"https://www.google.com/maps/place/30.337138, -97.680658"
179,PARKING LEVEL 1 / KENZIE 2,11301 Domain Dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.399504, -97.723519",$4.17/month PIE members $2/hr Non-Members,40A,30.399504, -97.723519,20,0,6,20,"https://www.google.com/maps/place/30.399504, -97.723519"
180,PIE AE / OTC 3FL PKGSTA3,505 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.256917, -97.749169",$4.17/month PIE members $2/hr Non-Members,40A,30.256917, -97.749169,20,0,20,20,"https://www.google.com/maps/place/30.256917, -97.749169"
181,PIE AE / PUBLOSTPARROTS1,15116 Storm Dr,Austin,Texas,78734,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.382643, -97.933861",$4.17/month PIE members $2/hr Non-Members,40A,30.382643, -97.933861,2,0,0,4,"https://www.google.com/maps/place/30.382643, -97.933861"
182,ENDEAVOR REG / VILL WESTLAKE 2,701 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.291349, -97.826317",$4.17/month PIE members $2/hr Non-Members,40A,30.291349, -97.826317,7,2,2,15,"https://www.google.com/maps/place/30.291349, -97.826317"
183,COA / NEWCENTRALLIB1,710 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,J1772,240V,J1772,"30.266102, -97.751667",$4.17/month PIE members $2/hr Non-Members,40A,30.266102, -97.751667,20,1,20,20,"https://www.google.com/maps/place/30.266102, -97.751667"
184,SAS / SAMSUNG 3,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377424, -97.639722",$4.17/month PIE members $2/hr Non-Members,40A,30.377424, -97.639722,5,0,2,7,"https://www.google.com/maps/place/30.377424, -97.639722"
185,SCHOOL / AKINS1,10701 S 1st St.,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.147634, -97.801294",$4.17/month PIE members $2/hr Non-Members,40A,30.147634, -97.801294,5,0,3,16,"https://www.google.com/maps/place/30.147634, -97.801294"
186,PIE AE / CITY HALL STAT2,400 W 2nd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.264945, -97.747",$4.17/month PIE members $2/hr Non-Members,40A,30.264945, -97.747,20,1,20,20,"https://www.google.com/maps/place/30.264945, -97.747"
187,PARK PLAZA / STATION2,115 Sandra muraida way,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.267321, -97.754548",$4.17/month PIE members $2/hr Non-Members,40A,30.267321, -97.754548,20,0,20,20,"https://www.google.com/maps/place/30.267321, -97.754548"
188,HPI 3700 / EV 5,4339 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.336623, -97.807619",$4.17/month PIE members $2/hr Non-Members,40A,30.336623, -97.807619,3,0,0,6,"https://www.google.com/maps/place/30.336623, -97.807619"
189,GAINESRANCH / GAINES 1,4424 Gaines Ranch Loop,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.244044, -97.818364",$4.17/month PIE members $2/hr Non-Members,40A,30.244044, -97.818364,8,0,5,9,"https://www.google.com/maps/place/30.244044, -97.818364"
190,PARK&ZOOM / VALET #5,9518 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.211668, -97.661771",$4.17/month PIE members $2/hr Non-Members,40A,30.211668, -97.661771,12,0,1,20,"https://www.google.com/maps/place/30.211668, -97.661771"
191,PIE AE / PUBHILL.CGAL1,12901 Hill Country Blvd,Bee Cave,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.309283, -97.94238",$4.17/month PIE members $2/hr Non-Members,40A,30.309283, -97.94238,6,2,5,20,"https://www.google.com/maps/place/30.309283, -97.94238"
192,PIE AE / PUB DELL3,1345 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.302489, -97.706912",$4.17/month PIE members $2/hr Non-Members,40A,30.302489, -97.706912,11,1,17,20,"https://www.google.com/maps/place/30.302489, -97.706912"
193,ROSCOE PROPERTI / TIMBERCREEK 1,614 S 1st St,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.256475, -97.751759",$4.17/month PIE members $2/hr Non-Members,40A,30.256475, -97.751759,20,0,20,20,"https://www.google.com/maps/place/30.256475, -97.751759"
194,ACC-AE / NORTHRIDGE2,11928 Stonehollow,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.404151, -97.705712",$4.17/month PIE members $2/hr Non-Members,40A,30.404151, -97.705712,20,1,4,13,"https://www.google.com/maps/place/30.404151, -97.705712"
195,PIE AE / ANIMAL SERVICE2,7201 Levander Loop,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.251357, -97.689015",$4.17/month PIE members $2/hr Non-Members,40A,30.251357, -97.689015,6,0,4,8,"https://www.google.com/maps/place/30.251357, -97.689015"
196,AUSTIN / AUSTIN 200 1,200 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.264423, -97.746071",$4.17/month PIE members $2/hr Non-Members,40A,30.264423, -97.746071,20,1,20,20,"https://www.google.com/maps/place/30.264423, -97.746071"
197,HABITAT SUITES / SINGLE PORT,500 E Highland Mall Blvd,Austin,Texas,78752,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.329076, -97.709553",$4.17/month PIE members $2/hr Non-Members,40A,30.329076, -97.709553,8,0,7,20,"https://www.google.com/maps/place/30.329076, -97.709553"
198,PIE AE / PUB UTPICKLE1,Rd A,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.389653, -97.725036",$4.17/month PIE members $2/hr Non-Members,40A,30.389653, -97.725036,20,0,2,20,"https://www.google.com/maps/place/30.389653, -97.725036"
199,ROSCOE PROPERTI / VOLUME MAIN,1715 E 32nd St,Austin,Texas,78722,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.28544, -97.715107",$4.17/month PIE members $2/hr Non-Members,40A,30.28544, -97.715107,17,2,12,20,"https://www.google.com/maps/place/30.28544, -97.715107"
200,AVIATION / 1ST FLOOR GARAG,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.204582, -97.669275",$4.17/month PIE members $2/hr Non-Members,30A,30.204582, -97.669275,13,0,0,20,"https://www.google.com/maps/place/30.204582, -97.669275"
201,MIRA VISTA / STATION 1,2705 Bee Cave Rd,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.269525, -97.786972",$4.17/month PIE members $2/hr Non-Members,40A,30.269525, -97.786972,8,2,5,12,"https://www.google.com/maps/place/30.269525, -97.786972"
202,PIE AE / PALMER STATION7,846-888 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,240V,J1772,"30.259966, -97.752658",$4.17/month PIE members $2/hr Non-Members,40A,30.259966, -97.752658,20,1,17,20,"https://www.google.com/maps/place/30.259966, -97.752658"
203,PARK&ZOOM / VALET #4,9518 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.21145, -97.662103",$4.17/month PIE members $2/hr Non-Members,40A,30.21145, -97.662103,12,0,1,20,"https://www.google.com/maps/place/30.21145, -97.662103"
204,AMD GO GREEN / P100 FL4 INNER,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.251073, -97.863136",$4.17/month PIE members $2/hr Non-Members,40A,30.251073, -97.863136,8,0,0,5,"https://www.google.com/maps/place/30.251073, -97.863136"
205,1801 E 6TH / AUSTIN 1801 2,1805 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.261673, -97.723468",$4.17/month PIE members $2/hr Non-Members,40A,30.261673, -97.723468,20,1,18,20,"https://www.google.com/maps/place/30.261673, -97.723468"
206,STATION 1 / PLAZA 1,5001 Plaza on the Lake,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.347873, -97.800826",$4.17/month PIE members $2/hr Non-Members,40A,30.347873, -97.800826,3,0,1,2,"https://www.google.com/maps/place/30.347873, -97.800826"
207,PIE AE / PALMER STATION3,736-820 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259236, -97.751809",$4.17/month PIE members $2/hr Non-Members,40A,30.259236, -97.751809,20,1,18,20,"https://www.google.com/maps/place/30.259236, -97.751809"
208,COA FLEET - PIE / RUTHERFORD #6,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.335842, -97.679443",$4.17/month PIE members $2/hr Non-Members,40A,30.335842, -97.679443,5,1,2,17,"https://www.google.com/maps/place/30.335842, -97.679443"
209,CZPROPERTIES / FLOOR 3 UNIT 1,1400 Lavaca St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.277158, -97.743015",$4.17/month PIE members $2/hr Non-Members,40A,30.277158, -97.743015,20,2,17,20,"https://www.google.com/maps/place/30.277158, -97.743015"
210,AMD GO GREEN / P100 FL3 RIGHT,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.250807, -97.861717",$4.17/month PIE members $2/hr Non-Members,40A,30.250807, -97.861717,8,0,0,5,"https://www.google.com/maps/place/30.250807, -97.861717"
211,PARK&ZOOM / VALET #2,2601 Cardinal Loop,Austin,Texas,78617,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.213452, -97.657691",$4.17/month PIE members $2/hr Non-Members,40A,30.213452, -97.657691,12,0,1,16,"https://www.google.com/maps/place/30.213452, -97.657691"
212,PALOMA RIDGE / PALOMA BDG C #4,13620 Ranch Rd 620 N,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.477999, -97.77797",$4.17/month PIE members $2/hr Non-Members,40A,30.477999, -97.77797,5,0,4,9,"https://www.google.com/maps/place/30.477999, -97.77797"
213,YETI RAMBLERS / EVSE4,7601 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.255936, -97.872345",$4.17/month PIE members $2/hr Non-Members,30A,30.255936, -97.872345,7,0,0,5,"https://www.google.com/maps/place/30.255936, -97.872345"
214,PALOMA RIDGE / PALOMA BDG C #8,13620 N FM 620,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.47798, -97.77821",$4.17/month PIE members $2/hr Non-Members,40A,30.47798, -97.77821,5,0,4,11,"https://www.google.com/maps/place/30.47798, -97.77821"
215,HPE AUSTIN / TXN04 B,14231 Tandem Blvd,Austin,Texas,78728,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.445485, -97.690128",$4.17/month PIE members $2/hr Non-Members,40A,30.445485, -97.690128,1,0,8,17,"https://www.google.com/maps/place/30.445485, -97.690128"
216,COA FLEET - PIE / SPRING #2,800-816 Springdale Rd,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.259312, -97.699577",$4.17/month PIE members $2/hr Non-Members,40A,30.259312, -97.699577,9,0,4,20,"https://www.google.com/maps/place/30.259312, -97.699577"
217,AVIATION / 1ST FLOOR R,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.204594, -97.669188",$4.17/month PIE members $2/hr Non-Members,40A,30.204594, -97.669188,13,0,0,20,"https://www.google.com/maps/place/30.204594, -97.669188"
218,CZPROPERTIES / FLOOR 3 UNIT 3,1400 Lavaca St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.277017, -97.742705",$4.17/month PIE members $2/hr Non-Members,40A,30.277017, -97.742705,20,2,18,20,"https://www.google.com/maps/place/30.277017, -97.742705"
219,SAS / STATION 2,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377879, -97.639587",$4.17/month PIE members $2/hr Non-Members,40A,30.377879, -97.639587,5,0,2,8,"https://www.google.com/maps/place/30.377879, -97.639587"
220,HIDAUSTIN / STATION 02,611 Center Ridge Dr,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.414361, -97.666176",$4.17/month PIE members $2/hr Non-Members,40A,30.414361, -97.666176,9,0,3,20,"https://www.google.com/maps/place/30.414361, -97.666176"
221,WEINSTEIN / BEXLEY 1,2801 S Lakeline Blvd,Cedar Park,Texas,78613,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.473632, -97.809632",$4.17/month PIE members $2/hr Non-Members,40A,30.473632, -97.809632,4,0,4,20,"https://www.google.com/maps/place/30.473632, -97.809632"
222,AVIATION / 3RD FLOOR,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,J1772,240V,J1772,"30.21292, -97.66631",$4.17/month PIE members $2/hr Non-Members,40A,30.21292, -97.66631,12,0,0,20,"https://www.google.com/maps/place/30.21292, -97.66631"
223,PIE AE / PUB UTPICKLE2,Rd A,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.389602, -97.725084",$4.17/month PIE members $2/hr Non-Members,40A,30.389602, -97.725084,20,0,2,20,"https://www.google.com/maps/place/30.389602, -97.725084"
224,SCHOOL / TRAVIS1,2430 S IH 35 Frontage Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.232148, -97.743892",$4.17/month PIE members $2/hr Non-Members,40A,30.232148, -97.743892,15,0,6,20,"https://www.google.com/maps/place/30.232148, -97.743892"
