Station Name,Address  1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
PIE AE / RUTHERFORDCAMP3,8301 Cameron Rd,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.337065, -97.680709",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / STATION 2,11001 Lakeline Blvd,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.47969, -97.793323",$4.17/month PIE members $2/hr Non-Members,40A
HPI 3700 / 3900 SC 3,3900 N Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.337931, -97.807977",$4.17/month PIE members $2/hr Non-Members,40A
HANOVER / L4,110 San Antonio St,,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,Apartment,J1772,--,--,"30.265222, -97.749115",$4.17/month PIE members $2/hr Non-Members,40A
AISD PAC / AISD PAC #2,1301-1603 E 51st St,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,High School / Other,J1772,240V,J1772,"30.30538, -97.702537",$4.17/month PIE members $2/hr Non-Members,40A
ST. ED'S / GARAGE STATION1,578-680 Woodward St,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,University / College,J1772,240V,J1772,"30.226907, -97.751966",$4.17/month PIE members $2/hr Non-Members,40A
GPT / GABLES 1,898-900 W 3rd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.268637, -97.754851",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBHILL.CGAL2,12701 Hill Country Blvd,,Bee Cave,Texas,78738,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.307769, -97.93863",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / BARTON #3,505 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,Municipal Parking,J1772,240V,J1772,"30.2569, -97.749301",$4.17/month PIE members $2/hr Non-Members,
PARMER AUSTIN / PIC #1,13011c McCallen Pass,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.411029, -97.658122",$4.17/month PIE members $2/hr Non-Members,40A
BRANDYWINE AUST / FOUR POINTS 01,11305 4 Points Dr,,Austin,Texas,78726,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.404059, -97.850068",$4.17/month PIE members $2/hr Non-Members,40A
IXIA-AUSTIN1 / IXIA AUSTIN,8310 N Capital of Texas Hwy,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.386814, -97.768734",$4.17/month PIE members $2/hr Non-Members,40A
NATIONAL INSTRU / 21&22;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.408382, -97.726244",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / MILWOOD LIB 1,12500 Amherst Dr,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.422307, -97.716492",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / VILLATGRACYFARM,2600 Gracy Farms Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Airport,J1772,240V,J1772,"30.405175, -97.711583",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PALMER STATION5,736-820 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.259705, -97.752496",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB CAMP MABRY2,Camp Mabry 1 Mile Track,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,Commercial,NEMA 5-20R,240V,J1772,"30.31659, -97.757581",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / WALNUTCREEKPRK2,12138 N Lamar Blvd,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.399123, -97.679489",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / OTC 3FL PKGSTA2,505 BARTON springs rd.,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.256863, -97.748959",$4.17/month PIE members $2/hr Non-Members,40A
AISD PAC / AISD PAC #5,1301-1603 E 51st St,,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,High School / Other,J1772,240V,J1772,"30.305204, -97.702108",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBAMLI1,W 3rd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.266182, -97.748168",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / ZILKERPARKPOLO1,2225 Andrew Zilker Rd,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,,J1772,240V,J1772,"30.266471, -97.774765",$4.17/month PIE members $2/hr Non-Members,40A
WEINSTEIN / WHITESTONE 1,13945 Research Blvd,,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.471863, -97.796031",$4.17/month PIE members $2/hr Non-Members,40A
CIELO CENTER / STATION 1,1250 S Capital of Texas Hwy,,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.280344, -97.823529",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / STATION1,11001 Lakeline Blvd,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.479716, -97.793285",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUB-CENTRALMKTN,4001-4099 N Lamar Blvd,,Austin,Texas,78756,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.308484, -97.740767",$4.17/month PIE members $2/hr Non-Members,40A
AMD GO GREEN / P100 FL2 LEFT,7171 Southwest Pkwy,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.250807, -97.861781",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / OTC 3FL PKGSTA1,505 BARTON springs rd.,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.256815, -97.748988",$4.17/month PIE members $2/hr Non-Members,40A
PALOMA RIDGE / PALOMA1,13620 Ranch Rd 620,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,General,J1772,240V,J1772,"30.476801, -97.778643",$4.17/month PIE members $2/hr Non-Members,40A
GOODHEALTH / STATION 1,7800 Metropolis Dr,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.206445, -97.693581",$4.17/month PIE members $2/hr Non-Members,40A
ENDEAVOR REG / 901 E 6TH ST 1,901 E 6th St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,General,J1772,240V,J1772,"30.265044, -97.733591",$4.17/month PIE members $2/hr Non-Members,40A
NATIONAL INSTRU / 3&4,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,High-Tech,J1772,240V,J1772,"30.408744, -97.725343",$4.17/month PIE members $2/hr Non-Members,40A
PIE AE / PUBGABLESPRESS2,507 Pressler St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,Commercial,J1772,240V,J1772,"30.273037, -97.759986",$4.17/month PIE members $2/hr Non-Members,40A
WEINSTEIN / 3 FIVE,8003 S IH 35 Frontage Rd,,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,Apartment,J1772,240V,J1772,"30.172599, -97.777067",$4.17/month PIE members $2/hr Non-Members,40A
COA FLEET - PIE / RUTHERFORD #3,1520 Rutherford Ln,,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,Commercial,J1772,240V,J1772,"30.337732, -97.680766",$4.17/month PIE members $2/hr Non-Members,40A
DSMCUT / EVSE08 G LEVEL,1305 Red River St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"30.275195, -97.734584",$4.17/month PIE members $2/hr Non-Members,40A
