Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
18/07/2019 13.21;1140;Hämeenkatu 8;18/07/2019 13.21;18/07/2019 14.41;81;3570;AC;18027914;2644.444444
18/07/2019 16.10;2652;Puistokatu 10;18/07/2019 16.10;18/07/2019 17.58;109;5270;AC;18033184;2900.917431
18/07/2019 18.32;2653;Puistokatu 10;18/07/2019 18.32;18/07/2019 23.25;293;8030;AC;18041214;1644.368601
18/07/2019 18.45;2652;Puistokatu 10;18/07/2019 18.45;20/07/2019 11.31;2447;8050;AC;18049264;197.3845525
18/07/2019 18.50;1086;Turun linja-autoasema;18/07/2019 18.50;18/07/2019 23.25;276;10400;AC;18059664;2260.869565
19/07/2019 08.45;3022;Turun linja-autoasema;19/07/2019 08.45;19/07/2019 10.29;104;5462;AC;18065126;3151.153846
19/07/2019 08.59;1086;Turun linja-autoasema;19/07/2019 08.59;19/07/2019 12.59;241;22130;AC;18087256;5509.543568
19/07/2019 10.04;2653;Puistokatu 10;19/07/2019 10.04;19/07/2019 12.16;132;6380;AC;18093636;2900
19/07/2019 10.50;1140;Hämeenkatu 8;19/07/2019 10.50;19/07/2019 15.24;274;6550;AC;18100186;1434.306569
19/07/2019 12.37;1138;Hämeenkatu 8;19/07/2019 12.37;19/07/2019 13.15;38;0;AC;18100186;0
19/07/2019 12.42;3023;Turun linja-autoasema;19/07/2019 12.42;19/07/2019 13.07;26;2278;DC;18102464;5256.923077
19/07/2019 13.15;1138;Hämeenkatu 8;19/07/2019 13.15;19/07/2019 16.21;187;0;AC;18102464;0
19/07/2019 13.35;2500;Stedingkinkatu 2;19/07/2019 13.35;19/07/2019 13.51;16;1510;AC;18103974;5662.5
19/07/2019 14.50;1086;Turun linja-autoasema;19/07/2019 14.50;19/07/2019 18.30;220;7120;AC;18111094;1941.818182
19/07/2019 15.35;1140;Hämeenkatu 8;19/07/2019 15.35;19/07/2019 15.35;1;0;AC;18111094;0
19/07/2019 16.22;1138;Hämeenkatu 8;19/07/2019 16.22;19/07/2019 18.21;119;2780;AC;18113874;1401.680672
19/07/2019 16.43;2653;Puistokatu 10;19/07/2019 16.43;19/07/2019 20.13;211;7620;AC;18121494;2166.824645
19/07/2019 20.05;1140;Hämeenkatu 8;19/07/2019 20.05;19/07/2019 23.33;209;26100;AC;18147594;7492.822967
19/07/2019 22.24;1086;Turun linja-autoasema;19/07/2019 22.24;19/07/2019 23.30;66;3290;AC;18150884;2990.909091
20/07/2019 11.36;2653;Puistokatu 10;20/07/2019 11.36;20/07/2019 14.53;197;6590;AC;18157474;2007.106599
20/07/2019 12.13;3023;Turun linja-autoasema;20/07/2019 12.13;20/07/2019 12.14;1;39;DC;18157513;2340
20/07/2019 12.42;1086;Turun linja-autoasema;20/07/2019 12.42;20/07/2019 12.42;1;0;AC;18157513;0
20/07/2019 12.42;1086;Turun linja-autoasema;20/07/2019 12.42;20/07/2019 12.42;1;0;AC;18157513;0
20/07/2019 12.43;1086;Turun linja-autoasema;20/07/2019 12.43;20/07/2019 16.21;219;10480;AC;18167993;2871.232877
20/07/2019 14.37;1138;Hämeenkatu 8;20/07/2019 14.37;20/07/2019 17.31;174;8040;AC;18176033;2772.413793
20/07/2019 15.57;3022;Turun linja-autoasema;20/07/2019 15.57;20/07/2019 16.53;57;9471;AC;18185504;9969.473684
20/07/2019 16.49;2653;Puistokatu 10;20/07/2019 16.49;21/07/2019 16.08;1400;12070;AC;18197574;517.2857143
20/07/2019 20.42;2652;Puistokatu 10;20/07/2019 20.42;21/07/2019 16.08;1167;16580;AC;18214154;852.4421594
20/07/2019 22.06;1086;Turun linja-autoasema;20/07/2019 22.06;20/07/2019 22.50;44;2200;AC;18216354;3000
21/07/2019 07.26;1086;Turun linja-autoasema;21/07/2019 07.26;21/07/2019 10.40;194;0;AC;18216354;0
21/07/2019 09.46;3023;Turun linja-autoasema;21/07/2019 09.46;21/07/2019 10.14;29;12354;DC;18228708;25560
21/07/2019 09.48;1140;Hämeenkatu 8;21/07/2019 09.48;21/07/2019 12.43;176;6240;AC;18234948;2127.272727
21/07/2019 10.24;1138;Hämeenkatu 8;21/07/2019 10.24;21/07/2019 15.09;285;10790;AC;18245738;2271.578947
21/07/2019 10.40;1086;Turun linja-autoasema;21/07/2019 10.40;23/07/2019 13.04;3024;0;AC;18245738;0
21/07/2019 11.29;1100;Puutarhakatu 4;21/07/2019 11.29;21/07/2019 12.33;65;3460;AC;18249198;3193.846154
21/07/2019 13.56;1140;Hämeenkatu 8;21/07/2019 13.56;21/07/2019 13.57;2;0;AC;18249198;0
21/07/2019 13.57;1140;Hämeenkatu 8;21/07/2019 13.57;21/07/2019 15.39;103;5530;AC;18254728;3221.359223
21/07/2019 16.08;2652;Puistokatu 10;21/07/2019 16.08;21/07/2019 20.06;239;9030;AC;18263758;2266.945607
22/07/2019 08.38;1140;Hämeenkatu 8;22/07/2019 08.38;22/07/2019 12.27;230;6320;AC;18270078;1648.695652
22/07/2019 09.56;1138;Hämeenkatu 8;22/07/2019 09.56;22/07/2019 13.05;190;17530;AC;18287608;5535.789474
22/07/2019 12.35;3022;Turun linja-autoasema;22/07/2019 12.35;22/07/2019 12.50;16;904;AC;18288512;3390
22/07/2019 13.00;3022;Turun linja-autoasema;22/07/2019 13.00;22/07/2019 16.29;210;6978;AC;18295490;1993.714286
22/07/2019 16.31;1140;Hämeenkatu 8;22/07/2019 16.31;22/07/2019 18.26;115;5420;AC;18300910;2827.826087
22/07/2019 18.15;1138;Hämeenkatu 8;22/07/2019 18.15;22/07/2019 22.28;253;7610;AC;18308520;1804.743083
22/07/2019 18.19;3022;Turun linja-autoasema;22/07/2019 18.19;22/07/2019 20.27;129;5788;AC;18314308;2692.093023
22/07/2019 19.03;1140;Hämeenkatu 8;22/07/2019 19.03;22/07/2019 21.06;123;6080;AC;18320388;2965.853659
22/07/2019 20.19;2653;Puistokatu 10;22/07/2019 20.19;24/07/2019 15.49;2610;3140;AC;18323528;72.18390805
23/07/2019 08.19;1140;Hämeenkatu 8;23/07/2019 08.19;23/07/2019 12.13;234;6240;AC;18329768;1600
23/07/2019 08.54;4666;Logomo;23/07/2019 08.54;23/07/2019 10.08;75;3860;AC;18333628;3088
23/07/2019 12.43;4667;Logomo;23/07/2019 12.43;23/07/2019 13.57;74;3570;AC;18337198;2894.594595
23/07/2019 12.49;1140;Hämeenkatu 8;23/07/2019 12.49;23/07/2019 15.40;172;1590;AC;18338788;554.6511628
23/07/2019 13.04;1086;Turun linja-autoasema;23/07/2019 13.04;23/07/2019 13.20;16;830;AC;18339618;3112.5
23/07/2019 13.25;2652;Puistokatu 10;23/07/2019 13.25;23/07/2019 13.46;21;1000;AC;18340618;2857.142857
23/07/2019 14.27;4667;Logomo;23/07/2019 14.27;23/07/2019 14.40;13;630;AC;18341248;2907.692308
23/07/2019 15.06;1138;Hämeenkatu 8;23/07/2019 15.06;23/07/2019 15.06;1;10;AC;18341258;600
23/07/2019 16.50;1086;Turun linja-autoasema;23/07/2019 16.50;23/07/2019 21.26;276;7080;AC;18348338;1539.130435
23/07/2019 17.06;3022;Turun linja-autoasema;23/07/2019 17.06;23/07/2019 17.44;38;2206;AC;18350544;3483.157895
23/07/2019 20.20;2652;Puistokatu 10;23/07/2019 20.20;23/07/2019 23.45;206;10120;AC;18360664;2947.572816
23/07/2019 22.46;1138;Hämeenkatu 8;23/07/2019 22.46;23/07/2019 22.46;1;0;AC;18360664;0
23/07/2019 22.47;1138;Hämeenkatu 8;23/07/2019 22.47;24/07/2019 06.08;441;10960;AC;18371624;1491.156463
24/07/2019 06.56;3022;Turun linja-autoasema;24/07/2019 06.56;24/07/2019 11.34;279;48042;AC;18419666;10331.6129
24/07/2019 08.25;1140;Hämeenkatu 8;24/07/2019 08.25;24/07/2019 12.19;234;6070;AC;18425736;1556.410256
24/07/2019 09.09;1086;Turun linja-autoasema;24/07/2019 09.09;24/07/2019 10.48;99;5320;AC;18431056;3224.242424
24/07/2019 10.31;1138;Hämeenkatu 8;24/07/2019 10.31;24/07/2019 11.12;42;4320;AC;18435376;6171.428571
24/07/2019 11.13;2500;Stedingkinkatu 2;24/07/2019 11.13;05/08/2019 18.52;17739;21320;AC;18456696;72.11229494
24/07/2019 12.29;3022;Turun linja-autoasema;24/07/2019 12.29;24/07/2019 12.57;28;1614;AC;18458310;3458.571429
24/07/2019 12.40;1140;Hämeenkatu 8;24/07/2019 12.40;24/07/2019 15.55;196;1450;AC;18459760;443.877551
24/07/2019 15.49;2653;Puistokatu 10;24/07/2019 15.49;24/07/2019 15.49;1;0;AC;18459760;0
24/07/2019 15.49;2653;Puistokatu 10;24/07/2019 15.49;24/07/2019 15.49;1;0;AC;18459760;0
24/07/2019 15.49;2653;Puistokatu 10;24/07/2019 15.49;24/07/2019 17.42;114;5790;AC;18465550;3047.368421
24/07/2019 16.13;1086;Turun linja-autoasema;24/07/2019 16.13;24/07/2019 18.18;125;6240;AC;18471790;2995.2
24/07/2019 17.39;3023;Turun linja-autoasema;24/07/2019 17.39;24/07/2019 17.58;19;5573;DC;18477363;17598.94737
24/07/2019 20.58;1140;Hämeenkatu 8;24/07/2019 20.58;25/07/2019 09.05;727;6150;AC;18483513;507.565337
24/07/2019 22.27;1138;Hämeenkatu 8;24/07/2019 22.27;24/07/2019 22.34;7;130;AC;18483643;1114.285714
25/07/2019 07.27;1086;Turun linja-autoasema;25/07/2019 07.27;25/07/2019 11.30;244;9720;AC;18493363;2390.163934
25/07/2019 08.11;1138;Hämeenkatu 8;25/07/2019 08.11;25/07/2019 10.32;141;6090;AC;18499453;2591.489362
25/07/2019 08.58;3022;Turun linja-autoasema;25/07/2019 08.58;25/07/2019 10.42;104;5468;AC;18504921;3154.615385
25/07/2019 11.10;1099;Puutarhakatu 4;25/07/2019 11.10;25/07/2019 11.35;25;930;AC;18505851;2232
25/07/2019 11.14;1140;Hämeenkatu 8;25/07/2019 11.14;25/07/2019 13.56;162;3960;AC;18509811;1466.666667
25/07/2019 11.20;1138;Hämeenkatu 8;25/07/2019 11.20;25/07/2019 15.10;231;1170;AC;18510981;303.8961039
25/07/2019 11.37;2653;Puistokatu 10;25/07/2019 11.37;25/07/2019 12.45;69;3450;AC;18514431;3000
25/07/2019 11.56;3022;Turun linja-autoasema;25/07/2019 11.56;25/07/2019 12.47;51;2916;AC;18517347;3430.588235
25/07/2019 12.18;1100;Puutarhakatu 4;25/07/2019 12.18;25/07/2019 15.02;164;7700;AC;18525047;2817.073171
25/07/2019 14.33;1099;Puutarhakatu 4;25/07/2019 14.33;25/07/2019 17.54;201;3660;AC;18528707;1092.537313
25/07/2019 15.59;1100;Puutarhakatu 4;25/07/2019 15.59;25/07/2019 17.51;113;3990;AC;18532697;2118.584071
25/07/2019 16.05;1086;Turun linja-autoasema;25/07/2019 16.05;25/07/2019 20.05;240;6770;AC;18539467;1692.5
25/07/2019 16.43;2653;Puistokatu 10;25/07/2019 16.43;26/07/2019 00.18;456;2460;AC;18541927;323.6842105
25/07/2019 17.43;1138;Hämeenkatu 8;25/07/2019 17.43;25/07/2019 21.43;241;13810;AC;18555737;3438.174274
25/07/2019 20.03;1100;Puutarhakatu 4;25/07/2019 20.03;25/07/2019 22.11;128;4400;AC;18560137;2062.5
26/07/2019 00.19;2653;Puistokatu 10;26/07/2019 00.19;26/07/2019 11.23;665;9600;AC;18569737;866.1654135
26/07/2019 07.22;1100;Puutarhakatu 4;26/07/2019 07.22;26/07/2019 09.21;119;5000;AC;18574737;2521.008403
26/07/2019 08.01;3022;Turun linja-autoasema;26/07/2019 08.01;26/07/2019 08.44;44;2265;AC;18577002;3088.636364
26/07/2019 08.13;1140;Hämeenkatu 8;26/07/2019 08.13;26/07/2019 14.56;403;5920;AC;18582922;881.3895782
26/07/2019 08.46;1126;ABC Tammisilta;26/07/2019 08.46;26/07/2019 08.58;12;5319;DC;18588241;26595
26/07/2019 09.28;1099;Puutarhakatu 4;26/07/2019 09.28;26/07/2019 10.06;39;5760;AC;18594001;8861.538462
26/07/2019 09.57;1100;Puutarhakatu 4;26/07/2019 09.57;26/07/2019 13.34;218;7650;AC;18601651;2105.504587
26/07/2019 10.41;1086;Turun linja-autoasema;26/07/2019 10.41;26/07/2019 14.25;225;4540;AC;18606191;1210.666667
26/07/2019 10.56;1099;Puutarhakatu 4;26/07/2019 10.56;26/07/2019 13.24;149;7620;AC;18613811;3068.456376
26/07/2019 11.22;1138;Hämeenkatu 8;26/07/2019 11.22;26/07/2019 11.44;22;1190;AC;18615001;3245.454545
26/07/2019 12.09;1126;ABC Tammisilta;26/07/2019 12.09;26/07/2019 12.51;42;15242;DC;18630243;21774.28571
26/07/2019 12.56;2653;Puistokatu 10;26/07/2019 12.56;26/07/2019 13.58;62;3540;AC;18633783;3425.806452
26/07/2019 13.31;1138;Hämeenkatu 8;26/07/2019 13.31;26/07/2019 13.42;11;590;AC;18634373;3218.181818
26/07/2019 14.30;2653;Puistokatu 10;26/07/2019 14.30;26/07/2019 16.53;143;4900;AC;18639273;2055.944056
26/07/2019 15.29;1100;Puutarhakatu 4;26/07/2019 15.29;26/07/2019 17.17;109;2990;AC;18642263;1645.87156
26/07/2019 15.59;3022;Turun linja-autoasema;26/07/2019 15.59;26/07/2019 16.29;30;1655;AC;18643918;3310
26/07/2019 16.43;1126;ABC Tammisilta;26/07/2019 16.43;26/07/2019 17.04;22;12655;DC;18656573;34513.63636
26/07/2019 17.12;1138;Hämeenkatu 8;26/07/2019 17.12;26/07/2019 17.19;8;370;AC;18656943;2775
26/07/2019 18.26;1126;ABC Tammisilta;26/07/2019 18.26;26/07/2019 18.50;25;7613;DC;18664556;18271.2
26/07/2019 18.40;1140;Hämeenkatu 8;26/07/2019 18.40;26/07/2019 20.00;80;12890;AC;18677446;9667.5
26/07/2019 19.32;3023;Turun linja-autoasema;26/07/2019 19.32;26/07/2019 19.57;26;5998;DC;18683444;13841.53846
26/07/2019 19.58;3023;Turun linja-autoasema;26/07/2019 19.58;26/07/2019 20.13;15;1255;DC;18684699;5020
26/07/2019 21.31;1100;Puutarhakatu 4;26/07/2019 21.31;26/07/2019 22.54;83;4560;AC;18689259;3296.385542
26/07/2019 23.29;3023;Turun linja-autoasema;26/07/2019 23.29;26/07/2019 23.48;19;5483;DC;18694742;17314.73684
27/07/2019 09.01;1086;Turun linja-autoasema;27/07/2019 09.01;27/07/2019 12.54;234;21340;AC;18716082;5471.794872
27/07/2019 11.38;1100;Puutarhakatu 4;27/07/2019 11.38;27/07/2019 14.37;179;18780;AC;18734862;6294.972067
27/07/2019 12.16;2653;Puistokatu 10;27/07/2019 12.16;27/07/2019 15.09;174;8080;AC;18742942;2786.206897
27/07/2019 14.43;1086;Turun linja-autoasema;27/07/2019 14.43;27/07/2019 15.09;27;1330;AC;18744272;2955.555556
27/07/2019 15.18;1100;Puutarhakatu 4;27/07/2019 15.18;27/07/2019 16.32;74;4330;AC;18748602;3510.810811
27/07/2019 17.07;1126;ABC Tammisilta;27/07/2019 17.07;27/07/2019 17.29;23;6395;DC;18754997;16682.6087
27/07/2019 18.12;1100;Puutarhakatu 4;27/07/2019 18.12;27/07/2019 19.16;64;6620;AC;18761617;6206.25
27/07/2019 18.52;1140;Hämeenkatu 8;27/07/2019 18.52;27/07/2019 21.11;139;3360;AC;18764977;1450.359712
27/07/2019 20.59;3023;Turun linja-autoasema;27/07/2019 20.59;27/07/2019 21.13;14;4402;DC;18769379;18865.71429
28/07/2019 09.13;1100;Puutarhakatu 4;28/07/2019 09.13;28/07/2019 13.28;256;10730;AC;18780109;2514.84375
28/07/2019 12.46;1086;Turun linja-autoasema;28/07/2019 12.46;28/07/2019 16.21;216;5470;AC;18785579;1519.444444
28/07/2019 13.09;1099;Puutarhakatu 4;28/07/2019 13.09;28/07/2019 16.53;224;16290;AC;18801869;4363.392857
28/07/2019 14.24;1138;Hämeenkatu 8;28/07/2019 14.24;28/07/2019 16.41;138;5270;AC;18807139;2291.304348
28/07/2019 14.51;2653;Puistokatu 10;28/07/2019 14.51;28/07/2019 19.47;296;9980;AC;18817119;2022.972973
28/07/2019 16.32;3023;Turun linja-autoasema;28/07/2019 16.32;28/07/2019 17.04;32;14742;DC;18831861;27641.25
28/07/2019 16.53;1086;Turun linja-autoasema;28/07/2019 16.53;28/07/2019 17.08;15;0;AC;18831861;0
28/07/2019 17.08;1086;Turun linja-autoasema;28/07/2019 17.08;28/07/2019 17.09;1;0;AC;18831861;0
29/07/2019 07.49;1138;Hämeenkatu 8;29/07/2019 07.49;29/07/2019 11.37;228;4050;AC;18835911;1065.789474
29/07/2019 08.17;1100;Puutarhakatu 4;29/07/2019 08.17;29/07/2019 10.08;112;5370;AC;18841281;2876.785714
29/07/2019 08.20;1086;Turun linja-autoasema;29/07/2019 08.20;29/07/2019 10.08;108;5270;AC;18846551;2927.777778
29/07/2019 08.24;2653;Puistokatu 10;29/07/2019 08.24;29/07/2019 11.13;169;6090;AC;18852641;2162.130178
29/07/2019 08.26;3023;Turun linja-autoasema;29/07/2019 08.26;29/07/2019 08.46;21;6477;DC;18859118;18505.71429
29/07/2019 08.32;1140;Hämeenkatu 8;29/07/2019 08.32;29/07/2019 12.10;219;5910;AC;18865028;1619.178082
29/07/2019 08.44;1126;ABC Tammisilta;29/07/2019 08.44;29/07/2019 09.02;19;10888;DC;18875916;34383.15789
29/07/2019 12.15;1099;Puutarhakatu 4;29/07/2019 12.15;29/07/2019 13.49;94;2430;AC;18878346;1551.06383
29/07/2019 12.33;1126;ABC Tammisilta;29/07/2019 12.33;29/07/2019 13.16;43;19204;DC;18897550;26796.27907
29/07/2019 12.50;3022;Turun linja-autoasema;29/07/2019 12.50;29/07/2019 13.12;23;1291;AC;18898841;3367.826087
29/07/2019 12.55;1100;Puutarhakatu 4;29/07/2019 12.55;29/07/2019 13.39;45;2500;AC;18901341;3333.333333
29/07/2019 13.01;1086;Turun linja-autoasema;29/07/2019 13.01;29/07/2019 14.16;76;3860;AC;18905201;3047.368421
29/07/2019 13.18;2653;Puistokatu 10;29/07/2019 13.18;29/07/2019 13.18;1;0;AC;18905201;0
29/07/2019 13.18;2653;Puistokatu 10;29/07/2019 13.18;30/07/2019 10.48;1291;0;AC;18905201;0
29/07/2019 14.51;1126;ABC Tammisilta;29/07/2019 14.51;29/07/2019 15.21;31;20270;DC;18925471;39232.25806
29/07/2019 14.58;3022;Turun linja-autoasema;29/07/2019 14.58;29/07/2019 15.01;4;0;AC;18925471;0
29/07/2019 15.48;3023;Turun linja-autoasema;29/07/2019 15.48;29/07/2019 16.55;67;25753;DC;18951224;23062.38806
29/07/2019 16.47;1099;Puutarhakatu 4;29/07/2019 16.47;29/07/2019 17.59;73;7300;AC;18958524;6000
29/07/2019 17.39;1126;ABC Tammisilta;29/07/2019 17.39;29/07/2019 18.25;46;16567;DC;18975091;21609.13043
29/07/2019 18.01;1140;Hämeenkatu 8;29/07/2019 18.01;29/07/2019 21.15;195;6460;AC;18981551;1987.692308
29/07/2019 18.15;1138;Hämeenkatu 8;29/07/2019 18.15;29/07/2019 19.05;51;2840;AC;18984391;3341.176471
29/07/2019 18.29;1100;Puutarhakatu 4;29/07/2019 18.29;29/07/2019 21.58;210;10380;AC;18994771;2965.714286
29/07/2019 22.49;3022;Turun linja-autoasema;29/07/2019 22.49;29/07/2019 23.08;19;1018;AC;18995789;3214.736842
30/07/2019 07.54;1140;Hämeenkatu 8;30/07/2019 07.54;30/07/2019 14.05;372;6620;AC;19002409;1067.741935
30/07/2019 08.28;1138;Hämeenkatu 8;30/07/2019 08.28;30/07/2019 13.10;282;6270;AC;19008679;1334.042553
30/07/2019 08.57;1100;Puutarhakatu 4;30/07/2019 08.57;30/07/2019 11.57;180;8380;AC;19017059;2793.333333
30/07/2019 09.44;3022;Turun linja-autoasema;30/07/2019 09.44;30/07/2019 11.27;104;5450;AC;19022509;3144.230769
30/07/2019 09.48;1086;Turun linja-autoasema;30/07/2019 09.48;30/07/2019 10.35;48;2640;AC;19025149;3300
30/07/2019 10.45;4666;Logomo;30/07/2019 10.45;30/07/2019 12.06;82;4070;AC;19029219;2978.04878
30/07/2019 12.04;1100;Puutarhakatu 4;30/07/2019 12.04;30/07/2019 13.32;89;10210;AC;19039429;6883.146067
30/07/2019 12.22;1126;ABC Tammisilta;30/07/2019 12.22;30/07/2019 13.05;43;9297;DC;19048726;12972.55814
30/07/2019 13.36;1100;Puutarhakatu 4;30/07/2019 13.36;30/07/2019 14.56;80;0;AC;19048726;0
30/07/2019 13.54;3023;Turun linja-autoasema;30/07/2019 13.54;30/07/2019 13.54;1;29;DC;19048755;1740
30/07/2019 13.55;3023;Turun linja-autoasema;30/07/2019 13.55;30/07/2019 13.56;1;29;DC;19048784;1740
30/07/2019 13.56;3023;Turun linja-autoasema;30/07/2019 13.56;30/07/2019 13.56;1;37;DC;19048821;2220
30/07/2019 13.57;3023;Turun linja-autoasema;30/07/2019 13.57;30/07/2019 14.09;12;3740;DC;19052561;18700
30/07/2019 14.56;1100;Puutarhakatu 4;30/07/2019 14.56;31/07/2019 08.19;1044;0;AC;19052561;0
30/07/2019 15.09;3023;Turun linja-autoasema;30/07/2019 15.09;30/07/2019 15.24;16;3801;DC;19056362;14253.75
30/07/2019 15.12;1099;Puutarhakatu 4;30/07/2019 15.12;30/07/2019 17.21;129;5230;AC;19061592;2432.55814
30/07/2019 16.11;4667;Logomo;30/07/2019 16.11;30/07/2019 16.13;2;0;AC;19061592;0
30/07/2019 16.14;4666;Logomo;30/07/2019 16.14;30/07/2019 16.14;1;0;AC;19061592;0
30/07/2019 18.18;1099;Puutarhakatu 4;30/07/2019 18.18;30/07/2019 20.46;149;2550;AC;19064142;1026.845638
31/07/2019 08.20;1100;Puutarhakatu 4;31/07/2019 08.20;31/07/2019 10.02;102;0;AC;19064142;0
31/07/2019 08.31;1140;Hämeenkatu 8;31/07/2019 08.31;31/07/2019 12.43;252;5960;AC;19070102;1419.047619
31/07/2019 10.33;1100;Puutarhakatu 4;31/07/2019 10.33;31/07/2019 11.33;60;3030;AC;19073132;3030
31/07/2019 11.14;1099;Puutarhakatu 4;31/07/2019 11.14;31/07/2019 11.52;38;3840;AC;19076972;6063.157895
31/07/2019 11.27;1086;Turun linja-autoasema;31/07/2019 11.27;31/07/2019 12.56;90;4580;AC;19081552;3053.333333
31/07/2019 11.33;1138;Hämeenkatu 8;31/07/2019 11.33;31/07/2019 11.57;24;1200;AC;19082752;3000
31/07/2019 12.00;1100;Puutarhakatu 4;31/07/2019 12.00;31/07/2019 13.46;107;5690;AC;19088442;3190.654206
31/07/2019 12.11;1138;Hämeenkatu 8;31/07/2019 12.11;31/07/2019 12.19;8;390;AC;19088832;2925
31/07/2019 12.18;3022;Turun linja-autoasema;31/07/2019 12.18;31/07/2019 15.33;196;33570;AC;19122402;10276.53061
31/07/2019 12.31;1099;Puutarhakatu 4;31/07/2019 12.31;31/07/2019 15.53;203;8990;AC;19131392;2657.142857
31/07/2019 13.26;1140;Hämeenkatu 8;31/07/2019 13.26;31/07/2019 15.03;97;4600;AC;19135992;2845.360825
31/07/2019 14.08;2653;Puistokatu 10;31/07/2019 14.08;31/07/2019 16.30;143;6580;AC;19142572;2760.839161
31/07/2019 14.19;1100;Puutarhakatu 4;31/07/2019 14.19;31/07/2019 14.56;37;1990;AC;19144562;3227.027027
31/07/2019 15.21;1100;Puutarhakatu 4;31/07/2019 15.21;31/07/2019 16.22;62;2190;AC;19146752;2119.354839
31/07/2019 16.31;1100;Puutarhakatu 4;31/07/2019 16.31;31/07/2019 16.58;27;1440;AC;19148192;3200
31/07/2019 16.39;2653;Puistokatu 10;31/07/2019 16.39;01/08/2019 09.15;996;13870;AC;19162062;835.5421687
31/07/2019 17.56;1138;Hämeenkatu 8;31/07/2019 17.56;31/07/2019 20.50;174;5530;AC;19167592;1906.896552
01/08/2019 08.02;1140;Hämeenkatu 8;01/08/2019 08.02;01/08/2019 08.35;33;1750;AC;19169342;3181.818182
01/08/2019 08.29;1138;Hämeenkatu 8;01/08/2019 08.29;01/08/2019 13.07;279;5950;AC;19175292;1279.569892
01/08/2019 09.40;1140;Hämeenkatu 8;01/08/2019 09.40;01/08/2019 13.57;257;10520;AC;19185812;2456.031128
01/08/2019 10.02;1099;Puutarhakatu 4;01/08/2019 10.02;01/08/2019 11.36;95;1120;AC;19186932;707.3684211
01/08/2019 10.19;1100;Puutarhakatu 4;01/08/2019 10.19;01/08/2019 11.08;49;4870;AC;19191802;5963.265306
01/08/2019 10.48;1086;Turun linja-autoasema;01/08/2019 10.48;01/08/2019 15.53;305;0;AC;19191802;0
01/08/2019 11.00;2653;Puistokatu 10;01/08/2019 11.00;02/08/2019 15.24;1704;3440;AC;19195242;121.1267606
01/08/2019 12.02;1100;Puutarhakatu 4;01/08/2019 12.02;01/08/2019 12.15;14;1390;AC;19196632;5957.142857
01/08/2019 12.44;1100;Puutarhakatu 4;01/08/2019 12.44;01/08/2019 13.47;63;6870;AC;19203502;6542.857143
01/08/2019 13.28;1099;Puutarhakatu 4;01/08/2019 13.28;01/08/2019 14.41;74;3990;AC;19207492;3235.135135
01/08/2019 13.28;3022;Turun linja-autoasema;01/08/2019 13.28;01/08/2019 14.28;61;3030;AC;19210522;2980.327869
01/08/2019 14.44;3022;Turun linja-autoasema;01/08/2019 14.44;01/08/2019 14.44;1;0;AC;19210522;0
01/08/2019 15.17;1138;Hämeenkatu 8;01/08/2019 15.17;01/08/2019 16.49;92;5030;AC;19215552;3280.434783
01/08/2019 15.40;1100;Puutarhakatu 4;01/08/2019 15.40;01/08/2019 16.34;54;6470;AC;19222022;7188.888889
01/08/2019 15.53;1086;Turun linja-autoasema;01/08/2019 15.53;08/08/2019 15.24;10052;0;AC;19222022;0
01/08/2019 16.45;3022;Turun linja-autoasema;01/08/2019 16.45;01/08/2019 18.53;129;21802;AC;19243824;10140.46512
01/08/2019 17.06;1100;Puutarhakatu 4;01/08/2019 17.06;01/08/2019 20.07;181;2770;AC;19246594;918.2320442
01/08/2019 19.49;1140;Hämeenkatu 8;01/08/2019 19.49;02/08/2019 06.54;666;6550;AC;19253144;590.0900901
01/08/2019 20.13;3022;Turun linja-autoasema;01/08/2019 20.13;01/08/2019 20.14;2;0;AC;19253144;0
01/08/2019 20.18;3022;Turun linja-autoasema;01/08/2019 20.18;01/08/2019 20.19;2;0;AC;19253144;0
01/08/2019 20.19;3022;Turun linja-autoasema;01/08/2019 20.19;01/08/2019 20.20;1;0;AC;19253144;0
01/08/2019 20.22;1126;ABC Tammisilta;01/08/2019 20.22;01/08/2019 20.44;22;13045;DC;19266189;35577.27273
01/08/2019 21.03;1100;Puutarhakatu 4;01/08/2019 21.03;01/08/2019 23.23;141;12890;AC;19279079;5485.106383
02/08/2019 08.00;3022;Turun linja-autoasema;02/08/2019 08.00;02/08/2019 10.18;138;7435;AC;19286514;3232.608696
02/08/2019 08.27;1140;Hämeenkatu 8;02/08/2019 08.27;02/08/2019 15.25;418;6080;AC;19292594;872.7272727
02/08/2019 09.25;4666;Logomo;02/08/2019 09.25;02/08/2019 10.03;38;1570;AC;19294164;2478.947368
02/08/2019 09.38;1126;ABC Tammisilta;02/08/2019 09.38;02/08/2019 11.47;129;0;DC;19294164;0
02/08/2019 09.49;1138;Hämeenkatu 8;02/08/2019 09.49;02/08/2019 11.19;91;4560;AC;19298724;3006.593407
02/08/2019 10.34;1100;Puutarhakatu 4;02/08/2019 10.34;02/08/2019 11.35;61;1660;AC;19300384;1632.786885
02/08/2019 13.08;1100;Puutarhakatu 4;02/08/2019 13.08;02/08/2019 13.52;45;2410;AC;19302794;3213.333333
