Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
01/12/2019 18.10;3023;Turun linja-autoasema;01/12/2019 18.10;01/12/2019 18.25;15;4408;DC;36309479;17632
01/12/2019 19.14;1099;Puutarhakatu 4;01/12/2019 19.14;01/12/2019 20.49;96;5130;AC;36314609;3206.25
01/12/2019 20.03;2500;Stedingkinkatu 2;01/12/2019 20.03;01/12/2019 23.18;196;7060;AC;36321669;2161.22449
01/12/2019 20.15;2652;Puistokatu 10;01/12/2019 20.15;02/12/2019 06.05;590;10070;AC;36331739;1024.067797
02/12/2019 07.33;1099;Puutarhakatu 4;02/12/2019 07.33;02/12/2019 11.56;263;3250;AC;36334989;741.4448669
02/12/2019 07.34;2652;Puistokatu 10;02/12/2019 07.34;02/12/2019 11.57;263;7930;AC;36342919;1809.125475
02/12/2019 08.01;6442;Turun Messukeskus;02/12/2019 08.01;02/12/2019 16.29;508;5991;AC;36348910;707.5984252
02/12/2019 08.23;1100;Puutarhakatu 4;02/12/2019 08.23;02/12/2019 11.47;204;3640;AC;36352550;1070.588235
02/12/2019 08.55;2653;Puistokatu 10;02/12/2019 08.55;04/12/2019 08.19;2844;3950;AC;36356500;83.33333333
02/12/2019 09.07;1140;Hämeenkatu 8;02/12/2019 09.07;02/12/2019 09.07;1;0;AC;36356500;0
02/12/2019 09.07;1140;Hämeenkatu 8;02/12/2019 09.07;02/12/2019 12.27;201;5700;AC;36362200;1701.492537
02/12/2019 09.13;4667;Logomo;02/12/2019 09.13;02/12/2019 12.46;214;7460;AC;36369660;2091.588785
02/12/2019 09.15;1126;ABC Tammisilta;02/12/2019 09.15;02/12/2019 09.22;7;2293;DC;36371953;19654.28571
02/12/2019 10.33;2500;Stedingkinkatu 2;02/12/2019 10.33;02/12/2019 12.56;144;3180;AC;36375133;1325
02/12/2019 10.42;1138;Hämeenkatu 8;02/12/2019 10.42;02/12/2019 14.36;234;5140;AC;36380273;1317.948718
02/12/2019 11.09;3022;Turun linja-autoasema;02/12/2019 11.09;02/12/2019 11.09;1;0;AC;36380273;0
02/12/2019 11.10;3022;Turun linja-autoasema;02/12/2019 11.10;02/12/2019 11.11;1;0;AC;36380273;0
02/12/2019 11.13;1086;Turun linja-autoasema;02/12/2019 11.13;02/12/2019 15.08;236;9360;AC;36389633;2379.661017
02/12/2019 11.59;1100;Puutarhakatu 4;02/12/2019 11.59;02/12/2019 15.07;188;1460;AC;36391093;465.9574468
02/12/2019 12.42;3022;Turun linja-autoasema;02/12/2019 12.42;02/12/2019 13.14;32;447;AC;36391540;838.125
02/12/2019 12.51;1099;Puutarhakatu 4;02/12/2019 12.51;02/12/2019 14.46;116;10140;AC;36401680;5244.827586
02/12/2019 13.49;1140;Hämeenkatu 8;02/12/2019 13.49;02/12/2019 15.51;123;6890;AC;36408570;3360.97561
02/12/2019 14.30;2500;Stedingkinkatu 2;02/12/2019 14.30;02/12/2019 18.42;253;6570;AC;36415140;1558.102767
02/12/2019 15.13;1099;Puutarhakatu 4;02/12/2019 15.13;02/12/2019 17.28;136;5940;AC;36421080;2620.588235
02/12/2019 15.36;4667;Logomo;02/12/2019 15.36;02/12/2019 15.37;1;0;AC;36421080;0
02/12/2019 15.59;2501;Stedingkinkatu 2;02/12/2019 15.59;03/12/2019 09.44;1065;7960;AC;36429040;448.4507042
02/12/2019 16.58;1138;Hämeenkatu 8;02/12/2019 16.58;02/12/2019 19.42;164;7370;AC;36436410;2696.341463
02/12/2019 17.17;1100;Puutarhakatu 4;02/12/2019 17.17;02/12/2019 19.34;138;10980;AC;36447390;4773.913043
02/12/2019 17.20;1140;Hämeenkatu 8;02/12/2019 17.20;02/12/2019 21.13;234;3880;AC;36451270;994.8717949
02/12/2019 17.37;1086;Turun linja-autoasema;02/12/2019 17.37;02/12/2019 21.24;228;1520;AC;36452790;400
02/12/2019 17.48;3022;Turun linja-autoasema;02/12/2019 17.48;02/12/2019 19.31;103;5536;AC;36458326;3224.854369
02/12/2019 17.51;1099;Puutarhakatu 4;02/12/2019 17.51;02/12/2019 20.20;149;7010;AC;36465336;2822.818792
02/12/2019 20.18;1126;ABC Tammisilta;02/12/2019 20.18;02/12/2019 21.02;44;14744;DC;36480080;20105.45455
02/12/2019 20.38;2500;Stedingkinkatu 2;02/12/2019 20.38;02/12/2019 22.43;126;5610;AC;36485690;2671.428571
02/12/2019 21.25;1126;ABC Tammisilta;02/12/2019 21.25;02/12/2019 21.34;10;2308;DC;36487998;13848
02/12/2019 21.36;1126;ABC Tammisilta;02/12/2019 21.36;02/12/2019 21.41;6;2388;DC;36490386;23880
03/12/2019 04.10;1126;ABC Tammisilta;03/12/2019 04.10;03/12/2019 04.10;0;0;DC;36490386;#DIV/0!
03/12/2019 07.19;1099;Puutarhakatu 4;03/12/2019 07.19;03/12/2019 11.51;272;5580;AC;36495966;1230.882353
03/12/2019 08.19;1100;Puutarhakatu 4;03/12/2019 08.19;03/12/2019 12.04;225;7120;AC;36503086;1898.666667
03/12/2019 08.29;3023;Turun linja-autoasema;03/12/2019 08.29;03/12/2019 08.49;21;2379;DC;36505465;6797.142857
03/12/2019 08.37;2652;Puistokatu 10;03/12/2019 08.37;03/12/2019 13.50;314;7320;AC;36512785;1398.726115
03/12/2019 08.47;6435;Turun Messukeskus;03/12/2019 08.47;03/12/2019 16.11;445;62852;AC;36575637;8474.426966
03/12/2019 09.34;1138;Hämeenkatu 8;03/12/2019 09.34;03/12/2019 14.41;307;6120;AC;36581757;1196.091205
03/12/2019 09.36;4667;Logomo;03/12/2019 09.36;03/12/2019 13.16;221;7220;AC;36588977;1960.180995
03/12/2019 10.01;6442;Turun Messukeskus;03/12/2019 10.01;03/12/2019 15.57;356;5584;AC;36594561;941.1235955
03/12/2019 10.46;1140;Hämeenkatu 8;03/12/2019 10.46;03/12/2019 11.03;17;390;AC;36594951;1376.470588
03/12/2019 11.38;2501;Stedingkinkatu 2;03/12/2019 11.38;03/12/2019 12.22;45;4880;AC;36599831;6506.666667
03/12/2019 11.54;1099;Puutarhakatu 4;03/12/2019 11.54;03/12/2019 15.05;191;1450;AC;36601281;455.4973822
03/12/2019 12.12;3023;Turun linja-autoasema;03/12/2019 12.12;03/12/2019 12.58;47;12396;DC;36613677;15824.68085
03/12/2019 12.43;1126;ABC Tammisilta;03/12/2019 12.43;03/12/2019 12.59;16;5531;DC;36619208;20741.25
03/12/2019 12.57;1100;Puutarhakatu 4;03/12/2019 12.57;03/12/2019 13.47;50;2300;AC;36621508;2760
03/12/2019 13.01;4666;Logomo;03/12/2019 13.01;03/12/2019 16.29;208;5460;AC;36626968;1575
03/12/2019 13.21;1086;Turun linja-autoasema;03/12/2019 13.21;03/12/2019 16.18;178;7350;AC;36634318;2477.52809
03/12/2019 13.31;3023;Turun linja-autoasema;03/12/2019 13.31;03/12/2019 14.02;32;6077;DC;36640395;11394.375
03/12/2019 13.57;2652;Puistokatu 10;03/12/2019 13.57;04/12/2019 08.16;1100;7870;AC;36648265;429.2727273
03/12/2019 14.32;1100;Puutarhakatu 4;03/12/2019 14.32;03/12/2019 15.51;79;3490;AC;36651755;2650.632911
03/12/2019 15.15;1099;Puutarhakatu 4;03/12/2019 15.15;03/12/2019 17.02;108;3460;AC;36655215;1922.222222
03/12/2019 15.54;4667;Logomo;03/12/2019 15.54;03/12/2019 18.31;157;7080;AC;36662295;2705.732484
03/12/2019 16.31;2501;Stedingkinkatu 2;03/12/2019 16.31;03/12/2019 19.54;204;4320;AC;36666615;1270.588235
03/12/2019 17.01;4666;Logomo;03/12/2019 17.01;03/12/2019 20.07;186;5680;AC;36672295;1832.258065
03/12/2019 17.02;2500;Stedingkinkatu 2;03/12/2019 17.02;03/12/2019 20.29;208;6660;AC;36678955;1921.153846
03/12/2019 17.55;1100;Puutarhakatu 4;03/12/2019 17.55;03/12/2019 22.17;262;5690;AC;36684645;1303.053435
04/12/2019 07.04;3023;Turun linja-autoasema;04/12/2019 07.04;04/12/2019 07.13;10;4103;DC;36688748;24618
04/12/2019 08.17;2652;Puistokatu 10;04/12/2019 08.17;04/12/2019 12.56;279;7870;AC;36696618;1692.473118
04/12/2019 08.20;2653;Puistokatu 10;04/12/2019 08.20;04/12/2019 13.06;286;4630;AC;36701248;971.3286713
04/12/2019 08.21;1100;Puutarhakatu 4;04/12/2019 08.21;04/12/2019 12.39;258;7450;AC;36708698;1732.55814
04/12/2019 08.26;3023;Turun linja-autoasema;04/12/2019 08.26;04/12/2019 08.52;26;4526;DC;36713224;10444.61538
04/12/2019 08.43;1086;Turun linja-autoasema;04/12/2019 08.43;04/12/2019 13.00;258;2090;AC;36715314;486.0465116
04/12/2019 08.44;4666;Logomo;04/12/2019 08.44;04/12/2019 13.53;310;49490;AC;36764804;9578.709677
04/12/2019 09.10;3022;Turun linja-autoasema;04/12/2019 09.10;04/12/2019 11.29;139;7223;AC;36772027;3117.841727
04/12/2019 09.17;1140;Hämeenkatu 8;04/12/2019 09.17;04/12/2019 15.11;354;4400;AC;36776427;745.7627119
04/12/2019 09.23;4667;Logomo;04/12/2019 09.23;04/12/2019 12.48;206;7240;AC;36783667;2108.737864
04/12/2019 09.37;1126;ABC Tammisilta;04/12/2019 09.37;04/12/2019 09.43;6;2546;DC;36786213;25460
04/12/2019 10.30;1138;Hämeenkatu 8;04/12/2019 10.30;04/12/2019 14.45;255;6670;AC;36792883;1569.411765
04/12/2019 10.36;2500;Stedingkinkatu 2;04/12/2019 10.36;04/12/2019 13.18;162;3050;AC;36795933;1129.62963
04/12/2019 12.00;6442;Turun Messukeskus;04/12/2019 12.00;04/12/2019 15.13;193;5158;AC;36801091;1603.523316
04/12/2019 12.16;1099;Puutarhakatu 4;04/12/2019 12.16;04/12/2019 16.36;261;8200;AC;36809291;1885.057471
04/12/2019 13.27;1100;Puutarhakatu 4;04/12/2019 13.27;04/12/2019 13.49;22;1110;AC;36810401;3027.272727
04/12/2019 13.53;1086;Turun linja-autoasema;04/12/2019 13.53;04/12/2019 14.24;32;3690;AC;36814091;6918.75
04/12/2019 14.13;1100;Puutarhakatu 4;04/12/2019 14.13;04/12/2019 18.40;267;3540;AC;36817631;795.505618
04/12/2019 14.32;2500;Stedingkinkatu 2;04/12/2019 14.32;04/12/2019 15.38;66;2290;AC;36819921;2081.818182
04/12/2019 14.55;1086;Turun linja-autoasema;04/12/2019 14.55;04/12/2019 15.52;58;2910;AC;36822831;3010.344828
04/12/2019 15.24;1138;Hämeenkatu 8;04/12/2019 15.24;04/12/2019 16.03;40;2040;AC;36824871;3060
04/12/2019 15.46;2652;Puistokatu 10;04/12/2019 15.46;07/12/2019 14.35;4249;8230;AC;36833101;116.2155801
04/12/2019 15.59;2653;Puistokatu 10;04/12/2019 15.59;04/12/2019 17.06;67;2410;AC;36835511;2158.208955
04/12/2019 16.46;1138;Hämeenkatu 8;04/12/2019 16.46;04/12/2019 19.51;186;9470;AC;36844981;3054.83871
04/12/2019 16.54;3022;Turun linja-autoasema;04/12/2019 16.54;04/12/2019 17.46;52;3011;AC;36847992;3474.230769
04/12/2019 17.26;1140;Hämeenkatu 8;04/12/2019 17.26;04/12/2019 19.50;144;7450;AC;36855442;3104.166667
04/12/2019 17.47;1099;Puutarhakatu 4;04/12/2019 17.47;04/12/2019 19.12;85;4210;AC;36859652;2971.764706
04/12/2019 17.52;2501;Stedingkinkatu 2;04/12/2019 17.52;05/12/2019 16.48;1377;3860;AC;36863512;168.1917211
04/12/2019 18.05;3022;Turun linja-autoasema;04/12/2019 18.05;04/12/2019 18.25;20;2102;AC;36865614;6306
04/12/2019 18.30;3022;Turun linja-autoasema;04/12/2019 18.30;04/12/2019 19.33;63;7276;AC;36872890;6929.52381
04/12/2019 19.54;3023;Turun linja-autoasema;04/12/2019 19.54;04/12/2019 21.05;71;32229;DC;36905119;27235.77465
05/12/2019 01.16;1126;ABC Tammisilta;05/12/2019 01.16;05/12/2019 01.21;6;2296;DC;36907415;22960
05/12/2019 07.57;1099;Puutarhakatu 4;05/12/2019 07.57;05/12/2019 11.53;237;2870;AC;36910285;726.5822785
05/12/2019 08.01;1126;ABC Tammisilta;05/12/2019 08.01;05/12/2019 08.28;27;16140;DC;36926425;35866.66667
05/12/2019 08.12;3023;Turun linja-autoasema;05/12/2019 08.12;05/12/2019 08.36;25;4539;DC;36930964;10893.6
05/12/2019 08.16;1100;Puutarhakatu 4;05/12/2019 08.16;05/12/2019 11.54;219;6840;AC;36937804;1873.972603
05/12/2019 08.45;2500;Stedingkinkatu 2;05/12/2019 08.45;05/12/2019 12.00;195;4390;AC;36942194;1350.769231
05/12/2019 08.46;2653;Puistokatu 10;05/12/2019 08.46;05/12/2019 17.02;497;3610;AC;36945804;435.8148893
05/12/2019 08.48;1126;ABC Tammisilta;05/12/2019 08.48;05/12/2019 09.10;23;8575;DC;36954379;22369.56522
05/12/2019 09.07;3023;Turun linja-autoasema;05/12/2019 09.07;05/12/2019 09.34;27;5341;DC;36959720;11868.88889
05/12/2019 09.20;1086;Turun linja-autoasema;05/12/2019 09.20;05/12/2019 11.56;156;5540;AC;36965260;2130.769231
05/12/2019 09.35;3023;Turun linja-autoasema;05/12/2019 09.35;05/12/2019 09.54;20;970;DC;36966230;2910
05/12/2019 10.39;1140;Hämeenkatu 8;05/12/2019 10.39;05/12/2019 13.09;151;7560;AC;36973790;3003.97351
05/12/2019 11.09;4667;Logomo;05/12/2019 11.09;05/12/2019 13.48;160;9020;AC;36982810;3382.5
05/12/2019 11.09;1138;Hämeenkatu 8;05/12/2019 11.09;05/12/2019 14.19;190;4440;AC;36987250;1402.105263
05/12/2019 11.24;3022;Turun linja-autoasema;05/12/2019 11.24;05/12/2019 11.26;2;0;AC;36987250;0
05/12/2019 11.28;3022;Turun linja-autoasema;05/12/2019 11.28;05/12/2019 11.30;2;0;AC;36987250;0
05/12/2019 11.34;3022;Turun linja-autoasema;05/12/2019 11.34;05/12/2019 11.35;2;0;AC;36987250;0
05/12/2019 11.38;3022;Turun linja-autoasema;05/12/2019 11.38;05/12/2019 11.39;2;0;AC;36987250;0
05/12/2019 11.58;1100;Puutarhakatu 4;05/12/2019 11.58;05/12/2019 15.09;192;1730;AC;36988980;540.625
05/12/2019 13.02;1126;ABC Tammisilta;05/12/2019 13.02;05/12/2019 13.19;18;5025;DC;36994005;16750
05/12/2019 14.59;1086;Turun linja-autoasema;05/12/2019 14.59;05/12/2019 15.31;33;1800;AC;36995805;3272.727273
05/12/2019 15.01;1138;Hämeenkatu 8;05/12/2019 15.01;06/12/2019 09.35;1114;6640;AC;37002445;357.6301616
05/12/2019 15.11;1126;ABC Tammisilta;05/12/2019 15.11;05/12/2019 15.40;29;21306;DC;37023751;44081.37931
05/12/2019 15.34;1086;Turun linja-autoasema;05/12/2019 15.34;05/12/2019 16.40;67;3610;AC;37027361;3232.835821
05/12/2019 16.09;3023;Turun linja-autoasema;05/12/2019 16.09;05/12/2019 16.25;17;2742;DC;37030103;9677.647059
05/12/2019 16.37;1100;Puutarhakatu 4;05/12/2019 16.37;05/12/2019 17.15;39;1240;AC;37031343;1907.692308
05/12/2019 16.48;2501;Stedingkinkatu 2;05/12/2019 16.48;05/12/2019 18.15;87;9450;AC;37040793;6517.241379
05/12/2019 16.58;3022;Turun linja-autoasema;05/12/2019 16.58;05/12/2019 19.02;125;6459;AC;37047252;3100.32
05/12/2019 17.00;1086;Turun linja-autoasema;05/12/2019 17.00;05/12/2019 17.55;55;1880;AC;37049132;2050.909091
05/12/2019 17.13;2500;Stedingkinkatu 2;05/12/2019 17.13;05/12/2019 19.47;155;7700;AC;37056832;2980.645161
05/12/2019 17.32;1099;Puutarhakatu 4;05/12/2019 17.32;05/12/2019 19.11;100;25940;AC;37082772;15564
05/12/2019 18.01;1100;Puutarhakatu 4;05/12/2019 18.01;05/12/2019 18.15;15;2350;AC;37085122;9400
05/12/2019 18.23;4667;Logomo;05/12/2019 18.23;05/12/2019 23.36;313;9090;AC;37094212;1742.492013
05/12/2019 18.48;1126;ABC Tammisilta;05/12/2019 18.48;05/12/2019 18.53;5;2087;DC;37096299;25044
05/12/2019 19.00;1100;Puutarhakatu 4;05/12/2019 19.00;06/12/2019 11.18;979;0;AC;37096299;0
05/12/2019 19.14;4666;Logomo;05/12/2019 19.14;05/12/2019 23.40;267;10240;AC;37106539;2301.123596
05/12/2019 20.17;1140;Hämeenkatu 8;05/12/2019 20.17;05/12/2019 20.18;1;0;AC;37106539;0
05/12/2019 20.19;1140;Hämeenkatu 8;05/12/2019 20.19;05/12/2019 20.20;1;0;AC;37106539;0
05/12/2019 20.37;2501;Stedingkinkatu 2;05/12/2019 20.37;06/12/2019 13.56;1040;4630;AC;37111169;267.1153846
05/12/2019 22.54;2653;Puistokatu 10;05/12/2019 22.54;06/12/2019 14.50;956;10170;AC;37121339;638.2845188
06/12/2019 10.56;1099;Puutarhakatu 4;06/12/2019 10.56;06/12/2019 12.06;71;1400;AC;37122739;1183.098592
06/12/2019 11.20;1100;Puutarhakatu 4;06/12/2019 11.20;06/12/2019 13.54;155;7770;AC;37130509;3007.741935
06/12/2019 11.40;1086;Turun linja-autoasema;06/12/2019 11.40;06/12/2019 13.24;105;820;AC;37131329;468.5714286
06/12/2019 12.32;1099;Puutarhakatu 4;06/12/2019 12.32;06/12/2019 16.28;237;7560;AC;37138889;1913.924051
06/12/2019 14.00;6442;Turun Messukeskus;06/12/2019 14.00;06/12/2019 15.35;95;3386;AC;37142275;2138.526316
06/12/2019 14.04;1100;Puutarhakatu 4;06/12/2019 14.04;06/12/2019 15.41;98;5320;AC;37147595;3257.142857
06/12/2019 14.38;6436;Turun Messukeskus;06/12/2019 14.38;06/12/2019 15.20;43;2455;AC;37150050;3425.581395
06/12/2019 16.20;1100;Puutarhakatu 4;06/12/2019 16.20;06/12/2019 17.38;79;3970;AC;37154020;3015.189873
06/12/2019 16.29;6436;Turun Messukeskus;06/12/2019 16.29;06/12/2019 18.07;98;2658;AC;37156678;1627.346939
06/12/2019 18.24;2500;Stedingkinkatu 2;06/12/2019 18.24;07/12/2019 10.50;987;40290;AC;37196968;2449.240122
06/12/2019 18.56;2501;Stedingkinkatu 2;06/12/2019 18.56;06/12/2019 21.49;174;17820;AC;37214788;6144.827586
06/12/2019 20.06;1100;Puutarhakatu 4;06/12/2019 20.06;06/12/2019 23.20;194;8350;AC;37223138;2582.474227
06/12/2019 21.59;3023;Turun linja-autoasema;06/12/2019 21.59;06/12/2019 22.07;9;3368;DC;37226506;22453.33333
07/12/2019 09.29;1100;Puutarhakatu 4;07/12/2019 09.29;07/12/2019 12.48;200;7640;AC;37234146;2292
07/12/2019 09.37;3023;Turun linja-autoasema;07/12/2019 09.37;07/12/2019 09.37;1;38;DC;37234184;2280
07/12/2019 09.37;3023;Turun linja-autoasema;07/12/2019 09.37;07/12/2019 10.24;48;12716;DC;37246900;15895
07/12/2019 10.49;2501;Stedingkinkatu 2;07/12/2019 10.49;07/12/2019 12.55;127;43030;AC;37289930;20329.13386
07/12/2019 10.53;1126;ABC Tammisilta;07/12/2019 10.53;07/12/2019 10.57;5;3467;DC;37293397;41604
07/12/2019 11.22;1099;Puutarhakatu 4;07/12/2019 11.22;07/12/2019 14.39;198;3480;AC;37296877;1054.545455
07/12/2019 12.32;1140;Hämeenkatu 8;07/12/2019 12.32;07/12/2019 13.52;81;1170;AC;37298047;866.6666667
07/12/2019 12.56;1100;Puutarhakatu 4;07/12/2019 12.56;07/12/2019 19.07;371;10080;AC;37308127;1630.188679
07/12/2019 13.09;2653;Puistokatu 10;07/12/2019 13.09;07/12/2019 20.54;465;5310;AC;37313437;685.1612903
07/12/2019 13.43;4667;Logomo;07/12/2019 13.43;07/12/2019 15.17;94;5300;AC;37318737;3382.978723
07/12/2019 14.07;1138;Hämeenkatu 8;07/12/2019 14.07;07/12/2019 17.03;176;8130;AC;37326867;2771.590909
07/12/2019 14.10;3023;Turun linja-autoasema;07/12/2019 14.10;07/12/2019 14.13;3;1017;DC;37327884;20340
07/12/2019 14.15;1126;ABC Tammisilta;07/12/2019 14.15;07/12/2019 14.33;19;11168;DC;37339052;35267.36842
07/12/2019 14.21;3023;Turun linja-autoasema;07/12/2019 14.21;07/12/2019 14.57;36;5563;DC;37344615;9271.666667
07/12/2019 14.23;1140;Hämeenkatu 8;07/12/2019 14.23;07/12/2019 15.06;43;2370;AC;37346985;3306.976744
07/12/2019 14.31;1086;Turun linja-autoasema;07/12/2019 14.31;07/12/2019 16.48;137;5440;AC;37352425;2382.481752
07/12/2019 14.36;2652;Puistokatu 10;07/12/2019 14.36;07/12/2019 20.37;362;5630;AC;37358055;933.1491713
07/12/2019 14.47;1099;Puutarhakatu 4;07/12/2019 14.47;07/12/2019 17.39;172;3410;AC;37361465;1189.534884
07/12/2019 15.20;4667;Logomo;07/12/2019 15.20;07/12/2019 17.23;123;2930;AC;37364395;1429.268293
07/12/2019 16.22;3022;Turun linja-autoasema;07/12/2019 16.22;07/12/2019 20.52;270;69599;AC;37433994;15466.44444
07/12/2019 17.41;2501;Stedingkinkatu 2;07/12/2019 17.41;09/12/2019 11.46;2525;6680;AC;37440674;158.7326733
07/12/2019 18.27;4666;Logomo;07/12/2019 18.27;07/12/2019 21.45;199;9130;AC;37449804;2752.763819
07/12/2019 19.26;1140;Hämeenkatu 8;07/12/2019 19.26;07/12/2019 19.37;11;3390;AC;37453194;18490.90909
07/12/2019 20.00;2500;Stedingkinkatu 2;07/12/2019 20.00;07/12/2019 21.44;104;3520;AC;37456714;2030.769231
07/12/2019 20.22;1100;Puutarhakatu 4;07/12/2019 20.22;08/12/2019 11.20;898;37230;AC;37493944;2487.52784
07/12/2019 20.38;2652;Puistokatu 10;07/12/2019 20.38;08/12/2019 14.27;1070;4760;AC;37498704;266.9158879
07/12/2019 20.38;1126;ABC Tammisilta;07/12/2019 20.38;07/12/2019 20.47;9;5721;DC;37504425;38140
07/12/2019 20.54;3023;Turun linja-autoasema;07/12/2019 20.54;07/12/2019 21.07;14;4192;DC;37508617;17965.71429
07/12/2019 21.15;4667;Logomo;07/12/2019 21.15;07/12/2019 22.23;68;6850;AC;37515467;6044.117647
08/12/2019 05.21;3023;Turun linja-autoasema;08/12/2019 05.21;08/12/2019 05.45;24;7140;DC;37522607;17850
08/12/2019 10.22;1126;ABC Tammisilta;08/12/2019 10.22;08/12/2019 10.28;6;2024;DC;37524631;20240
08/12/2019 11.01;2653;Puistokatu 10;08/12/2019 11.01;08/12/2019 13.19;139;5910;AC;37530541;2551.079137
08/12/2019 11.52;1140;Hämeenkatu 8;08/12/2019 11.52;08/12/2019 13.17;85;2010;AC;37532551;1418.823529
08/12/2019 11.56;1100;Puutarhakatu 4;08/12/2019 11.56;08/12/2019 15.43;227;9040;AC;37541591;2389.427313
08/12/2019 12.06;2500;Stedingkinkatu 2;08/12/2019 12.06;08/12/2019 12.53;47;2430;AC;37544021;3102.12766
08/12/2019 12.36;1099;Puutarhakatu 4;08/12/2019 12.36;08/12/2019 13.17;42;180;AC;37544201;257.1428571
08/12/2019 12.38;1138;Hämeenkatu 8;08/12/2019 12.38;08/12/2019 15.56;198;9260;AC;37553461;2806.060606
08/12/2019 12.58;2500;Stedingkinkatu 2;08/12/2019 12.58;08/12/2019 12.59;2;60;AC;37553521;1800
08/12/2019 13.00;2500;Stedingkinkatu 2;08/12/2019 13.00;08/12/2019 15.06;127;5260;AC;37558781;2485.03937
08/12/2019 13.11;1086;Turun linja-autoasema;08/12/2019 13.11;08/12/2019 17.08;238;10040;AC;37568821;2531.092437
08/12/2019 13.45;1099;Puutarhakatu 4;08/12/2019 13.45;08/12/2019 15.02;78;6190;AC;37575011;4761.538462
08/12/2019 13.47;3023;Turun linja-autoasema;08/12/2019 13.47;08/12/2019 14.19;32;10553;DC;37585564;19786.875
08/12/2019 15.00;1140;Hämeenkatu 8;08/12/2019 15.00;08/12/2019 16.38;99;2860;AC;37588424;1733.333333
08/12/2019 15.43;3023;Turun linja-autoasema;08/12/2019 15.43;08/12/2019 15.43;1;18;DC;37588442;1080
08/12/2019 15.44;3023;Turun linja-autoasema;08/12/2019 15.44;08/12/2019 16.20;37;4559;DC;37593001;7392.972973
08/12/2019 16.28;2500;Stedingkinkatu 2;08/12/2019 16.28;08/12/2019 16.52;25;7930;AC;37600931;19032
08/12/2019 17.25;2652;Puistokatu 10;08/12/2019 17.25;09/12/2019 08.39;914;7680;AC;37608611;504.1575492
08/12/2019 18.17;1100;Puutarhakatu 4;08/12/2019 18.17;08/12/2019 21.35;198;9770;AC;37618381;2960.606061
08/12/2019 19.02;2653;Puistokatu 10;08/12/2019 19.02;09/12/2019 05.02;600;8740;AC;37627121;874
08/12/2019 19.12;1126;ABC Tammisilta;08/12/2019 19.12;08/12/2019 19.20;8;2728;DC;37629849;20460
08/12/2019 20.07;3023;Turun linja-autoasema;08/12/2019 20.07;08/12/2019 20.30;23;5458;DC;37635307;14238.26087
08/12/2019 20.34;1086;Turun linja-autoasema;08/12/2019 20.34;08/12/2019 21.02;29;1420;AC;37636727;2937.931034
09/12/2019 08.14;1140;Hämeenkatu 8;09/12/2019 08.14;09/12/2019 12.14;240;7830;AC;37644557;1957.5
09/12/2019 08.38;1100;Puutarhakatu 4;09/12/2019 08.38;09/12/2019 13.07;269;7380;AC;37651937;1646.096654
09/12/2019 08.38;1138;Hämeenkatu 8;09/12/2019 08.38;09/12/2019 12.21;223;4280;AC;37656217;1151.569507
09/12/2019 08.40;2652;Puistokatu 10;09/12/2019 08.40;09/12/2019 11.43;184;7850;AC;37664067;2559.782609
09/12/2019 08.58;3023;Turun linja-autoasema;09/12/2019 08.58;09/12/2019 09.14;17;3523;DC;37667590;12434.11765
09/12/2019 10.14;1126;ABC Tammisilta;09/12/2019 10.14;09/12/2019 10.19;6;2104;DC;37669694;21040
09/12/2019 10.33;6442;Turun Messukeskus;09/12/2019 10.33;09/12/2019 11.46;73;4532;AC;37674226;3724.931507
09/12/2019 11.03;1099;Puutarhakatu 4;09/12/2019 11.03;09/12/2019 14.06;184;11810;AC;37686036;3851.086957
09/12/2019 12.21;1140;Hämeenkatu 8;09/12/2019 12.21;09/12/2019 12.21;1;10;AC;37686046;600
09/12/2019 12.23;1140;Hämeenkatu 8;09/12/2019 12.23;09/12/2019 13.09;46;2500;AC;37688546;3260.869565
09/12/2019 12.48;1086;Turun linja-autoasema;09/12/2019 12.48;09/12/2019 15.29;161;8720;AC;37697266;3249.689441
09/12/2019 13.41;1138;Hämeenkatu 8;09/12/2019 13.41;09/12/2019 17.11;211;14340;AC;37711606;4077.725118
09/12/2019 13.43;1100;Puutarhakatu 4;09/12/2019 13.43;09/12/2019 14.29;47;1630;AC;37713236;2080.851064
09/12/2019 14.02;3022;Turun linja-autoasema;09/12/2019 14.02;09/12/2019 14.04;2;0;AC;37713236;0
09/12/2019 14.04;3022;Turun linja-autoasema;09/12/2019 14.04;09/12/2019 14.04;1;0;AC;37713236;0
09/12/2019 14.04;1140;Hämeenkatu 8;09/12/2019 14.04;09/12/2019 15.40;97;5320;AC;37718556;3290.721649
09/12/2019 14.04;3022;Turun linja-autoasema;09/12/2019 14.04;09/12/2019 15.48;104;5269;AC;37723825;3039.807692
09/12/2019 14.13;1099;Puutarhakatu 4;09/12/2019 14.13;09/12/2019 15.35;82;2660;AC;37726485;1946.341463
09/12/2019 14.14;6442;Turun Messukeskus;09/12/2019 14.14;09/12/2019 17.09;176;3835;AC;37730320;1307.386364
09/12/2019 15.02;1100;Puutarhakatu 4;09/12/2019 15.02;09/12/2019 18.44;222;8960;AC;37739280;2421.621622
09/12/2019 15.47;1099;Puutarhakatu 4;09/12/2019 15.47;09/12/2019 17.12;85;2720;AC;37742000;1920
