,Location Name,Latitude,Longitude,Address,Description,Plugs_wall_AU/NZ,Plugs_CHAdeMO,Plugs_CCS/SAE,Plugs_Tesla,Plugs_J-1772,Plugs_Type2,Power 1,Power 2,Location_category ,charging_stations,payment,Plugs_Caravan_Mains_Socket,Plugs_Three_Phase,Plugs_Commando,Plugs_Other,State,Town
38,Stud Park Shopping Centre,-37.9214,145.237553,"Corner Stud & Fullham Rd, Rowville 3178, Australia",,0.0,4.0,4.0,0.0,0,0.0,50.065,,,8.0,,0.0,0.0,,,,
39,Swinburne University - TC Building,-37.820819,145.039887,"20 William St, Hawthorn VIC 3122, Australia",,0.0,1.0,1.0,0.0,0,0.0,50.0,,,2.0,,0.0,0.0,,,,
40,Paradigm Hill Winery,-38.385929,145.071771,"26 Merricks Road Merricks VIC 3916, Australia",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
41,AWM Greentech Geelong,-38.163929,144.411376,"252-256 Portarlington Rd, Moolap, Victoria 3224",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
42,Greenvale Woolworths,-37.616294,144.914873,"200 James Mirams Dr, Roxburgh Park VIC 3064, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
43,King Henry Arts Cafe,-37.868948,145.351181,"320 Mount Dandenong Tourist Rd Sassafras VIC 3787, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
44,Brunswick EV Hub,-37.773851,144.961886,"15 Edward St, Brunswick VIC 3056, Australia",,0.0,2.0,2.0,0.0,0,2.0,50.0, 'unknown',,6.0,,0.0,0.0,,,,
45,Huberts Estate,-37.697017,145.415698,"10 St Huberts Rd, Coldstream VIC 3770, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
46,Botanic Ridge Village,-38.150115,145.290458,"10 Hummingbird Dr, Botanic Ridge VIC 3977, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
47,EVolution HQ,-37.942988,145.11844,"Unit 32, 231 Osborne Avenue, Clayton South VIC 3169, Australia",,0.0,1.0,1.0,0.0,0,2.0,20.0, 22.0,,4.0,,0.0,0.0,,,,
48,dingley reserve ,-37.984056,145.137319,"Dingley Reserve, Dingley Village VIC 3172, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
49,Woolworths Heidelberg,-37.758997,145.068632,"451 Lower Heidelberg Rd, Heidelberg VIC 3084, Australia",,0.0,0.0,0.0,0.0,0,16.0,'unknown',,,16.0,,0.0,0.0,,,,
50,Silverwater Resorts Phillip Island,-38.522528,145.392082,"17 Potters HIll Rd, Phillip Island, , Australia, VIC 3925",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
51,Bayside City Council,-37.959394,145.017704,"76 Royal Ave, Sandringham VIC 3191, Australia",,0.0,1.0,1.0,0.0,0,0.0,50.0,,,2.0,,0.0,0.0,,,,
52,Cranbourne Home (Out Of Service),-38.087041,145.279599,"2 Lesdon Ave, Cranbourne VIC 3977, Australia",,0.0,0.0,0.0,0.0,0,2.0,22.0,,,2.0,,0.0,0.0,,,,
53,Porsche Centre Brighton,-37.925691,145.027893,"855 Nepean Hwy, Bentleigh VIC 3204, Australia",,0.0,1.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
54,Knox Civic Centre,-37.871723,145.245056,"511 Burwood Hwy, Wantirna South VIC 3152, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
55,Bunnings Sunshine,-37.776275,144.83008,"Bunnings Warehouse Sunshine, 480 Ballarat Rd, Sunshine North VIC 3020, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
56,Eltham Leisure Centre,-37.722925,145.142426,"40 Brougham St, Eltham VIC 3095, Australia",,0.0,0.0,0.0,0.0,0,4.0,7.0,,,4.0,,0.0,0.0,,,,
57,Altona Gate Shopping Centre,-37.827587,144.848241,"124-134 Millers Rd, Altona North VIC 3025, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
58,Berwick Nissan,-38.040047,145.343384,"6-10 Kangan Dr, Berwick VIC 3806",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
59,Ten Minutes by Tractor,-38.394641,144.994231,"1333 Mornington-Flinders Rd, Main Ridge VIC 3928, Australia",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
60,Eldridge Estate Winery,-38.372182,145.018678,"120 Arthurs Seat Road, Red Hill VIC 3937, Australia",,0.0,0.0,0.0,1.0,0,1.0,'unknown', 22.0,,2.0,,0.0,0.0,,,,
61,Lakeside Villas at Crittenden Estate,-38.335276,145.018981,"25 Harrisons Rd, Dromana VIC 3936, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
62,Armstrong Creek East Community Hub,-38.231922,144.368965,"46-70 Central Boulevard, Armstrong Creek VIC 3217, Australia",,0.0,0.0,0.0,0.0,0,6.0,'unknown',,,6.0,,0.0,0.0,,,,
63,Coles - Cobblebank Village,-37.713815,144.601847,"211 Ferris Rd, Melton South VIC 3338, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
64,Sorrento Hotel,-38.338316,144.743447,"1 Esplanade, Sorrento VIC 3943, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
65,Nelson Place Parking/Charging,-37.863107,144.904614,"Commonwealth Reserve, Williamstown VIC 3016, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
66,Atura Hotel Dandenong,-38.002297,145.250432,"5-17 Doveton Avenue, Eumemmerring, Victoria, Australia, VIC 3177",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
67,Common Ground Project,-38.259646,144.276227,"675 Anglesea Rd, Freshwater Creek VIC 3217, Australia",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
68,Melbourne Airport - Qantas Valet Parking,-37.669133,144.851581,"15-25 Francis Briggs Road, Tullamarine, , Australia, VIC 3045",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
69,Cobblebank Stadium,-37.716016,144.599558,"Astley Dr, Bridge Rd, Strathtulloh VIC 3338, Australia",,0.0,1.0,1.0,0.0,0,0.0,'unknown',,,2.0,,0.0,0.0,,,,
70,Laverton Community Hub,-37.865302,144.76925,"Cohealth Clinic, Laverton Community Hub Corner Donald St &, Railway Ave, Laverton VIC 3028, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
71,Ampol Foodary Altona North (Coming Soon),-37.84667,144.809201,"1 Horsburgh Drive, Altona North, VIC, 3025, Australia",,0.0,2.0,2.0,0.0,0,0.0,150.0,,,4.0,,0.0,0.0,,,,
72,Hobsons Bay Civic Centre,-37.863399,144.831492,"115 Civic Parade, Altona VIC 3018, Australia",,0.0,1.0,1.0,0.0,0,0.0,50.0,,,2.0,,0.0,0.0,,,,
73,Brimbank Shopping Centre,-37.751827,144.775257,"Brimbank Central Shopping Centre shop 81t, 28-72 Neale Rd, Deer Park VIC 3023, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
74,Cranbourne West Community Hub (Coming Soon),-38.106929,145.250522,"75 Evans Rd, Cranbourne West VIC 3977, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
75,Monash University Clayton - Car Park N1,-37.908137,145.131936,"10 Research Way, Clayton VIC 3168, Australia",,0.0,1.0,1.0,0.0,0,2.0,50.0, 22.0,,4.0,,0.0,0.0,,,,
76,Oak Park Sports & Aquatic Centre,-37.723715,144.920974,"Oak Park Reserve, 563 Pascoe Vale Rd, Oak Park VIC 3046, Australia",,0.0,0.0,0.0,0.0,1,2.0,'unknown',,,3.0,,0.0,0.0,,,,
77,Baptcare Strathalan,-37.728819,145.077998,"2-34 Erskine Rd, Macleod VIC 3085, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
78,Leopold Library,-38.186249,144.46436,"31 Kensington Rd, Leopold VIC 3224",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
79,Coburg Town Hall / Moreland City,-37.74111,144.970149,"90 Bell St, Coburg VIC 3058, Australia",,0.0,1.0,1.0,0.0,0,1.0,50.0, 'unknown',,3.0,,0.0,0.0,,,,
80,Amberlee Holiday Homes & Accommodation,-38.380923,144.912544,"306 Jetty Rd, Rosebud VIC 3939, Australia",,0.0,0.0,0.0,2.0,0,1.0,'unknown', 22.0,,3.0,,0.0,0.0,,,,
81,RACV Solar,-38.197552,144.344603,"Units 5 & 6, 8 Lewalan St, Grovedale VIC 3216, Australia",,0.0,0.0,0.0,0.0,0,1.0,22.0,,,1.0,,0.0,0.0,,,,
82,Solargain Hastings,-38.314125,145.184157,"2161 Frankston - Flinders Rd, Hastings VIC 3915, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
83,Burwood Brickworks,-37.848953,145.133898,"70 Middleborough Road, Burwood East VIC 3151, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
84,Hungry Jack’s Sunbury,-37.580985,144.724278,"27 Gap Rd, Sunbury VIC 3429, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
85,AAkonsult,-37.818982,144.896722,"2/209 Hyde St, Yarraville VIC 3013",,0.0,0.0,0.0,1.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
86,Hyatt Place Caribbean Park (Coming Soon),-37.915767,145.216905,"38 Dalmore Dr, Scoresby VIC 3179, Australia",,0.0,0.0,1.0,0.0,0,2.0,'unknown',,,3.0,,0.0,0.0,,,,
87,Tarneit Park Hub (BYO Type 2),-37.833989,144.69899,"83 Leakes Rd, Tarneit VIC 3029, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
88,Malvern Central (Coming Soon),-37.862909,145.027303,"K10, Malvern Central Shopping Centre, 110-122 Wattletree Rd, Armadale VIC 3143, Australia",,0.0,0.0,1.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
89,BM Autowerks,-37.90326,145.095351,"28-34 Westminster Street, Oakleigh‎ VIC‎ 3166, Australia",,0.0,0.0,0.0,0.0,1,0.0,7.6,,,1.0,,0.0,0.0,,,,
90,Ramada Resort by Wyndham Phillip Island,-38.471698,145.242237,"2128 Phillip Island Road, Cowes, VIC, Australia, VIC 3922",,0.0,0.0,0.0,2.0,0,0.0,5.0,,,2.0,,0.0,0.0,,,,
91,Cowes Transit Centre,-38.451339,145.240243,"83 Thompson Ave, Cowes VIC 3922, Australia",,0.0,0.0,0.0,2.0,1,1.0,'unknown', 7.0,,4.0,,0.0,0.0,,,,
92,Harrow Street Car Park,-37.821964,145.124448,"3 John St, Box Hill VIC 3128, Australia",,0.0,0.0,0.0,0.0,0,5.0,'unknown',,,5.0,,0.0,0.0,,,,
93,RACV Head Office (Service Centre Car Park),-37.952893,145.180067,"Browns Road, Noble Park North‎ VIC‎ 3174, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
94,Hart's Farm,-38.4092,145.0067,"Gate 2, 300 Tucks Rd, Shoreham, VIC, Australia, VIC 3916",,0.0,0.0,0.0,1.0,0,0.0,2.0,,,1.0,,0.0,0.0,,,,
95,Darebin Civic Centre Precinct,-37.740102,145.005114,"274 Gower Street, Preston VIC 3072, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
96,Nepean Country Club And & Day Spa,-38.398895,144.870509,"205 Browns Rd, Boneo VIC 3939, Australia",,1.0,0.0,0.0,0.0,1,0.0,'unknown',,,3.0,,0.0,1.0,,,,
97,Oakleigh South,-37.932688,145.097119,"23-25 Bunney Road, Oakleigh South VIC 3167, Australia",,0.0,0.0,0.0,0.0,0,1.0,7.0,,,1.0,,0.0,0.0,,,,
98,Quest Burwood East,-37.853643,145.162436,"317 Burwood Hwy, Burwood East VIC 3151, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
99,Forest Hill Chase Shopping Centre,-37.835382,145.163537,"270 Canterbury Rd, Forest Hill VIC 3131, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
100,CB Smith Reserve,-37.702614,144.969502,99 Jukes Road Fawkner VIC 3060 AU,,0.0,1.0,1.0,0.0,0,0.0,25.0,,,2.0,,0.0,0.0,,,,
101,Coburg North EV Fast Charge (Currently Out of Order),-37.718952,144.961498,"11 Boundary Rd, Coburg North VIC 3058, Australia",,0.0,1.0,1.0,0.0,0,0.0,50.0,,,2.0,,0.0,0.0,,,,
102,Energy Smart Water,-38.334999,144.98653,"11 Dalkeith Drive, Dromana VIC 3936, Australia",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
103,hacyclon caravan park ,-38.317144,144.988947,"106 Marine Drive, Safety Beach VIC 3936, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
104,The Glen,-37.875269,145.16523,"235 Springvale Road, Glen Waverley VIC 3150, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
105,Donato Cafe,-38.256559,145.037439,"88 Craigie Rd, Mount Martha VIC 3934, Australia",,0.0,0.0,0.0,2.0,0,0.0,5.0,,,2.0,,0.0,0.0,,,,
106,Bru4U Geelong,-38.172122,144.367288,"4/100 Barwon Terrace, South Geelong VIC 3220, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
107,Park Rises Residences,-37.797009,144.926387,"72 Altona Street, Kensington VIC 3031",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
108,Paint Spot Niddrie,-37.735219,144.887807,"1 Elstone Ct, Niddrie VIC 3042, Australia",,0.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,1.0,,,,
109,(No Longer In Use) DHL Melbourne Gateway,-37.684086,144.863519,"4 mace Wy, Melbourne Airport VIC 3045, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
110,Bayside Entertainment Centre,-38.140408,145.125184,"28 Beach St, Frankston VIC 3199, Australia",,0.0,0.0,0.0,0.0,0,2.0,7.0,,,2.0,,0.0,0.0,,,,
111,Diamond Valley Sports and Fitness Centre,-37.689194,145.110764,"44 Civic Dr, Greensborough VIC 3088, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
112,Waverley Nissan,-37.906157,145.159718,"565-577 Springvale Rd, Mulgrave VIC 3170, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
113,Grow Energy,-37.955662,145.038605,"325A Bay Road, Cheltenham VIC 3192",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
114,Myuna Farm,-37.985484,145.232704,"182 Kidds Rd, Doveton VIC 3177, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
115,Lockelec Rolling Stock,-37.995328,145.109648,"14 Capital Ct, Braeside VIC 3195, Australia",,0.0,0.0,0.0,1.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
116,Kelly Racing,-38.010174,145.110226,"45 Canterbury Rd Braeside VIC 3195, Australia",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
117,"Footscray town hall, Maribyrnong city council",-37.804868,144.900362,"61 Napier St, Footscray VIC 3011, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
118,Ivanhoe Gardens (Coming Soon),-37.754954,145.054043,"45 Linden Ave, Ivanhoe VIC 3079, Australia, Ivanhoe 3079",,0.0,0.0,0.0,0.0,0,3.0,22.0,,,3.0,,0.0,0.0,,,,
119,Manor Lakes Central Shopping Centre,-37.875049,144.612648,"455 Ballan Rd, Manor Lakes VIC 3024, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
120,Wunggurrwil Dhurrung Centre,-37.876378,144.62706,"Wunggurrwil Dhurrung Centre 19 Communal Road, Wyndham Vale VIC 3024, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
121,Pacific Werribee Shopping Centre,-37.875247,144.679638,"Derrimut Rd & Heaths Rd, Werribee, VIC, Australia, VIC 3030",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
122,The Pines Shopping Centre,-37.762252,145.16823,"181 Reynolds Rd, Doncaster East VIC 3109, Australia",,0.0,0.0,0.0,2.0,2,0.0,6.6, 22.0,,4.0,,0.0,0.0,,,,
123,Dandenong Agricultural and Pastoral Society,-37.983731,145.196402,"Dandenong‎ VIC‎ 3175, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
124,Rosebud Beach,-38.355584,144.901769,"980 Point Nepean Road, Rosebud VIC 3939, Australia",,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
125,Moonah Links,-38.406624,144.853314,"65 Peter Thomson Dr, Fingal VIC 3939, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
126,Croydon Train Station Multi Level Car Park,-37.796959,145.280091,"Devon Street, Croydon, Victoria",,0.0,0.0,0.0,0.0,0,6.0,7.0,,,6.0,,0.0,0.0,,,,
127,Highpoint Shopping Centre - Basement Carpark,-37.772002,144.887869,"Rosamond Road, Maribyrnong VIC 3032, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
128,Vaclift,-37.709632,144.871383,"39 Tullamarine Park Road, Tullamarine VIC 3043, Australia",,0.0,0.0,0.0,1.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
129,RACV Cape Schanck Resort,-38.461847,144.893721,"6 Presnell Ct, Cape Schanck VIC 3939, Australia",,1.0,0.0,0.0,2.0,0,4.0,4.0, 'unknown',,7.0,,0.0,0.0,,,,
130,Schnapper Point Dr Parking/Charging,-38.215455,145.035453,"Schnapper Point Dr, Mornington VIC 3931, Australia",,0.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,1.0,,,,
131,Priority One Trade Services,-38.231677,145.056367,"65 Watt Road, Mornington‎ VIC‎ 3931, Australia",,0.0,0.0,0.0,0.0,0,1.0,22.0,,,1.0,,0.0,0.0,,,,
132,Peninsula Home Shopping Centre,-38.220693,145.061207,"1130-1134 Nepean Highway, Mornington VIC 3931, Australia",,0.0,0.0,0.0,0.0,0,4.0,22.0,,,4.0,,0.0,0.0,,,,
133,Dandenong Market - Southern Car Park (Coming Soon),-37.984494,145.216329,"40 Cleeland St, Dandenong VIC 3175, Australia",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
134,Ventia Head Office Carpark,-37.950648,145.080488,"20 Corporate Drive, Heatherton‎ VIC‎ 3202, Australia",,0.0,0.0,0.0,0.0,2,0.0,6.6,,,2.0,,0.0,0.0,,,,
135,North Drive Office Complex,-37.909599,145.062347,"236 E Boundary Rd, Bentleigh East VIC 3165, Australia",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
136,Hume Villa Motor Inn,-37.696652,144.959707,"1324 Sydney Rd, Fawkner VIC 3060, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
137,Foreshore Camping,-38.359707,144.888748,"1380 Point Nepean Rd, Rosebud VIC 3939, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
138,Dromana Drive-in,-38.329727,144.996685,"133 Nepean Hwy, Dromana VIC 3936, Australia",,0.0,0.0,0.0,0.0,0,6.0,'unknown',,,6.0,,0.0,0.0,,,,
139,Springvale Library,-37.957007,145.153146,"9 Hillcrest Grove, Springvale VIC 3171, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
140,Waverley Gardens Shopping Centre,-37.935556,145.189902,"271 Police Rd, Mulgrave VIC 3170, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
141,Element Melbourne Richmond,-37.826921,145.020707,"588 Swan St, Richmond VIC 3121, Australia",,0.0,0.0,0.0,0.0,0,4.0,22.0,,,4.0,,0.0,0.0,,,,
142,Springvale MEGA Centre,-37.94168,145.167746,"754-769 Princes Hwy, Springvale VIC 3171, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
143,Sandown Raceway Carpark,-37.950836,145.162663,"37 Davis Way, Springvale VIC 3171, Australia",,0.0,0.0,0.0,0.0,0,0.0,8.0,,,3.0,,0.0,3.0,,,,
144,Pullman Melbourne Albert Park,-37.849977,144.97831,"67 Queens Rd, Melbourne VIC 3004, Australia",,0.0,0.0,0.0,3.0,0,0.0,11.0, 22.0,,3.0,,0.0,0.0,,,,
145,BMW South Yarra,-37.849295,145.00279,"145 Williams Rd, Prahran VIC 3181, Australia",,2.0,0.0,0.0,0.0,0,2.0,'unknown',,,4.0,,0.0,0.0,,,,
146,Barwon Valley Lodge,-38.166789,144.341445,"99 Barrabool Rd, Belmont VIC 3216, Australia",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
147,Northern Motor Group - Pre Delivery Dept,-37.704572,145.072077,"55 Clements Avenue, Bundoora‎ VIC‎ 3083, Australia",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
148,Club Armstrong,-38.225341,144.328361,"101 Unity Drive, Mount Duneed VIC 3217, Australia",,0.0,0.0,0.0,0.0,2,0.0,'unknown',,,2.0,,0.0,0.0,,,,
149,Middy's Lilydale,-37.761942,145.346082,"34 Melba Ave, Lilydale VIC 3140, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
150,Mantra Epping,-37.649756,145.008102,"250 Cooper St, Epping VIC 3076, Australia",,0.0,0.0,0.0,2.0,0,2.0,5.0, 'unknown',,4.0,,0.0,0.0,,,,
151,Glenroy Community Hub,-37.708497,144.924037,"50 Wheatsheaf Rd, Glenroy 3046, Australia",,0.0,0.0,0.0,0.0,0,1.0,11.0,,,1.0,,0.0,0.0,,,,
152,Glen Eira City Council,-37.880835,145.022852,"256 Hawthorn Road, Caulfield VIC 3162, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
153,Yarra Valley Nissan,-37.754859,145.363238,"460-462 Maroondah Highway, Lilydale VIC 3140, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
154,Secure Parking,-37.832108,144.969126,"15-29 Bank Street, South Melbourne VIC 3205, Australia",,21.0,0.0,0.0,0.0,0,0.0,'unknown',,,21.0,,0.0,0.0,,,,
155,Good Guys,-38.148237,145.138689,"1 Gertrude St, Frankston VIC 3199, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
156,Richmond Traders Coles,-37.817041,144.998664,"46 Cameron St, Richmond VIC 3121, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
157,Just Honk Used Cars,-37.843884,144.782596,"4-6 Fitzgerald Rd, Laverton North VIC 3026, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
158,Hebco Industrial,-37.833743,145.18642,"19-25 Trade Place Vermont VIC 3133, Australia",,0.0,0.0,0.0,1.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
159,Phillip Island Visitor Information Centre,-38.515001,145.348261,"895 Phillip Island Road, Newhaven‎ VIC‎ 3925, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
160,West Oval,-38.129308,144.345207,"Weddell Rd, North Geelong VIC 3215, Australia",,0.0,0.0,0.0,0.0,0,2.0,22.0,,,2.0,,0.0,0.0,,,,
161,Quest Mont Albert,-37.815833,145.10738,"741-745 Whitehorse Road, Mont Albert VIC 3127, Australia",,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
162,Community Bank Stadium,-37.673703,145.166098,"129-163 Main Hurstbridge Rd, Diamond Creek VIC 3089, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
163,Collingwood Library,-37.804471,144.99327,"13 Stanton St, Abbotsford VIC 3067, Australia",,0.0,4.0,4.0,0.0,0,0.0,50.065,,,8.0,,0.0,0.0,,,,
164,Holmesglen Private Hospital,-37.93704,145.050288,"490 South Rd, Moorabbin VIC 3189, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
165,Coles South Melbourne,-37.832375,144.960369,"229 Coventry St, South Melbourne VIC 3205, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
166,IKEA Richmond,-37.812895,145.010271,"630 Victoria St, Richmond VIC 3121, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
167,Prahran Square,-37.847695,144.99266,"Prahran Square, 30-40 Izett Street, Prahran VIC 3181, Australia",,10.0,0.0,0.0,0.0,0,2.0,'unknown',,,12.0,,0.0,0.0,,,,
168,Ivanhoe Library,-37.766356,145.044964,"233 Upper Heidelberg Road, Ivanhoe VIC 3079, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
169,Coles Lilydale,-37.756189,145.354065,"51-59 Anderson St, Lilydale VIC 3140, Australia",,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
170,Springvale Homemaker Centre,-37.927929,145.143552,"Springvale Homemaker Centre, 917 Princes Highway, Springvale VIC 3171, Australia",,0.0,0.0,0.0,3.0,0,7.0,'unknown', 22.0,,10.0,,0.0,0.0,,,,
171,Clayton M City,-37.922053,145.140054,"2145 Dandenong Road, Clayton VIC 3168, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
172,Watergardens Shopping Centre,-37.699043,144.775876,"399 Melton Highway, Taylors Lakes VIC 3038",,0.0,0.0,0.0,3.0,0,0.0,22.0,,,3.0,,0.0,0.0,,,,
173,Pullman Melbourne on the Park,-37.815994,144.983228,"192 Wellington Parade, Melbourne VIC 3002",,0.0,0.0,0.0,2.0,0,0.0,'unknown',,,2.0,,0.0,0.0,,,,
