name,address,description,location_category,location_sub_category,open_date,pricing,free_use,latitude,longitude,port_count,port_level_type,network,manufacturer,power_output_kw,power_output_volts,power_output_amps,renewable_power_supply,CHAdeMO,Tesla_std,Tesla_Fast,Tesla_Roadster,CCS_SAE,J1772,Type2,Commando,Wall_AU
St Kilda,"Corner Exhibition & Lonsdale St, Melbourne VIC 3000, Australia","2 x Tesla Destination Chargers (32A single phase). Turn right, down the ramp. Then on left hand side, two charging bays painted red.",Public,,,p,,-37.86223596,144.9739984,4,,,,,,,,0,2,,,0,0,2,,0
St Kilda,"2 Acland St, St Kilda VIC 3182, Australia",Valet parking required. HPWC is on level P4 near lifts. 1 X 32A single phase Tesla destination charger.,Public,,,,,-37.86765039,144.9742931,1,,,,,,,,0,0,,,0,0,1,,0
Church St,"30 Jacka Blvd, St Kilda VIC 3182, Australia","Available to the public. GROUND floor as you enter first right. Porsche Destination Charging, 11kW Type 2 plugs cable provided. Tesla chargers are not in compatibility mode to charge other EVs.",Commercial,,,p,,-37.83218295,144.996426,4,,,,,,,,0,4,,,0,0,0,,0
Docklands,"650 Church St, Cremorne VIC 3121, Australia","Dining, EV Parking, Park",Public,,,,,-37.81254895,144.939394,1,,,,,,,,0,0,,,0,0,0,,1
Gatton,"Building 8156, The University of Queensland, Main Drive & Outer Ring Road, Gatton QLD 4343",University of Queensland Gatton Veterinary Hospital carpark,Commercial,,,0.2,,-27.55140366,152.3350726,4,,,,,,,,1,1,,,1,0,0,,1
Cairns,"1 Pier Point Rd, Cairns City QLD 4870, Australia",Lagoon car park (between the Esplanade and Pier Point Rd),Public,,,0.3,,-16.92045651,145.7788731,3,,,,,,,,1,0,,,1,0,2,,0
Rockhampton,"172-189 Alma St, Rockhampton City QLD 4700, Australia",Alma St carpark of council building.,Public,,,0.2,,-23.38227211,150.5134619,3,,,,,,,,1,0,,,1,0,2,,0
Coolangatta,"1 Eastern Ave, Bilinga 4225","Gold Coast Airport. Carparks near northbound second entrance off Gold Coast Highway, near amenities",Public,,,0.3,,-28.16419699,153.5152736,3,,,,,,,,1,0,,,1,0,2,,0
Hamilton,North Shore Hamilton,"Eat St carpark, near roundabout at end of Macarthur Ave. Ultimate location will be at a new park created by closure of Curtin Ave West, close to Kingsford Smith Dr and Gateway Motorway (from 2019).",Public,,,0.3,,-27.44449167,153.0836111,5,,,,,,,,2,0,,,2,0,2,,0
Maryborough,"281 MacArthur Ave, Hamilton QLD 4007","Lennox St (near Alice St), perpendicular car parks in front of government building",Public,,,0.2,,-25.53982619,152.6991534,3,,,,,,,,1,0,,,1,0,1,,0
Childers,"102 Lennox St, Maryborough 4650","Crescent St, new dedicated carpark created near off-street caravan parking",Public,,,0.3,,-25.23560702,152.2788755,4,,,,,,,,1,0,,,1,0,1,,0
Marlborough,"1-3 Crescent St, Childers QLD 4660, Australia","Puma service station, south of Marlborough",Public,,,0.2,,-22.82764427,149.9327796,3,,,,,,,,1,0,,,1,0,2,,0
Mackay,"71209 Kunwarara Rd, Marlborough QLD 4705, Australia",Council owned Carpark cnr Gregory and River Sts,Public,,,0.2,,-21.13971112,149.1852379,3,,,,,,,,1,0,,,1,0,2,,0
Bowen,"3 Gregory St, Mackay QLD 4740, Australia","Santa Barbara Pde, near tourist info building and toilets.",Public,,,0.2,,-20.01660114,148.2480204,3,,,,,,,,1,0,,,1,0,2,,0
Tully,"80 Santa Barbara Parade, Bowen QLD 4805, Australia","Parking in council carpark cnr Writ Ln/Morris St, near playground",Public,,,0.3,,-17.93486278,145.9244323,3,,,,,,,,1,0,,,1,0,2,,0
Miriam Vale,"Morris St, Tully QLD 4854, Australia","Blomfield St, On-street perpendicular parking just north of Alf Larson Park",Public,,,0.2,,-24.32778446,151.5601492,3,,,,,,,,1,0,,,1,0,2,,0
Carmila,"39 Blomfield St, Miriam Vale QLD 4677, Australia","Near Service Station, Carmila",Public,,,0.2,,-21.90865281,149.4090921,3,,,,,,,,1,0,,,1,0,2,,0
Townsville,"8 Music St, Carmila QLD 4739, Australia","James Cook University, near Supermarket",Public,,,0.2,,-19.32382549,146.7587996,3,,,,,,,,1,0,,,1,0,2,,0
Toowoomba,"4 James Cook Dr, Douglas QLD 4814, Australia","Caltex Charlton Travel Centre, Warrego Hwy",Public,,,0.2,,-27.5202159,151.8501711,3,,,,,,,,1,0,,,1,0,2,,0
Cooroy,"10783 Warrego Hwy, Charlton QLD 4350, Australia",Cooroy Train Station carpark,Public,,,0.2,,-26.418047,152.911429,3,,,,,,,,1,0,,,1,0,2,,0
Springfield,"Cooroy Railway Station, Cooroy QLD 4563, Australia",Carpark on David Henry Way,Public,,,0.2,,-27.68194444,152.8997222,3,,,,,,,,1,0,,,1,0,2,,0
Yarraville,"4 David Henry Way, Springfield Central QLD 4300, Australia","In carpark of Unit 2/209. If cars parked call phone or ask at the AAkonsult offices. Locked gates outside business hours, try calling the mobile number listed but as this is a business the chances of getting through depend on time of calling, (e.g. very late at night would not be a good time!).",Public,,,,,-37.81899541,144.8964976,1,,,,,,,,0,1,,,0,0,0,,0
Kensington,"2/209 Hyde St, Yarraville VIC 3013",BYO Type 2 Mennekes cable,Public,,,0.3,,-37.79687512,144.926417,2,,,,,,,,0,0,,,0,0,2,,0
Docklands,"72 Altona Street, Kensington VIC 3031","Parking level 1 yellow, section D.",Commercial,,,0,,-37.81279364,144.9373902,1,,,,,,,,0,1,,,0,0,0,,0
Docklands,"8-9 Star Circus, Docklands VIC 3008, Australia","East car park, level 1, south end. Park and charge up to 90 min free when buying $10 at Woolworth. Max 11.5kW (3 phase x 16A x 240 voltage) EXTREMELY short cable. Just reaches to plug in point.",Commercial,,,0,,-37.81209916,144.9392454,1,,,,,,,,0,1,,,0,0,0,,0
Carlton,"90 Waterfront Way, Docklands VIC 3008, Australia",Station located on the right hand side as you enter Lygon Street Car Park. Charging is free with paid parking at $5 per hr. The Chargepoint charger has been replaced with a Type2 Ocular charger that opperates with the 'exploren' app. App is quick to install and register and opperates reliably. Good charging station,Commercial,,,p,,-37.80216073,144.9671638,1,,,,,,,,0,0,,,0,0,1,,0
Carlton,204-218 Lygon St Carlton Victoria 3053 Australia,Entry to the Melbourne Museum Cark Park is from either Nicholson Street or Rathdowne Street. Charging stations are on car park level P2. Free to use Delta chargers.,Commercial,,,p,,-37.80320151,144.9717566,2,,,,,,,,0,0,,,0,2,0,,0
Parliament PI,"11 Nicholson St, Carlton VIC 3053, Australia","Porsche Destination Chargers, 11kW. 2 stations on wall straight ahead after entrance.",Commercial,,,p,,-37.8110789,144.9764385,2,,,,,,,,0,0,,,0,0,2,,0
Pullman Melbourne,"1 Parliament Square Off, Parliament Pl, Melbourne VIC 3002, Australia","Dining, Restrooms, Valet Parking, WiFi, Park, EV Parking, Lodging",Commercial,,,p,,-37.81581134,144.9832392,2,,,,,,,,0,2,,,0,0,0,,0
Port Melbourne,"192 Wellington Parade, Melbourne VIC 3002","10A double power point next to rear access door to main retail space. Parking is difficult during trading hours because the power point is positioned along the drive thru lane of Hungry Jacks. Access after Hungry Jacks has ceased trading is a safer proposition, but this location can be still be useful as last resort with the help of an extension cord if you don't mind it being driven over and parking in the waiting bay alongside the drive-thru lane.",Public,,,p,,-37.82992222,144.9171103,1,,,,,,,,0,0,,,0,0,0,,1
Port Melbourne,"46 Cook St, Port Melbourne VIC 3207, Australia",Location of pin is accurate.,Public,,,0.31,,-37.83163355,144.9194251,7,,,,,,,,0,0,,,0,0,7,,0
Port Melbourne,"30 Prohasky St, Port Melbourne VIC 3207, Australia",GET Electric with 7 22kW GET electric vehicle chargers,Public,,,0.2,,-37.83316274,144.9197754,3,,,,,,,,0,0,,,0,0,3,,0
Port Melbourne,"327 Plummer St, Port Melbourne VIC 3207, Australia",Download the GET Electric app to begin instant charging.,Public,,,0,,-37.8297164,144.9311229,2,,,,,,,,0,0,,,0,0,2,,0
South Melbourne,"525 Graham St, Port Melbourne VIC 3207, Australia",2x 7kw chargers.,Commercial,,,0,,-37.83248694,144.9564174,2,,,,,,,,0,0,,,0,0,2,,0
South Melbourne,"322 Coventry St, South Melbourne VIC 3205",BYO cable,Public,,,p,,-37.82974328,144.960726,1,,,,,,,,0,0,,,0,0,0,,1
South Melbourne,"229 Coventry St, South Melbourne VIC 3205, Australia","Entry via Coventry Street, and located at the middle of the rooftop carpark (next to the lift). 2 x Type 2 (Mennekes) ports, BYO cable. No app required.",Public,,,,,-37.83103692,144.961768,1,,,,,,,,0,1,,,0,0,0,,0
South Melbourne,"214 Coventry street, south Melbourne",A 240v wall plug is in the back corner of the Level 1 carpark. Next to spot 60.,Public,,,p,,-37.83189437,144.9690271,21,,,,,,,,0,0,,,0,0,0,,21
Queens Road,"15-29 Bank Street, South Melbourne VIC 3205, Australia",Not sure if it is private or public,Public,,,p,,-37.83477276,144.9737461,1,,,,,,,,0,0,,,0,0,0,,1
Queens Road,"1-3 Queens Road, Melbourne VIC 3004, Australia",There are around four wall-plugs on each floor and a great location to get some extra juice when you park there for work.,Commercial,,,p,,-37.84977063,144.9784513,3,,,,,,,,0,3,,,0,0,0,,0
Port Melbourne,"67 Queens Rd, Melbourne VIC 3004",Several PowerPoints around the place.,Public,,,0.4,,-37.82377034,144.9265125,2,,,,,,,,1,0,,,1,0,0,,0
South Wharf,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",Available at bays 23 & 24,Commercial,,,p,,-37.82586889,144.9552364,3,,,,,,,,0,0,,,0,0,0,,3
Southbank,"16 Normanby Road, South Wharf VIC 3006, Australia",Middyï¿½s Port Melbourne 25kW Delta DC Only available during store trading hours. Trading Hours Monday to Friday 6.00am - 5.00pm Saturdays 7.00am - 12.00pm,Public,,,,,-37.81609341,144.9584272,1,,,,,,,,0,1,,,0,0,0,,0
Southbank,"8 Whiteman Street, Southbank, Victoria, Australia, VIC 3006","PowerPoint on west wall , enter car park go left as far as you can. High up on wall. Several in the door 10 parking area",Public,,,0,,-37.82082443,144.9649806,2,,,,,,,,0,0,,,0,0,2,,0
Southbank,"70 City Rd, Southbank VIC 3006, Australia","Lodging, Dining, EV Parking, Restrooms, Shopping, WiFi",Public,,,,,-37.82076345,144.9663122,9,,,,,,,,0,0,,,0,0,9,,0
Southbank,"35-47 City Rd, Southbank VIC 3006, Australia","2 x Porsche Destination Chargers, directly on the right after entry.",Commercial,,,p,,-37.82123242,144.9673592,2,,,,,,,,0,0,,,0,2,0,,0
Downie St,2 Kavanagh St Southbank VIC 3006 Australia,"9 EV-Link chargers located on all levels of the car park (3 on each level). On the left parking spots of every level, near the lifts.",Public,,,,,-37.82020302,144.9555652,2,,,,,,,,0,0,,,0,0,2,,0
Flinders Ln,"25 Downie St, Melbourne VIC 3000, Australia",2 x EV plugs (J1772) that require no network card and are free to use for EV drivers.,Public,,,0,,-37.81890714,144.9577073,3,,,,,,,,0,0,,,0,0,2,,1
Flinders Ln,"476 Flinders Ln, Melbourne VIC 3000, Australia","Lodging, Restrooms, Dining, EV Parking",Public,,,p,,-37.81861176,144.9586537,10,,,,,,,,0,0,,,0,0,10,,0
Flinders St,"450 Flinders Ln, Melbourne VIC 3000, Australia","Entrance from Flinders Lane. One Type 2 Wallbox charger (with cable) in the Mercedes display to the left after you enter. Another Type 2 wall charger on level C (BYO cable, usually ICEd) and multiple 240V outlets you can use, all are free to use but you need to pay for parking (see photos for rates applicable April 2022).",Public,,,p,,-37.8180318,144.9640101,2,,,,,,,,0,2,,,0,0,0,,0
Collins St,"300 Flinders St, Melbourne VIC 3000, Australia","10 x AC charger (Type 2), varying number on each floor. The first 4 floors are public access via Secure Parking, floors 5-9 are for Deloitte Employees only. Feb 2022: the two chargers at level 2 now have a ï¿½reservedï¿½ sign up for ServiceNow employees.",Workplace,,,p,,-37.81496609,144.9700935,1,,,,,,,,0,1,,,0,0,0,,0
Flinders St,"123 Collins St, Melbourne VIC 3000, Australia",2 x Tesla Destination Chargers on Level 2.,Public,,,0,,-37.81621089,144.9709391,5,,,,,,,,0,3,,,0,0,2,,0
Russell St,"114-128 Flinders St, Melbourne VIC 3000, Australia","Lodging, Dining, Shopping, Restrooms, EV Parking, WiFi, Park",Commercial,,,0,,-37.81180407,144.9677026,2,,,,,,,,0,0,,,0,0,2,,0
Collins St,"Russell St, Melbourne, Victoria, 3000 Australia","2 x Tesla AC 4kW chargers (Level 5); and 2 x Type 2 AC 4kW chargers (Level 6). Enter via Flinders Lane gets you directly to level 5, and turn right. Otherwise enter via Flinders St and keep going up until you reach level 5 and 6.",Public,,,0,,-37.81780946,144.9552413,3,,,,,,,,0,0,,,0,0,3,,0
Bourke St,"589-599 Little Collins St, Melbourne VIC 3000, Australia","Chargefox network, Charging free with parking entry, Enter car park from Russell St. Two SmartWallbox universal charging stations: one is located on the rooftop level (immediately on your right after entry), and the other is located on level 3. Look for the blue coloured concrete parking places. BYO cable required however cables can be purchased via jetcharge.com.au and collected onsite via parking management, please contact JET Charge on 1300 856 328 for help obtaining a cable - During business hours. Charging rates: 11kW via three phase or 3.5kW via single phase.",Workplace,,,0,,-37.81638627,144.9547755,7,,,,,,,,0,3,,,0,1,0,,2
Bourke St,"636 Bourke St, Melbourne VIC 3000, Australia",3 chargers for guests. Enter main gates and charging bays are in front of the lifts as you proceed down the first ramp. Spots are tight.,Public,,,p,,-37.81477906,144.956447,1,,,,,,,,0,0,,,0,0,0,,1
Lonsdale St,"542 Little Bourke St, Melbourne VIC 3000, Australia",Enter via Langs Lane. Only available to Alto Hotel guests. Register for ChargePoint Card at chargepoint.com.au,Public,,,p,,-37.81343708,144.955934,2,,,,,,,,0,2,,,0,0,0,,0
Bourke St,"535 Little Lonsdale St, Melbourne VIC 3004, Australia","North west corner of most levels, power point low on wall near fire hose reel",Public,,,0,,-37.81581182,144.9595123,5,,,,,,,,0,2,,,0,1,2,,0
Lonsdale St,"501 Bourke Street, Melbourne? VIC? 3000, Australia","Dining, EV Parking, Lodging, Shopping, Restrooms, Park",Public,,,p,,-37.8130787,144.9582143,1,,,,,,,,0,0,,,0,0,0,,1
Lonsdale St,"460 Lonsdale St, Melbourne VIC 3000, Australia",2 Tesla plus 2 Type 2 Socket charging stations located on level B1 near the members lift. Car park entry on Chancery Lane off Bourke Street or off Little Collins Street. 2nd charger spot is behind the down ramp. Installed by JET Charge and on Chargefox Network. Type 2 to Type 1 cables included. If you have a Type 2 car you need BYO cable.,Public,,,p,,-37.81137439,144.9633783,1,,,,,,,,0,0,,,0,0,0,,1
Latrobe Street,"300 Lonsdale St, Melbourne VIC 3000, Australia",Parking & Dining,Public,,,p,,-37.81241851,144.95362,3,,,,,,,,0,0,,,0,0,0,,3
West Melbourne,300 Latrobe Street Melbourne,Melbourne Central Carpark P2. Outlet is located behind the pillar to the left of the lift.,Public,,,,,-37.81010363,144.9510094,1,,,,,,,,0,0,,,0,0,0,,1
Queen St,"45 Dudley St, West Melbourne VIC 3003, Australia",Only 10A wall socket available,Public,,,p,,-37.80782358,144.9581717,12,,,,,,,,0,0,,,0,0,12,,0
Bourke St,"460 Queen St, Melbourne VIC 3000, Australia","Motel with limited car parking. 10A PowerPoint/Powerboard at rear roller door, will need extension lead.",Public,,,p,,-37.81211268,144.9709222,1,,,,,,,,0,0,,,0,2,0,,0
Russell St,"129 Bourke St, Melbourne VIC 3000, Australia",12 x Schneider type 2 EV chargers located in B2 level BYO charging cable. Ticketless payment system and underground 500 car spaces total.,Public,,,,,-37.81129305,144.967822,2,,,,,,,,0,0,,,0,0,2,,0
Lonsdale St,"222 Russell St, Melbourne VIC 3000, Australia","2 x Chargepoint J1772 (Type 1) chargers. Activate with RFID card and WAIT two mins, gently tug on the plug and eventually it will click and unlock. Vacuum services is available. Air and window cleaning is out of service. Operated by Juice Bar. ChargePoint card required. Officially known as 121 Exhibition Street but enter from Bourke Street.",Public,,,,,-37.81067877,144.9666047,3,,,,,,,,0,0,,,0,0,0,,3
Lonsdale St,"180 Lonsdale Street, Melbourne VIC 3000, Australia","2 x Porsche Destination Chargers (Type 2, 11kW AC). Entry level, bays 261 & 262.",Public,,,,,-37.81017999,144.9705189,3,,,,,,,,0,2,,,0,0,0,,1
Lonsdale St,"59 Lonsdale St, Melbourne VIC 3000, Australia",Public Wilson Parking basement levels of QV - 180 Lonsdale Street. Levels B2 and B3 each have a number of 10A switched wall outletsï¿½ total number of sockets available unverified!,Commercial,,,p,,-37.81005952,144.9696999,1,,,,,,,,0,1,,,0,0,0,,0
St Kilda,"Corner Exhibition & Lonsdale St, Melbourne VIC 3000, Australia","2 x Tesla Destination Chargers (32A single phase). Turn right, down the ramp. Then on left hand side, two charging bays painted red.",Public,,,p,,-37.86223596,144.9739984,4,,,,,,,,0,2,,,0,0,2,,0
St Kilda,"2 Acland St, St Kilda VIC 3182, Australia",Valet parking required. HPWC is on level P4 near lifts. 1 X 32A single phase Tesla destination charger.,Public,,,,,-37.86765039,144.9742931,1,,,,,,,,0,0,,,0,0,1,,0
Church St,"30 Jacka Blvd, St Kilda VIC 3182, Australia","Available to the public. GROUND floor as you enter first right. Porsche Destination Charging, 11kW Type 2 plugs cable provided. Tesla chargers are not in compatibility mode to charge other EVs.",Commercial,,,p,,-37.83218295,144.996426,4,,,,,,,,0,4,,,0,0,0,,0
Docklands,"650 Church St, Cremorne VIC 3121, Australia","Dining, EV Parking, Park",Public,,,,,-37.81254895,144.939394,1,,,,,,,,0,0,,,0,0,0,,1
Electric Vehicle Charging Station,Joondalup,not defined,not defined,not defined,not defined,not defined,not defined,-31.7426005,115.7671354,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"707 N Beach Rd, Gwelup",not defined,not defined,not defined,not defined,not defined,not defined,-31.8763888,115.7977097,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
E-Station Charging Station,"1 Whipple St, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8626198,115.8061941,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,Alkimos,not defined,not defined,not defined,not defined,not defined,not defined,-31.6204847,115.6869081,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Motion,"1/40 Resource Way, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.8587228,115.9101856,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Gemtek Group,"1/40 Irvine Dr, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.857726,115.886237,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"247 Balcatta Rd, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8629042,115.8218007,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"270 Joondalup Dr, Joondalup",not defined,not defined,not defined,not defined,not defined,not defined,-31.752533,115.7702682,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"124 Lennard St, Herne Hill",not defined,not defined,not defined,not defined,not defined,not defined,-31.835684,116.021721,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"Unnamed Road, Ellenbrook",not defined,not defined,not defined,not defined,not defined,not defined,-31.7831554,115.9708342,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"707 N Beach Rd, Gwelup",not defined,not defined,not defined,not defined,not defined,not defined,-31.8763888,115.7977097,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
E-Station Charging Station,"1 Whipple St, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8626198,115.8061941,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Motion,"1/40 Resource Way, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.8587228,115.9101856,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Gemtek Group,"1/40 Irvine Dr, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.857726,115.886237,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"640 Great Northern Hwy, Herne Hill",not defined,not defined,not defined,not defined,not defined,not defined,-31.8373143,116.0162988,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"247 Balcatta Rd, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8629042,115.8218007,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1733 Gnangara Rd, Henley Brook",not defined,not defined,not defined,not defined,not defined,not defined,-31.7952864,115.9985085,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"29, Brabham",not defined,not defined,not defined,not defined,not defined,not defined,-31.8287167,115.969452,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"Maffina Parade, Ellenbrook",not defined,not defined,not defined,not defined,not defined,not defined,-31.7652945,115.9862809,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargestar Charging Station,"125 Andrea Ln, Booragoon",not defined,not defined,not defined,not defined,not defined,not defined,-32.0346691,115.8348487,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"832 Wellington St, West Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.947579,115.8490282,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Adelaide Terrace, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.9612505,115.8734698,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,Joondalup,not defined,not defined,not defined,not defined,not defined,not defined,-31.7426005,115.7671354,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"The Esplanade, Scarborough",not defined,not defined,not defined,not defined,not defined,not defined,-31.8968211,115.7565333,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
E-Station Charging Station,"1 Whipple St, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8626198,115.8061941,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"337 Harborne St, Osborne Park",not defined,not defined,not defined,not defined,not defined,not defined,-31.915619,115.8193595,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"54 Terrace Rd, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.9613136,115.8718739,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"659 Murray St, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.948722,115.845795,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"707 N Beach Rd, Gwelup",not defined,not defined,not defined,not defined,not defined,not defined,-31.8763888,115.7977097,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"247 Balcatta Rd, Balcatta",not defined,not defined,not defined,not defined,not defined,not defined,-31.8629042,115.8218007,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"2 Brodie-Hall Dr, Bentley",not defined,not defined,not defined,not defined,not defined,not defined,-31.9973246,115.8903266,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"700 Wellington St, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.9483742,115.8521241,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"610 Hay St, Subiaco",not defined,not defined,not defined,not defined,not defined,not defined,-31.9426804,115.8211682,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Motion,"1/40 Resource Way, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.8587228,115.9101856,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"18 Brodie-Hall Dr, Bentley",not defined,not defined,not defined,not defined,not defined,not defined,-31.9955774,115.8927245,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,City Beach,not defined,not defined,not defined,not defined,not defined,not defined,-31.9293131,115.756084,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Gemtek Group,"1/40 Irvine Dr, Malaga",not defined,not defined,not defined,not defined,not defined,not defined,-31.857726,115.886237,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,Parkwood,not defined,not defined,not defined,not defined,not defined,not defined,-32.0396889,115.904454,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
EVSE Charging Station,"The Esplanade, Scarborough",not defined,not defined,not defined,not defined,not defined,not defined,-31.8959217,115.7566612,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargestar Charging Station,"125 Andrea Ln, Booragoon",not defined,not defined,not defined,not defined,not defined,not defined,-32.0346691,115.8348487,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"832 Wellington St, West Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.947579,115.8490282,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"99 Adelaide Terrace, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.9612505,115.8734698,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"337 Harborne St, Osborne Park",not defined,not defined,not defined,not defined,not defined,not defined,-31.915619,115.8193595,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"249-263 Great Eastern Hwy, Belmont",not defined,not defined,not defined,not defined,not defined,not defined,-31.9406176,115.9286715,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"57 James St, Guildford",not defined,not defined,not defined,not defined,not defined,not defined,-31.8995388,115.9763668,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"124 Lennard St, Herne Hill",not defined,not defined,not defined,not defined,not defined,not defined,-31.835684,116.021721,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"640 Great Northern Hwy, Herne Hill",not defined,not defined,not defined,not defined,not defined,not defined,-31.8373143,116.0162988,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"54 Terrace Rd, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.9613136,115.8718739,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"139 Kewdale Rd, Kewdale",not defined,not defined,not defined,not defined,not defined,not defined,-31.9817847,115.9578831,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"659 Murray St, Perth",not defined,not defined,not defined,not defined,not defined,not defined,-31.948722,115.845795,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
