Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate
2020,227,101884,101884,14 Charles Street CARLTON VIC 3053,Carlton,Residential,1,144.97282,-37.79452
2020,227,105188,105188,101-111 Neill Street CARLTON VIC 3053,Carlton,Residential,11,144.97161,-37.79470
2020,227,106858,106858,61-63 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97261,-37.79419
2020,227,106866,106866,85 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97211,-37.79450
2020,227,106869,106869,91-93 Neill Street CARLTON VIC 3053,Carlton,Residential,2,144.97192,-37.79461
2020,227,576968,576968,110-116 Kay Street CARLTON VIC 3053,Carlton,Residential,5,144.97139,-37.79474
2020,228,101449,101449,215 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97338,-37.79326
2020,228,106872,106872,90-94 Neill Street CARLTON VIC 3053,Carlton,Residential,2,144.97162,-37.79411
2020,228,106879,106879,74-76 Neill Street CARLTON VIC 3053,Carlton,Residential,4,144.97203,-37.79377
2020,228,106880,106880,70-72 Neill Street CARLTON VIC 3053,Carlton,Residential,2,144.97212,-37.79369
2020,228,106881,106881,66 Neill Street CARLTON VIC 3053,Carlton,Residential,2,144.97222,-37.79363
2020,228,106884,106884,60 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97248,-37.79362
2020,228,106889,106889,34-50 Neill Street CARLTON VIC 3053,Carlton,Residential,30,144.97293,-37.79344
2020,228,106892,106892,209-213 Canning Street CARLTON VIC 3053,Carlton,Private,1,144.97338,-37.79335
2020,228,107700,107700,67 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97321,-37.79303
2020,228,107701,107701,69 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97314,-37.79302
2020,228,107702,107702,71 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97308,-37.79301
2020,228,107703,107703,73 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97303,-37.79301
2020,228,107704,107704,75-77 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97296,-37.79300
2020,228,107707,107707,83 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97277,-37.79298
2020,228,107709,107709,87 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97266,-37.79297
2020,228,107710,107710,89 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97261,-37.79296
2020,228,107711,107711,91 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97255,-37.79295
2020,228,107712,107712,93 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97250,-37.79295
2020,228,107713,107713,95 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97244,-37.79294
2020,228,107714,107714,97 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97239,-37.79294
2020,228,107716,107716,101 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97227,-37.79292
2020,228,107717,107717,103 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97222,-37.79292
2020,228,107719,107719,109-111 Princes Street CARLTON VIC 3053,Carlton,Residential,2,144.97203,-37.79290
2020,228,107720,107720,113 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97195,-37.79289
2020,228,108215,108215,256-260 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,3,144.97164,-37.79281
2020,228,108216,108216,254 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97156,-37.79292
2020,228,108217,108217,252 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97161,-37.79299
2020,228,108218,108218,Carlton Baths 216-248 Rathdowne Street CARLTON VIC 3053,Carlton,Private,4,144.97168,-37.79345
2020,228,108219,108219,250 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97160,-37.79304
2020,228,108220,108220,214 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97145,-37.79387
2020,228,108222,108222,208-210 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97140,-37.79397
2020,228,108224,108224,202 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,2,144.97138,-37.79410
2020,228,109672,109672,21 Victoria Place CARLTON VIC 3053,Carlton,Residential,1,144.97277,-37.79319
2020,228,109673,109673,23 Victoria Place CARLTON VIC 3053,Carlton,Residential,1,144.97269,-37.79319
2020,228,109674,109674,25 Victoria Place CARLTON VIC 3053,Carlton,Residential,1,144.97262,-37.79319
2020,228,526332,526332,105 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97217,-37.79291
2020,228,526333,526333,107 Princes Street CARLTON VIC 3053,Carlton,Residential,1,144.97211,-37.79291
2020,228,556214,556214,17 Victoria Place CARLTON VIC 3053,Carlton,Residential,1,144.97299,-37.79319
2020,228,556215,556215,19 Victoria Place CARLTON VIC 3053,Carlton,Residential,2,144.97287,-37.79319
2020,228,565576,565576,204 Rathdowne Street CARLTON VIC 3053,Carlton,Residential,1,144.97139,-37.79406
2020,228,587280,587280,18-20 Coleman Place CARLTON VIC 3053,Carlton,Residential,2,144.97224,-37.79343
2020,228,704768,704768,61 Victoria Place CARLTON VIC 3053,Carlton,Residential,1,144.97172,-37.79291
2020,229,101454,101454,204 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97392,-37.79373
2020,229,101457,101457,198 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97390,-37.79384
2020,229,101458,101458,196 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97390,-37.79388
2020,229,101459,101459,194 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97389,-37.79393
2020,229,101460,101460,192 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97388,-37.79397
2020,229,101461,101461,190 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97387,-37.79401
2020,229,101464,101464,184 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97385,-37.79415
2020,229,101465,101465,182 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97384,-37.79419
2020,229,101467,101467,176-178 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97385,-37.79432
2020,229,101468,101468,174 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97381,-37.79436
2020,229,101470,101470,170 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97379,-37.79449
2020,229,101471,101471,168 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97378,-37.79453
2020,229,101472,101472,166 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97378,-37.79457
2020,229,101476,101476,154 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97374,-37.79480
2020,229,101477,101477,152 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97373,-37.79485
2020,229,101478,101478,150 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97372,-37.79491
2020,229,101479,101479,148 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97367,-37.79496
2020,229,101481,101481,142-144 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97366,-37.79507
2020,229,106848,106848,9-13 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97428,-37.79340
2020,229,106849,106849,15 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97411,-37.79349
2020,229,106851,106851,19-25 Neill Street CARLTON VIC 3053,Carlton,Residential,1,144.97393,-37.79353
2020,229,109068,109068,101 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97411,-37.79495
2020,229,109069,109069,103 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97412,-37.79489
2020,229,109071,109071,107-121 Station Street CARLTON VIC 3053,Carlton,Residential,10,144.97417,-37.79462
2020,229,109077,109077,131-133 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97424,-37.79422
2020,229,109078,109078,135-137 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97426,-37.79412
2020,229,109080,109080,141 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97428,-37.79401
2020,229,109081,109081,143 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97429,-37.79397
2020,229,109083,109083,147 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97430,-37.79388
2020,229,109084,109084,149 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97431,-37.79383
2020,229,109085,109085,151-153 Station Street CARLTON VIC 3053,Carlton,Residential,2,144.97432,-37.79377
2020,229,109086,109086,155 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97433,-37.79370
2020,229,109087,109087,157-159 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97434,-37.79363
2020,229,109089,109089,163 Station Street CARLTON VIC 3053,Carlton,Residential,2,144.97437,-37.79351
2020,230,105206,105206,2-12 Kay Street CARLTON VIC 3053,Carlton,Residential,5,144.97498,-37.79516
2020,230,106963,106963,221 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97507,-37.79478
2020,230,106966,106966,227 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97509,-37.79464
2020,230,106968,106968,233-235 Nicholson Street CARLTON VIC 3053,Carlton,Residential,3,144.97512,-37.79451
2020,230,106969,106969,237-239 Nicholson Street CARLTON VIC 3053,Carlton,Private,2,144.97514,-37.79440
2020,230,106969,106969,237-239 Nicholson Street CARLTON VIC 3053,Carlton,Private,2,144.97514,-37.79440
2020,230,106971,106971,243 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97516,-37.79426
2020,230,106976,106976,257 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97519,-37.79401
2020,230,106977,106977,259-277 Nicholson Street CARLTON VIC 3053,Carlton,Residential,19,144.97507,-37.79381
2020,230,106978,106978,279-283 Nicholson Street CARLTON VIC 3053,Carlton,Residential,6,144.97528,-37.79357
2020,230,106979,106979,285-289 Nicholson Street CARLTON VIC 3053,Carlton,Residential,6,144.97530,-37.79345
2020,230,106980,106980,291-301 Nicholson Street CARLTON VIC 3053,Carlton,Private,4,144.97535,-37.79327
2020,230,109109,109109,140-142 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97473,-37.79405
2020,230,109110,109110,136-138 Station Street CARLTON VIC 3053,Carlton,Residential,2,144.97480,-37.79421
2020,230,109111,109111,132 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97478,-37.79434
2020,230,109114,109114,124 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97475,-37.79452
2020,230,109115,109115,122 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97474,-37.79456
2020,230,109116,109116,120 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97473,-37.79461
2020,230,109117,109117,118 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97472,-37.79465
2020,230,109124,109124,100 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97462,-37.79501
2020,230,109126,109126,92-94 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97463,-37.79517
2020,230,701402,701402,3 Pagan Lane CARLTON VIC 3053,Carlton,Residential,1,144.97480,-37.79406
2020,230,701403,701403,5 Pagan Lane CARLTON VIC 3053,Carlton,Residential,1,144.97488,-37.79406
2020,231,101482,101482,132 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97360,-37.79561
2020,231,101483,101483,130 Canning Street CARLTON VIC 3053,Carlton,Residential,2,144.97360,-37.79565
2020,231,101484,101484,128 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97359,-37.79569
2020,231,101486,101486,124 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97360,-37.79578
2020,231,101492,101492,108 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97352,-37.79620
2020,231,105162,105162,29 Kay Street CARLTON VIC 3053,Carlton,Residential,2,144.97399,-37.79553
2020,231,105169,105169,43-45 Kay Street CARLTON VIC 3053,Carlton,Residential,1,144.97354,-37.79543
2020,231,107231,107231,34-36 Palmerston Street CARLTON VIC 3053,Carlton,Residential,1,144.97380,-37.79642
2020,231,109058,109058,69 Station Street CARLTON VIC 3053,Carlton,Residential,2,144.97395,-37.79592
2020,231,109062,109062,77 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97398,-37.79572
2020,231,109063,109063,79 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97399,-37.79568
2020,231,505055,505055,118 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97355,-37.79591
2020,232,106943,106943,157-159 Nicholson Street CARLTON VIC 3053,Carlton,Residential,3,144.97482,-37.79650
2020,232,106947,106947,169 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97483,-37.79623
2020,232,106948,106948,171 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97484,-37.79619
2020,232,106952,106952,183 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97489,-37.79589
2020,232,106953,106953,185 Nicholson Street CARLTON VIC 3053,Carlton,Residential,3,144.97490,-37.79584
2020,232,106954,106954,187 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97491,-37.79579
2020,232,106957,106957,193-197 Nicholson Street CARLTON VIC 3053,Carlton,Private,5,144.97495,-37.79560
2020,232,107234,107234,22-24 Palmerston Street CARLTON VIC 3053,Carlton,Residential,1,144.97431,-37.79647
2020,232,107237,107237,12-16 Palmerston Street CARLTON VIC 3053,Carlton,Residential,2,144.97456,-37.79650
2020,232,109127,109127,90 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97458,-37.79552
2020,232,109130,109130,84 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97458,-37.79565
2020,232,109131,109131,82 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97455,-37.79570
2020,232,109134,109134,72 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97451,-37.79593
2020,232,109135,109135,70 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97451,-37.79597
2020,232,109136,109136,68 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97450,-37.79602
2020,232,109137,109137,64-66 Station Street CARLTON VIC 3053,Carlton,Residential,4,144.97448,-37.79610
2020,232,109138,109138,60-62 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97447,-37.79618
2020,232,109139,109139,56-58 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97446,-37.79625
2020,232,109140,109140,54 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97453,-37.79636
2020,232,109141,109141,52 Station Street CARLTON VIC 3053,Carlton,Residential,1,144.97440,-37.79637
2020,232,556115,556115,173 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97485,-37.79614
2020,232,556116,556116,175 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97486,-37.79609
2020,233,106942,107153,141 Nicholson Street CARLTON VIC 3053,Carlton,Residential,71,144.97444,-37.79731
2020,233,107153,107153,111-149 Nicholson Street CARLTON VIC 3053,Carlton,Private,200,144.97444,-37.79731
2020,233,703942,107153,15-23 Palmerston Street CARLTON VIC 3053,Carlton,Residential,63,144.97444,-37.79731
2020,233,639238,639238,30-50 Elgin Street CARLTON VIC 3053,Carlton,Residential,60,144.97349,-37.79749
2020,233,639239,639239,76-98 Canning Street CARLTON VIC 3053,Carlton,Residential,114,144.97356,-37.79702
2020,234,100804,100804,62-66 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97310,-37.79872
2020,234,100806,100806,46-56 Barkly Street CARLTON VIC 3053,Carlton,Residential,14,144.97336,-37.79852
2020,234,100807,100807,44 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97347,-37.79843
2020,234,100808,100808,42 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97352,-37.79840
2020,234,100811,100811,34 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97372,-37.79832
2020,234,100813,100813,30 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97382,-37.79828
2020,234,101498,101498,54A Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97339,-37.79822
2020,234,101500,101500,50 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97312,-37.79825
2020,234,101501,101501,48 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97311,-37.79831
2020,234,101502,101502,46 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97310,-37.79837
2020,234,101503,101503,44 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97309,-37.79843
2020,234,101504,101504,42 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97306,-37.79848
2020,234,101505,101505,40 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97304,-37.79853
2020,234,103052,103052,15-19 Elgin Street CARLTON VIC 3053,Carlton,Private,7,144.97397,-37.79807
2020,234,103054,103054,25 Elgin Street CARLTON VIC 3053,Carlton,Residential,1,144.97375,-37.79806
2020,234,103055,103055,27 Elgin Street CARLTON VIC 3053,Carlton,Residential,2,144.97370,-37.79807
2020,234,103057,103057,31 Elgin Street CARLTON VIC 3053,Carlton,Residential,1,144.97359,-37.79808
2020,234,103058,103058,33 Elgin Street CARLTON VIC 3053,Carlton,Residential,1,144.97354,-37.79808
2020,234,103059,103059,35 Elgin Street CARLTON VIC 3053,Carlton,Residential,1,144.97350,-37.79809
2020,234,103062,103062,41 Elgin Street CARLTON VIC 3053,Carlton,Residential,2,144.97337,-37.79804
2020,234,103063,103063,43 Elgin Street CARLTON VIC 3053,Carlton,Residential,1,144.97331,-37.79800
2020,234,505087,505087,"Unit 1, 52-54 Canning Street CARLTON VIC 3053",Carlton,Residential,2,144.97314,-37.79811
2020,234,505088,505088,"Unit 2, 52-54 Canning Street CARLTON VIC 3053",Carlton,Residential,1,144.97314,-37.79815
2020,234,505089,505089,"Unit 3, 52-54 Canning Street CARLTON VIC 3053",Carlton,Residential,1,144.97313,-37.79820
2020,235,100737,100737,27-33 Barkly Street CARLTON VIC 3053,Carlton,Residential,6,144.97424,-37.79887
2020,235,100738,100738,1-25 Barkly Street CARLTON VIC 3053,Carlton,Residential,20,144.97426,-37.79862
2020,235,100739,100739,35-37 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97404,-37.79886
2020,235,100740,100740,39-45 Barkly Street CARLTON VIC 3053,Carlton,Residential,8,144.97395,-37.79892
2020,235,100741,100741,47-57 Barkly Street CARLTON VIC 3053,Carlton,Residential,12,144.97369,-37.79895
2020,235,100742,100742,59 Barkly Street CARLTON VIC 3053,Carlton,Residential,1,144.97353,-37.79905
2020,235,103751,103751,22 Faraday Street CARLTON VIC 3053,Carlton,Residential,1,144.97376,-37.79915
2020,235,103752,103752,20 Faraday Street CARLTON VIC 3053,Carlton,Residential,1,144.97382,-37.79911
2020,235,103753,103753,18 Faraday Street CARLTON VIC 3053,Carlton,Residential,1,144.97388,-37.79908
2020,235,103754,103754,16 Faraday Street CARLTON VIC 3053,Carlton,Residential,2,144.97395,-37.79921
2020,235,106932,106932,2-8 Faraday Street CARLTON VIC 3053,Carlton,Residential,1,144.97431,-37.79927
2020,235,106936,106936,75 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97435,-37.79907
2020,236,101511,101511,16 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97284,-37.79975
2020,236,103667,103667,53 Faraday Street CARLTON VIC 3053,Carlton,Residential,1,144.97305,-37.79952
2020,236,106816,106816,42 Murchison Street CARLTON VIC 3053,Carlton,Residential,1,144.97318,-37.79963
2020,236,106817,106817,36-40 Murchison Street CARLTON VIC 3053,Carlton,Residential,2,144.97329,-37.79965
2020,236,106924,106924,47-49 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97423,-37.79990
2020,236,106926,106926,53 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97425,-37.79979
2020,236,106927,106927,55 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97426,-37.79975
2020,236,106928,106928,57 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97426,-37.79971
2020,237,100824,100824,16 Barrup Street CARLTON VIC 3053,Carlton,Residential,2,144.97389,-37.80011
2020,237,100826,100826,6-12 Barrup Street CARLTON VIC 3053,Carlton,Residential,2,144.97386,-37.80030
2020,237,100827,100827,2-4 Barrup Street CARLTON VIC 3053,Carlton,Residential,1,144.97383,-37.80047
2020,237,106918,106918,27 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97413,-37.80052
2020,237,106919,106919,29 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97414,-37.80047
2020,237,106920,106920,31 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97415,-37.80041
2020,237,106921,106921,33 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97416,-37.80036
2020,237,106922,106922,35 Nicholson Street CARLTON VIC 3053,Carlton,Residential,2,144.97417,-37.80031
2020,237,524348,524348,39 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97418,-37.80021
2020,237,524349,524349,41 Nicholson Street CARLTON VIC 3053,Carlton,Residential,1,144.97419,-37.80017
2020,238,101512,101512,4-6 Canning Street CARLTON VIC 3053,Carlton,Residential,1,144.97266,-37.80066
2020,238,101731,101731,46-50 Carlton Street CARLTON VIC 3053,Carlton,Residential,4,144.97263,-37.80085
2020,238,101747,101747,2-10 Carlton Street CARLTON VIC 3053,Carlton,Residential,38,144.97402,-37.80091
2020,238,107120,107120,21 Owen Street CARLTON VIC 3053,Carlton,Residential,1,144.97360,-37.80077
2020,238,107127,107127,37 Owen Street CARLTON VIC 3053,Carlton,Residential,1,144.97314,-37.80072
2020,238,107131,107131,49 Owen Street CARLTON VIC 3053,Carlton,Residential,2,144.97281,-37.80067
2020,239,101045,101045,165 Berkeley Street MELBOURNE VIC 3000,Carlton,Private,6,144.95831,-37.80157
2020,239,101046,101046,167-171 Berkeley Street MELBOURNE VIC 3000,Carlton,Private,4,144.95832,-37.80148
2020,239,101049,101049,223 Berkeley Street MELBOURNE VIC 3000,Carlton,Residential,10,144.95843,-37.80028
2020,239,103259,103259,766-772 Elizabeth Street MELBOURNE VIC 3000,Carlton,Private,81,144.95819,-37.80055
2020,239,103260,103260,712-764 Elizabeth Street MELBOURNE VIC 3000,Carlton,Private,10,144.95811,-37.80122
2020,240,101050,101050,216 Berkeley Street CARLTON VIC 3053,Carlton,Private,5,144.95902,-37.80042
2020,240,101052,101052,212 Berkeley Street CARLTON VIC 3053,Carlton,Private,2,144.95900,-37.80052
2020,240,101055,101055,Building 260 (MSHS) 182-200 Berkeley Street CARLTON VIC 3053,Carlton,Private,41,144.95893,-37.80105
2020,240,581299,581299,143-151 Barry Street CARLTON VIC 3053,Carlton,Private,8,144.95943,-37.80053
2020,241,573377,573377,Carpark Melbourne University 220 Berkeley Street CARLTON VIC 3053,Carlton,Commercial,1136,144.96067,-37.80080
2020,242,101254,101254,Melbourne Business School 183-195 Bouverie Street CARLTON VIC 3053,Carlton,Private,32,144.96146,-37.80194
2020,242,101255,101255,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,Private,12,144.96162,-37.80104
2020,242,101255,101255,Melbourne University 197-235 Bouverie Street CARLTON VIC 3053,Carlton,Private,119,144.96162,-37.80104
2020,242,101258,101258,247-253 Bouverie Street CARLTON VIC 3053,Carlton,Private,4,144.96216,-37.80064
2020,242,104462,104462,199-203 Grattan Street CARLTON VIC 3053,Carlton,Private,7,144.96202,-37.80052
2020,242,104464,104464,213-217 Grattan Street CARLTON VIC 3053,Carlton,Private,11,144.96158,-37.80046
2020,243,101259,101259,183-187 Grattan Street CARLTON VIC 3053,Carlton,Private,13,144.96276,-37.80054
2020,243,101260,101260,174-176 Bouverie Street CARLTON VIC 3053,Carlton,Private,3,144.96273,-37.80068
2020,243,101261,101261,172 Bouverie Street CARLTON VIC 3053,Carlton,Private,3,144.96274,-37.80076
2020,243,101262,101262,166-170 Bouverie Street CARLTON VIC 3053,Carlton,Private,12,144.96272,-37.80087
2020,243,101996,101996,19-25 Church Street CARLTON VIC 3053,Carlton,Private,14,144.96298,-37.80109
2020,243,104454,104454,165 Grattan Street CARLTON VIC 3053,Carlton,Residential,2,144.96336,-37.80059
2020,243,104456,104456,169 Grattan Street CARLTON VIC 3053,Carlton,Private,2,144.96323,-37.80058
2020,243,104457,104457,171-173 Grattan Street CARLTON VIC 3053,Carlton,Residential,4,144.96314,-37.80058
2020,243,104458,104458,175 Grattan Street CARLTON VIC 3053,Carlton,Residential,2,144.96306,-37.80057
2020,243,104459,104459,177 Grattan Street CARLTON VIC 3053,Carlton,Residential,2,144.96300,-37.80056
2020,243,104460,104460,179 Grattan Street CARLTON VIC 3053,Carlton,Private,2,144.96294,-37.80056
2020,243,105654,105654,22-40 Lincoln Square North CARLTON VIC 3053,Carlton,Private,13,144.96273,-37.80134
2020,243,105654,105654,22-40 Lincoln Square North CARLTON VIC 3053,Carlton,Private,8,144.96273,-37.80134
2020,243,105655,105655,18-20 Lincoln Square North CARLTON VIC 3053,Carlton,Private,11,144.96305,-37.80138
2020,243,109327,109327,Rydges on Swanston - Melbourne 701-713 Swanston Street CARLTON VIC 3053,Carlton,Private,45,144.96338,-37.80142
2020,243,109328,109328,715-721 Swanston Street CARLTON VIC 3053,Carlton,Private,20,144.96341,-37.80115
2020,243,109329,109329,723-741 Swanston Street CARLTON VIC 3053,Carlton,Private,43,144.96339,-37.80087
2020,243,109330,109330,743-751 Swanston Street CARLTON VIC 3053,Carlton,Residential,2,144.96364,-37.80062
2020,245,101608,101608,203-225 Cardigan Street CARLTON VIC 3053,Carlton,Residential,35,144.96495,-37.80171
2020,245,101610,101610,227-243 Cardigan Street CARLTON VIC 3053,Carlton,Private,30,144.96488,-37.80121
2020,245,101612,101612,245-249 Cardigan Street CARLTON VIC 3053,Carlton,Private,5,144.96507,-37.80096
2020,245,104451,104451,Leckie Court 127-133 Grattan Street CARLTON VIC 3053,Carlton,Residential,20,144.96482,-37.80082
2020,245,104452,104452,Wexler Court 137-141 Grattan Street CARLTON VIC 3053,Carlton,Residential,12,144.96450,-37.80080
2020,245,107553,107553,96-106 Pelham Street CARLTON VIC 3053,Carlton,Private,17,144.96452,-37.80227
2020,245,109362,109362,676 Swanston Street CARLTON VIC 3053,Carlton,Residential,2,144.96422,-37.80074
2020,245,109365,109365,644-658 Swanston Street CARLTON VIC 3053,Carlton,Residential,15,144.96428,-37.80132
2020,245,110987,110987,Astorial Apartments 660-674 Swanston Street CARLTON VIC 3053,Carlton,Residential,93,144.96433,-37.80101
2020,245,538825,538825,Uropa Apartments 604-640 Swanston Street CARLTON VIC 3053,Carlton,Residential,445,144.96434,-37.80195
2020,246,100576,100576,14 Argyle Place North CARLTON VIC 3053,Carlton,Residential,1,144.96609,-37.80182
2020,246,101691,101691,170-174 Cardigan Street CARLTON VIC 3053,Carlton,Residential,5,144.96566,-37.80111
2020,246,101694,101694,148-154 Cardigan Street CARLTON VIC 3053,Carlton,Private,18,144.96560,-37.80150
2020,246,101695,101695,138-146 Cardigan Street CARLTON VIC 3053,Carlton,Private,23,144.96556,-37.80171
2020,246,104447,104447,81-109 Grattan Street CARLTON VIC 3053,Carlton,Residential,92,144.96621,-37.80115
2020,246,104447,104447,81-109 Grattan Street CARLTON VIC 3053,Carlton,Private,11,144.96621,-37.80115
2020,246,106106,106106,185-187 Lygon Street CARLTON VIC 3053,Carlton,Private,4,144.96645,-37.80129
2020,246,106107,106107,189 Lygon Street CARLTON VIC 3053,Carlton,Private,1,144.96649,-37.80119
2020,246,588909,588909,10-12 Argyle Place North CARLTON VIC 3053,Carlton,Residential,4,144.96623,-37.80173
2020,247,102651,102651,155-157 Drummond Street CARLTON VIC 3053,Carlton,Private,3,144.96779,-37.80274
