,Location Name,Latitude,Longitude,Town,Postal Code,City,Address,Plugs_Type2,Plugs_Three_Phase,Plugs_CHAdeMO,Plugs_CCS/SAE,Plugs_Tesla,Plugs_J-1772,Plugs_Caravan_Mains_Socket,Plugs_wall_AU/NZ,Power 1,charging_stations,Nearby EVStations,Hospitals,Parks,Restaurants,Malls,Supermarkets
367,Croydon Train Station Multi Level Car Park,-37.796959,145.280091,N.A,3136,Melbourne,"Devon Street, Croydon, Victoria",6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7.0,6.0,1,3,13,20,3,9
368,Church St,-37.83218295,144.996426,N.A,3121,Melbourne,"650 Church St, Cremorne VIC 3121, Australia",0.0,0.0,0.0,0.0,4.0,0,0.0,0.0,50,4.0,14,0,15,20,5,11
369,The Pines Shopping Centre,-37.762252,145.16823,N.A,3109,Melbourne,"181 Reynolds Rd, Doncaster East VIC 3109, Australia",0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,6.6,4.0,2,0,20,13,1,5
370,Electric Vehicle Charging Station,-36.38578464084992, 145.39696529030473,Shepparton,3630,Shepparton,530 Wyndham St,1.0,,0.0,0.0,0.0,,,,,,2,5,13,20,18,17
371,Monash University Caulfield Car Park,-37.87579762,145.0436391,N.A,3145,Melbourne,"880 Princes Hwy Service Rd, Caulfield East VIC 3145, Australia",,,1.0,1.0,,,,1.0,,,3,0,17,20,2,7
372,Element Melbourne Richmond,-37.826921,145.020707,N.A,3121,Melbourne,"588 Swan St, Richmond VIC 3121, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,4.0,9,0,20,19,0,4
373,Hotel 115 Guest Carpark,-37.807448,145.039021,N.A,3101,Melbourne,"115 Cotham Rd, Kew VIC 3101, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,1,1,11,20,0,8
374,Coles South Melbourne,-37.832375,144.960369,N.A,3205,Melbourne,"229 Coventry St, South Melbourne VIC 3205, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,19,1,19,20,4,20
375,Coles - Cobblebank Village,-37.713815,144.601847,N.A,3338,Melbourne,"211 Ferris Rd, Melton South VIC 3338, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,2,0,5,6,1,2
376,Community Bank Stadium,-37.673703,145.166098,N.A,3089,Melbourne,"129-163 Main Hurstbridge Rd, Diamond Creek VIC 3089, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,1.0,1,0,10,20,1,3
377,Cellarbrations,-37.809802,144.948932,N.A,3003,Melbourne,"185a Rosslyn St, West Melbourne VIC 3003, Australia",4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,4.0,20,6,18,20,12,20
378,Kensington,-37.79687512,144.926417,N.A,3031,Melbourne,"72 Altona Street, Kensington VIC 3031",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,3,0,17,20,1,8
379,Manor Lakes Central Shopping Centre,-37.875049,144.612648,N.A,3024,Melbourne,"455 Ballan Rd, Manor Lakes VIC 3024, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,2,0,9,17,2,4
380,Berwick BMW,-38.026209,145.311511,N.A,3805,Melbourne,"6 Coventry Rd, Narre Warren VIC 3805",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,0,0,11,20,3,18
381,Flinders St,-37.8180318,144.9640101,N.A,3000,Melbourne,"300 Flinders St, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,N.A,2.0,17,7,20,20,20,20
382,Malvern Central (Coming Soon),-37.862909,145.027303,N.A,3144,Melbourne,"K10, Malvern Central Shopping Centre, 110-122 Wattletree Rd, Armadale VIC 3143, Australia",0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,N.A,1.0,5,1,16,20,2,10
383,Centennial Park Charters Towers QESH,-20.0658342, 146.2617747,Richmond Hill,4820,N.A,"72 Hackett Terrace, Richmond Hill QLD 4820, Australia",2.0,,1.0,1.0,,,,,50,,1,1,10,18,1,7
384,Moonee Ponds Supercharger,-37.765834,144.923586,N.A,3039,Melbourne,"665 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,120.0,6.0,4,0,7,20,2,11
385,BIG4 Mornington Peninsula Holiday Park,-38.174557,145.141541,N.A,3911,Melbourne,"2 Robinsons Rd, Frankston VIC 3199, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,0,2,10,15,0,0
386,Brimbank Shopping Centre,-37.751827,144.775257,N.A,3023,Melbourne,"Brimbank Central Shopping Centre shop 81t, 28-72 Neale Rd, Deer Park VIC 3023, Australia",2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,N.A,2.0,1,0,10,20,1,7
387,QV Melbourne - Car Park,-37.810679,144.966601,N.A,3000,Melbourne,"180 Lonsdale Street, Melbourne VIC 3000, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,N.A,3.0,16,7,17,20,20,20
388,Carlton,-37.80320151,144.9717566,N.A,3053,Melbourne,"11 Nicholson St, Carlton VIC 3053, Australia",0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,N.A,2.0,16,11,18,20,20,20
389,RACV Solar,-38.197552,144.344603,N.A,3216,Geelong,"Units 5 & 6, 8 Lewalan St, Grovedale VIC 3216, Australia",1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,1.0,2,0,5,15,0,3
390,Sorrento Hotel,-38.338316,144.743447,N.A,3943,Melbourne,"1 Esplanade, Sorrento VIC 3943, Australia",0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,N.A,1.0,1,0,7,20,0,6
